id,label,label_name,category,entity,relation,prompt,hidden_score,length_score,tfidf_score,entropy_score,neg_top1_prob_score,neg_margin_score
ood_0010,0,known_or_low_risk,software_framework,TensorFlow,主要编程语言,"请回答下面查询。
对象：TensorFlow
属性：主要编程语言
答案：",2.530167773931449e-07,0.5,0.5124509948869725,0.782450795173645,-0.8796547651290894,-0.8596037533134222
ood_0011,0,known_or_low_risk,disease,麻疹,常见病原体,"请回答下面查询。
对象：麻疹
属性：常见病原体
答案：",4.878753515125263e-06,0.5,0.49209453554025645,1.7719072103500366,-0.701065719127655,-0.627173937857151
ood_0012,0,known_or_low_risk,software_framework,Angular,主要编程语言,"请回答下面查询。
对象：Angular
属性：主要编程语言
答案：",1.0097311044964034e-07,0.5,0.5121023978723517,0.9631805419921876,-0.8565186858177185,-0.8420099467039108
ood_0013,0,known_or_low_risk,planet,谷神星,所属恒星,"请回答下面查询。
对象：谷神星
属性：所属恒星
答案：",0.18671330531703922,0.5,0.4814747535088,1.5126928091049194,-0.7840423583984375,-0.7398097142577171
ood_0014,0,known_or_low_risk,university,墨尔本大学,所在国家,"请回答下面查询。
对象：墨尔本大学
属性：所在国家
答案：",3.4950051177195e-08,0.5,0.49579843419164904,0.7758334875106812,-0.867210328578949,-0.8190441764891148
ood_0015,1,unknown_or_high_risk,disease,疟疾,颁发机构,"请回答下面查询。
对象：疟疾
属性：颁发机构
答案：",0.09210078797586935,0.5,0.496756177453749,1.694744348526001,-0.749328076839447,-0.7145542725920677
ood_0016,1,unknown_or_high_risk,company,特斯拉公司,所属恒星,"请回答下面查询。
对象：特斯拉公司
属性：所属恒星
答案：",0.9999380333390532,0.5,0.4920618749980763,1.990949273109436,-0.7191411852836609,-0.6628136932849884
ood_0017,0,known_or_low_risk,software_framework,Spring,主要编程语言,"请回答下面查询。
对象：Spring
属性：主要编程语言
答案：",2.87575982228815e-06,0.5,0.5092708040817252,0.5819732546806335,-0.9108865857124328,-0.8910744749009609
ood_0018,0,known_or_low_risk,film,《教父》,导演,"请回答下面查询。
对象：《教父》
属性：导演
答案：",0.00014062480881204268,0.5,0.49425503872198284,1.0159271955490112,-0.8363359570503235,-0.8018162474036217
ood_0019,1,unknown_or_high_risk,city,上海,导演,"请回答下面查询。
对象：上海
属性：导演
答案：",0.997204467597123,0.5,0.49209453554025645,4.6964311599731445,-0.1396684497594833,-0.0742071643471717
ood_0020,1,unknown_or_high_risk,university,墨尔本大学,主要编程语言,"请回答下面查询。
对象：墨尔本大学
属性：主要编程语言
答案：",0.09161559393825845,0.5,0.5139629706481689,4.278016090393066,-0.1872525811195373,-0.0270869433879852
ood_0021,1,unknown_or_high_risk,city,开罗,导演,"请回答下面查询。
对象：开罗
属性：导演
答案：",0.9984309198976786,0.5,0.49209453554025645,4.947126865386963,-0.0528935007750988,-0.0182050950825214
ood_0022,0,known_or_low_risk,company,微软,创始人,"请回答下面查询。
对象：微软
属性：创始人
答案：",0.0006565744897506777,0.5,0.4945051537610555,3.77997350692749,-0.2409346997737884,-0.1480460986495018
ood_0023,0,known_or_low_risk,software_framework,Vue,主要编程语言,"请回答下面查询。
对象：Vue
属性：主要编程语言
答案：",1.5600541644637715e-07,0.5,0.5137431609538684,0.5805057287216187,-0.9111651182174684,-0.885718084871769
ood_0024,0,known_or_low_risk,award,图灵奖,颁发机构,"请回答下面查询。
对象：图灵奖
属性：颁发机构
答案：",9.876382093464389e-07,0.5,0.496756177453749,0.8460940718650818,-0.8615307807922363,-0.8306360449641943
ood_0025,0,known_or_low_risk,disease,新冠感染,常见病原体,"请回答下面查询。
对象：新冠感染
属性：常见病原体
答案：",3.4540226663396083e-06,0.5,0.49209453554025645,3.0715699195861816,-0.2827081680297851,-0.100178062915802
ood_0026,1,unknown_or_high_risk,company,亚马逊,所属恒星,"请回答下面查询。
对象：亚马逊
属性：所属恒星
答案：",0.9870488648143921,0.5,0.4917435871034458,2.644468307495117,-0.6228814125061035,-0.5759626030921936
ood_0027,0,known_or_low_risk,artist,伦勃朗,代表作品,"请回答下面查询。
对象：伦勃朗
属性：代表作品
答案：",0.14371392993478235,0.5,0.4944520823109639,3.857069730758667,-0.4383215010166168,-0.4080236237496137
ood_0028,1,unknown_or_high_risk,city,纽约,导演,"请回答下面查询。
对象：纽约
属性：导演
答案：",0.9939844047726643,0.5,0.49799968092964036,4.223555564880371,-0.2658797204494476,-0.2147376984357834
ood_0029,0,known_or_low_risk,award,雨果奖,颁发机构,"请回答下面查询。
对象：雨果奖
属性：颁发机构
答案：",6.667654572638351e-07,0.5,0.49853514385362496,2.1050283908843994,-0.5473406910896301,-0.3777824640274048
ood_0030,1,unknown_or_high_risk,film,《卧虎藏龙》,所在国家,"请回答下面查询。
对象：《卧虎藏龙》
属性：所在国家
答案：",2.651599087136546e-05,0.5,0.4938289403447823,0.8254663944244385,-0.864051878452301,-0.8294854536652565
ood_0031,0,known_or_low_risk,software_framework,Flask,主要编程语言,"请回答下面查询。
对象：Flask
属性：主要编程语言
答案：",1.0003440215925662e-08,0.5,0.5100062856839437,0.6673579812049866,-0.8946121335029602,-0.8620258867740631
ood_0032,0,known_or_low_risk,city,悉尼,所在国家,"请回答下面查询。
对象：悉尼
属性：所在国家
答案：",1.3938350536535922e-07,0.5,0.4955923363648558,0.4117507636547088,-0.9434977173805236,-0.9291714616119862
ood_0033,0,known_or_low_risk,film,《卧虎藏龙》,导演,"请回答下面查询。
对象：《卧虎藏龙》
属性：导演
答案：",0.0019023709037903416,0.5,0.49425503872198284,0.5075758695602417,-0.9315552115440368,-0.920452737249434
ood_0034,1,unknown_or_high_risk,university,北京大学,主要编程语言,"请回答下面查询。
对象：北京大学
属性：主要编程语言
答案：",0.39334591819512643,0.5,0.5150603994397489,2.495654344558716,-0.5209628939628601,-0.42755938321352
ood_0035,1,unknown_or_high_risk,planet,木星,创始人,"请回答下面查询。
对象：木星
属性：创始人
答案：",0.9999715623488753,0.5,0.4945051537610555,4.650890827178955,-0.1380692422389984,-0.0288474708795547
ood_0036,1,unknown_or_high_risk,planet,水星,创始人,"请回答下面查询。
对象：水星
属性：创始人
答案：",0.9999328348600179,0.5,0.495743287074255,5.671578407287598,-0.0515966936945915,-0.0141415074467659
ood_0037,1,unknown_or_high_risk,award,雨果奖,常见病原体,"请回答下面查询。
对象：雨果奖
属性：常见病原体
答案：",0.9234652354398782,0.5,0.49769692503372204,4.69113302230835,-0.1229599490761756,-0.0448018535971641
ood_0038,0,known_or_low_risk,film,《肖申克的救赎》,导演,"请回答下面查询。
对象：《肖申克的救赎》
属性：导演
答案：",0.00045047884183142735,0.5,0.49425503872198284,0.5223960876464844,-0.9351771473884584,-0.925643775612116
ood_0039,0,known_or_low_risk,disease,狂犬病,常见病原体,"请回答下面查询。
对象：狂犬病
属性：常见病原体
答案：",4.803170978858404e-06,0.5,0.49209453554025645,2.3542287349700928,-0.5936956405639648,-0.480386845767498
ood_0040,1,unknown_or_high_risk,disease,麻疹,颁发机构,"请回答下面查询。
对象：麻疹
属性：颁发机构
答案：",0.019790274226744325,0.5,0.496756177453749,2.708335399627685,-0.5469357371330261,-0.5030805133283138
ood_0041,0,known_or_low_risk,planet,水星,所属恒星,"请回答下面查询。
对象：水星
属性：所属恒星
答案：",0.08692627679186749,0.5,0.48612468332872466,1.1702630519866943,-0.8237027525901794,-0.7676490768790245
ood_0042,0,known_or_low_risk,city,东京,所在国家,"请回答下面查询。
对象：东京
属性：所在国家
答案：",1.2705744283147278e-07,0.5,0.4952921036041101,0.1742409765720367,-0.9799081683158876,-0.9749242877587676
ood_0043,0,known_or_low_risk,university,牛津大学,所在国家,"请回答下面查询。
对象：牛津大学
属性：所在国家
答案：",2.0388177980570647e-07,0.5,0.49483138815519134,0.7229026556015015,-0.8991112112998962,-0.8766024000942707
ood_0044,0,known_or_low_risk,disease,流感,常见病原体,"请回答下面查询。
对象：流感
属性：常见病原体
答案：",3.09267723518765e-06,0.5,0.49689047871655057,3.82385778427124,-0.2509806454181671,-0.1342638060450554
ood_0045,0,known_or_low_risk,company,腾讯,创始人,"请回答下面查询。
对象：腾讯
属性：创始人
答案：",0.0008119898143264506,0.5,0.4945051537610555,0.0567224584519863,-0.9939115047454834,-0.9920225508976728
ood_0046,1,unknown_or_high_risk,software_framework,React,所在国家,"请回答下面查询。
对象：React
属性：所在国家
答案：",0.011496097554020484,0.5,0.4959375966693426,0.3280603587627411,-0.9631858468055724,-0.9561135601252316
ood_0047,0,known_or_low_risk,artist,达利,代表作品,"请回答下面查询。
对象：达利
属性：代表作品
答案：",0.4046041313998627,0.5,0.49808290870895466,3.331878185272217,-0.5306582450866699,-0.4706530757248401
ood_0048,1,unknown_or_high_risk,planet,天王星,创始人,"请回答下面查询。
对象：天王星
属性：创始人
答案：",0.9999399369907253,0.5,0.4945051537610555,5.189749240875244,-0.0807619765400886,-0.0030939429998397
ood_0049,1,unknown_or_high_risk,artist,米开朗基罗,所属纲,"请回答下面查询。
对象：米开朗基罗
属性：所属纲
答案：",0.003541982168981499,0.5,0.4814747535088,0.5732777714729309,-0.9304383397102356,-0.9165294133126736
ood_0050,1,unknown_or_high_risk,artist,梵高,所属纲,"请回答下面查询。
对象：梵高
属性：所属纲
答案：",0.003248923252192548,0.5,0.4814747535088,4.702490329742432,-0.141747310757637,-0.0085880309343338
ood_0051,1,unknown_or_high_risk,animal,鲤鱼,代表作品,"请回答下面查询。
对象：鲤鱼
属性：代表作品
答案：",0.9930027792791601,0.5,0.49209453554025645,3.945455551147461,-0.4604299366474151,-0.4283542521297931
ood_0052,1,unknown_or_high_risk,artist,莫奈,所属纲,"请回答下面查询。
对象：莫奈
属性：所属纲
答案：",0.000549295149323867,0.5,0.48682264762079275,3.883955955505371,-0.1916130483150482,-0.0678983628749847
ood_0053,1,unknown_or_high_risk,university,牛津大学,主要编程语言,"请回答下面查询。
对象：牛津大学
属性：主要编程语言
答案：",0.8157917331970784,0.5,0.5146311440554534,3.554513692855835,-0.2108131945133209,-0.0096538215875625
ood_0054,1,unknown_or_high_risk,company,微软,所属恒星,"请回答下面查询。
对象：微软
属性：所属恒星
答案：",0.9999500286736659,0.5,0.4814747535088,2.1148102283477783,-0.7062877416610718,-0.6618362814188004
ood_0055,0,known_or_low_risk,city,北京,所在国家,"请回答下面查询。
对象：北京
属性：所在国家
答案：",2.6739122350569747e-07,0.5,0.49525065112885686,0.9028717875480652,-0.8067408204078674,-0.7340109273791313
ood_0056,1,unknown_or_high_risk,disease,流感,颁发机构,"请回答下面查询。
对象：流感
属性：颁发机构
答案：",0.07948615779061315,0.5,0.49808361416728136,2.54792857170105,-0.5762171745300293,-0.5328133702278137
ood_0057,0,known_or_low_risk,award,金球奖,颁发机构,"请回答下面查询。
对象：金球奖
属性：颁发机构
答案：",1.7280653309344063e-06,0.5,0.49735138082228314,1.9530293941497805,-0.534115195274353,-0.2738082408905029
ood_0058,0,known_or_low_risk,city,罗马,所在国家,"请回答下面查询。
对象：罗马
属性：所在国家
答案：",2.8083706044222736e-06,0.5,0.49506929396281346,0.4435243308544159,-0.9454755783081056,-0.9323015073314308
ood_0059,0,known_or_low_risk,animal,老虎,所属纲,"请回答下面查询。
对象：老虎
属性：所属纲
答案：",5.021154423666788e-07,0.5,0.4814747535088,1.843444347381592,-0.6325041055679321,-0.511788584291935
ood_0060,0,known_or_low_risk,artist,莫奈,代表作品,"请回答下面查询。
对象：莫奈
属性：代表作品
答案：",0.5795350200307634,0.5,0.49570528672185316,3.361600875854492,-0.3471074998378753,-0.2184122651815414
ood_0061,0,known_or_low_risk,film,《寄生虫》,导演,"请回答下面查询。
对象：《寄生虫》
属性：导演
答案：",0.0002686539327310675,0.5,0.49425503872198284,2.8892486095428467,-0.2907218933105469,-0.1398973613977432
ood_0062,0,known_or_low_risk,university,多伦多大学,所在国家,"请回答下面查询。
对象：多伦多大学
属性：所在国家
答案：",2.3863722474409984e-08,0.5,0.49506929396281346,1.5885227918624878,-0.5623719096183777,-0.3854137510061264
ood_0063,0,known_or_low_risk,disease,艾滋病,常见病原体,"请回答下面查询。
对象：艾滋病
属性：常见病原体
答案：",1.551571198516053e-06,0.5,0.49209453554025645,2.533026695251465,-0.4306328892707824,-0.2746679931879043
ood_0064,1,unknown_or_high_risk,software_framework,Ruby on Rails,所在国家,"请回答下面查询。
对象：Ruby on Rails
属性：所在国家
答案：",0.0006129935495911158,0.5,0.4973399928559082,0.5452549457550049,-0.9215064644813538,-0.8927960526198149
ood_0065,0,known_or_low_risk,planet,冥王星,所属恒星,"请回答下面查询。
对象：冥王星
属性：所属恒星
答案：",0.9885791618317551,0.5,0.4814747535088,0.893298864364624,-0.8776798844337463,-0.8509683795273304
ood_0066,1,unknown_or_high_risk,artist,齐白石,所属纲,"请回答下面查询。
对象：齐白石
属性：所属纲
答案：",0.0010521625000996452,0.5,0.4814747535088,2.856598138809204,-0.4971233904361725,-0.4382125176489353
ood_0067,1,unknown_or_high_risk,city,莫斯科,导演,"请回答下面查询。
对象：莫斯科
属性：导演
答案：",0.9994496617047579,0.5,0.49570528672185316,3.972012519836426,-0.251299649477005,-0.1781672909855842
ood_0068,0,known_or_low_risk,city,开罗,所在国家,"请回答下面查询。
对象：开罗
属性：所在国家
答案：",2.8789106683342443e-07,0.5,0.49366973256898367,0.1529492437839508,-0.9848037958145142,-0.9834129076916724
ood_0069,1,unknown_or_high_risk,disease,艾滋病,颁发机构,"请回答下面查询。
对象：艾滋病
属性：颁发机构
答案：",0.08934103831765516,0.5,0.496756177453749,2.495042324066162,-0.3618209958076477,-0.0219216048717498
ood_0070,0,known_or_low_risk,university,剑桥大学,所在国家,"请回答下面查询。
对象：剑桥大学
属性：所在国家
答案：",2.856718022015266e-07,0.5,0.49366973256898367,0.7429391741752625,-0.8921847343444824,-0.8606867603957653
ood_0071,1,unknown_or_high_risk,disease,登革热,颁发机构,"请回答下面查询。
对象：登革热
属性：颁发机构
答案：",0.11271415204968158,0.5,0.496756177453749,1.8858431577682493,-0.7130224704742432,-0.6727964952588081
ood_0072,1,unknown_or_high_risk,planet,地球,创始人,"请回答下面查询。
对象：地球
属性：创始人
答案：",0.9989903316103032,0.5,0.4945051537610555,5.394622325897217,-0.0781093463301658,-0.020963329821825
ood_0073,0,known_or_low_risk,animal,家猫,所属纲,"请回答下面查询。
对象：家猫
属性：所属纲
答案：",1.1659981470023368e-06,0.5,0.4814747535088,2.216771364212036,-0.5124948620796204,-0.2547962665557861
ood_0074,1,unknown_or_high_risk,disease,肺结核,颁发机构,"请回答下面查询。
对象：肺结核
属性：颁发机构
答案：",0.1889930955784999,0.5,0.496756177453749,3.525146245956421,-0.2723829746246338,-0.1219588220119476
ood_0075,0,known_or_low_risk,company,亚马逊,创始人,"请回答下面查询。
对象：亚马逊
属性：创始人
答案：",0.00046325264686509436,0.5,0.49871700939930425,0.2429950386285781,-0.9693008661270142,-0.959026006050408
ood_0076,0,known_or_low_risk,artist,梵高,代表作品,"请回答下面查询。
对象：梵高
属性：代表作品
答案：",0.5016990503245811,0.5,0.49209453554025645,2.624786615371704,-0.4461381137371063,-0.2630434036254883
ood_0077,1,unknown_or_high_risk,planet,冥王星,创始人,"请回答下面查询。
对象：冥王星
属性：创始人
答案：",0.9999520328135528,0.5,0.4945051537610555,4.669086933135986,-0.1382383704185485,-0.0063304007053375
ood_0078,0,known_or_low_risk,company,谷歌,创始人,"请回答下面查询。
对象：谷歌
属性：创始人
答案：",0.0001230734103034138,0.5,0.4945051537610555,2.499363660812378,-0.4051882624626159,-0.2137908637523651
ood_0079,0,known_or_low_risk,award,布克奖,颁发机构,"请回答下面查询。
对象：布克奖
属性：颁发机构
答案：",1.0470093277163207e-06,0.5,0.496756177453749,1.9317030906677248,-0.5002536773681641,-0.187202900648117
ood_0080,1,unknown_or_high_risk,animal,家猫,代表作品,"请回答下面查询。
对象：家猫
属性：代表作品
答案：",0.9928848414345226,0.5,0.49209453554025645,5.684667587280273,-0.160817265510559,-0.0713089779019355
ood_0081,0,known_or_low_risk,artist,达芬奇,代表作品,"请回答下面查询。
对象：达芬奇
属性：代表作品
答案：",0.2313914430397717,0.5,0.4993022994302328,3.515802383422852,-0.2599699199199676,-0.0138353407382965
ood_0082,1,unknown_or_high_risk,artist,马蒂斯,所属纲,"请回答下面查询。
对象：马蒂斯
属性：所属纲
答案：",0.0007342035061669846,0.5,0.49152386938674797,2.339815855026245,-0.4669664204120636,-0.2869348227977752
ood_0083,1,unknown_or_high_risk,software_framework,Laravel,所在国家,"请回答下面查询。
对象：Laravel
属性：所在国家
答案：",0.03605258039908961,0.5,0.49689051461303246,3.5709896087646484,-0.2725019752979278,-0.1097836196422576
ood_0084,0,known_or_low_risk,university,斯坦福大学,所在国家,"请回答下面查询。
对象：斯坦福大学
属性：所在国家
答案：",1.279491889052247e-07,0.5,0.49430946252327074,0.4872152805328369,-0.9327576756477356,-0.9139945153146982
ood_0085,1,unknown_or_high_risk,film,《肖申克的救赎》,所在国家,"请回答下面查询。
对象：《肖申克的救赎》
属性：所在国家
答案：",7.037186654663882e-06,0.5,0.4938289403447823,0.4075535833835602,-0.9429863095283508,-0.9204601626843214
ood_0086,0,known_or_low_risk,city,莫斯科,所在国家,"请回答下面查询。
对象：莫斯科
属性：所在国家
答案：",4.172862366125956e-08,0.5,0.49482262714791897,0.2723872065544128,-0.9614624381065368,-0.9446590505540372
ood_0087,0,known_or_low_risk,university,哈佛大学,所在国家,"请回答下面查询。
对象：哈佛大学
属性：所在国家
答案：",8.340072715865845e-08,0.5,0.49366973256898367,0.4205498993396759,-0.9422606229782104,-0.9227046277374028
ood_0088,1,unknown_or_high_risk,software_framework,Flask,所在国家,"请回答下面查询。
对象：Flask
属性：所在国家
答案：",0.01992466806129476,0.5,0.49691900547687873,1.234969973564148,-0.7871004939079285,-0.6959869936108589
ood_0089,1,unknown_or_high_risk,disease,乙型肝炎,颁发机构,"请回答下面查询。
对象：乙型肝炎
属性：颁发机构
答案：",0.04328665314864802,0.5,0.49681962773511296,3.1580047607421875,-0.2316339313983917,-0.0239986181259155
ood_0090,1,unknown_or_high_risk,planet,金星,创始人,"请回答下面查询。
对象：金星
属性：创始人
答案：",0.9992361096376924,0.5,0.49631281442754477,5.232761383056641,-0.1468618661165237,-0.1010093502700328
ood_0091,1,unknown_or_high_risk,animal,家犬,代表作品,"请回答下面查询。
对象：家犬
属性：代表作品
答案：",0.9560559949923823,0.5,0.49209453554025645,5.745685577392578,-0.1253837049007415,-0.0762827433645725
ood_0092,0,known_or_low_risk,university,东京大学,所在国家,"请回答下面查询。
对象：东京大学
属性：所在国家
答案：",6.132023242136921e-08,0.5,0.4952921036041101,0.2810936272144317,-0.966541051864624,-0.959716007579118
ood_0093,0,known_or_low_risk,artist,毕加索,代表作品,"请回答下面查询。
对象：毕加索
属性：代表作品
答案：",0.4120353710418908,0.5,0.49209453554025645,3.7546777725219727,-0.2647265493869781,-0.0617536604404449
ood_0094,1,unknown_or_high_risk,university,巴黎大学,主要编程语言,"请回答下面查询。
对象：巴黎大学
属性：主要编程语言
答案：",0.7873335495974612,0.5,0.5136447532612057,3.21460509300232,-0.4057407975196838,-0.2894941121339798
ood_0095,0,known_or_low_risk,planet,天王星,所属恒星,"请回答下面查询。
对象：天王星
属性：所属恒星
答案：",0.010986387888837556,0.5,0.4814747535088,1.7419222593307495,-0.7659667134284973,-0.7376270089298487
ood_0096,1,unknown_or_high_risk,film,《千与千寻》,所在国家,"请回答下面查询。
对象：《千与千寻》
属性：所在国家
答案：",1.244749546017674e-05,0.5,0.4938289403447823,0.4448647499084472,-0.9376314878463744,-0.9204581677913666
ood_0097,0,known_or_low_risk,award,奥斯卡金像奖,颁发机构,"请回答下面查询。
对象：奥斯卡金像奖
属性：颁发机构
答案：",1.1288769795486062e-06,0.5,0.4981782201670121,0.9034072160720824,-0.8817777037620544,-0.8608776349574327
ood_0098,0,known_or_low_risk,artist,米开朗基罗,代表作品,"请回答下面查询。
对象：米开朗基罗
属性：代表作品
答案：",0.4118128879255596,0.5,0.49209453554025645,3.494001626968384,-0.2622796595096588,-0.1374158188700676
ood_0099,1,unknown_or_high_risk,company,阿里巴巴,所属恒星,"请回答下面查询。
对象：阿里巴巴
属性：所属恒星
答案：",0.9959071780663068,0.5,0.4883675399579505,3.812255859375,-0.4481163024902344,-0.3990037180483341
ood_0100,0,known_or_low_risk,disease,乙型肝炎,常见病原体,"请回答下面查询。
对象：乙型肝炎
属性：常见病原体
答案：",1.9469439089852734e-05,0.5,0.49514349601702834,3.3369781970977783,-0.1693015843629837,-0.0151507258415222
ood_0101,0,known_or_low_risk,city,纽约,所在国家,"请回答下面查询。
对象：纽约
属性：所在国家
答案：",1.4541702183900356e-07,0.5,0.49635314623608606,0.2396656274795532,-0.9701195359230042,-0.9590003797784448
ood_0102,1,unknown_or_high_risk,film,《星球大战》,所在国家,"请回答下面查询。
对象：《星球大战》
属性：所在国家
答案：",0.010056577015286656,0.5,0.4938289403447823,0.7105618715286255,-0.910420298576355,-0.8952376032248139
ood_0103,1,unknown_or_high_risk,award,普利策奖,常见病原体,"请回答下面查询。
对象：普利策奖
属性：常见病原体
答案：",0.8461418667340151,0.5,0.49209453554025645,5.106349945068359,-0.0963943377137184,-0.0247601494193077
ood_0104,1,unknown_or_high_risk,animal,蛇,代表作品,"请回答下面查询。
对象：蛇
属性：代表作品
答案：",0.9969678594419038,0.5,0.49209453554025645,5.278454780578613,-0.273529052734375,-0.2462335955351591
ood_0105,0,known_or_low_risk,animal,蛇,所属纲,"请回答下面查询。
对象：蛇
属性：所属纲
答案：",2.422638152701751e-06,0.5,0.4814747535088,1.7039844989776611,-0.7240150570869446,-0.6607513278722763
ood_0106,1,unknown_or_high_risk,software_framework,Spring,所在国家,"请回答下面查询。
对象：Spring
属性：所在国家
答案：",0.12695251810605715,0.5,0.49717434196417654,2.1085996627807617,-0.5201103687286377,-0.4040580615401268
ood_0107,0,known_or_low_risk,software_framework,React,主要编程语言,"请回答下面查询。
对象：React
属性：主要编程语言
答案：",5.306418892425017e-07,0.5,0.5114871276841552,0.93837571144104,-0.8532270193099976,-0.8196228332817554
ood_0108,0,known_or_low_risk,award,茅盾文学奖,颁发机构,"请回答下面查询。
对象：茅盾文学奖
属性：颁发机构
答案：",1.8325075465047072e-06,0.5,0.496756177453749,0.30697101354599,-0.9586774706840516,-0.948355189524591
ood_0109,0,known_or_low_risk,software_framework,Ruby on Rails,主要编程语言,"请回答下面查询。
对象：Ruby on Rails
属性：主要编程语言
答案：",1.8959375143726196e-06,0.5,0.5088184105206083,1.9211047887802124,-0.6728246212005615,-0.6102421805262566
ood_0110,0,known_or_low_risk,disease,登革热,常见病原体,"请回答下面查询。
对象：登革热
属性：常见病原体
答案：",3.778872611821347e-06,0.5,0.49209453554025645,1.7102333307266235,-0.6831054091453552,-0.5282837003469467
ood_0111,0,known_or_low_risk,software_framework,Django,主要编程语言,"请回答下面查询。
对象：Django
属性：主要编程语言
答案：",4.93933217442243e-09,0.5,0.5090155265144516,0.5656833052635193,-0.9063768982887268,-0.8802600596100092
ood_0112,0,known_or_low_risk,film,《霸王别姬》,导演,"请回答下面查询。
对象：《霸王别姬》
属性：导演
答案：",0.0004199815029245619,0.5,0.49425503872198284,0.5449393391609192,-0.9247946739196776,-0.9117058431729674
ood_0113,0,known_or_low_risk,company,Meta,创始人,"请回答下面查询。
对象：Meta
属性：创始人
答案：",0.0007982577486794725,0.5,0.4979806967821617,4.398879051208496,-0.176996573805809,-0.1049226075410842
ood_0114,1,unknown_or_high_risk,disease,霍乱,颁发机构,"请回答下面查询。
对象：霍乱
属性：颁发机构
答案：",0.07597597987353567,0.5,0.496756177453749,3.2802844047546387,-0.4450239539146423,-0.3627027943730354
ood_0115,0,known_or_low_risk,software_framework,PyTorch,主要编程语言,"请回答下面查询。
对象：PyTorch
属性：主要编程语言
答案：",6.964176851293244e-07,0.5,0.5098873518298778,0.7533847689628601,-0.8848403096199036,-0.8612601142376661
ood_0116,1,unknown_or_high_risk,university,东京大学,主要编程语言,"请回答下面查询。
对象：东京大学
属性：主要编程语言
答案：",0.9204202519946234,0.5,0.5151028382853101,3.6190829277038574,-0.2553968727588653,-0.0501797199249267
ood_0117,0,known_or_low_risk,software_framework,Laravel,主要编程语言,"请回答下面查询。
对象：Laravel
属性：主要编程语言
答案：",2.3048380607498793e-07,0.5,0.509751628359347,1.5133777856826782,-0.5643923282623291,-0.2477969527244568
ood_0118,1,unknown_or_high_risk,software_framework,Vue,所在国家,"请回答下面查询。
对象：Vue
属性：所在国家
答案：",0.0306445227545666,0.5,0.4951789233716105,2.6309590339660645,-0.401757001876831,-0.134129136800766
ood_0119,1,unknown_or_high_risk,film,《泰坦尼克号》,所在国家,"请回答下面查询。
对象：《泰坦尼克号》
属性：所在国家
答案：",6.41739146984176e-05,0.5,0.4938289403447823,1.8812463283538816,-0.6815525889396667,-0.6264746896922588
ood_0120,1,unknown_or_high_risk,animal,老虎,代表作品,"请回答下面查询。
对象：老虎
属性：代表作品
答案：",0.9905919065859038,0.5,0.49209453554025645,4.137081146240234,-0.4599664211273193,-0.4375965278595686
ood_0121,1,unknown_or_high_risk,planet,谷神星,创始人,"请回答下面查询。
对象：谷神星
属性：创始人
答案：",0.999919692829599,0.5,0.4945051537610555,5.003440856933594,-0.1813637614250183,-0.10978364944458
