id,trace_id,version,problem,trace_text,step_index,num_steps,step_text,step_prefix_text,error_step_index,label,label_name,error_type,correct_answer,corrupted_answer
pe_v1_0008_correct_step3,pe_v1_0008,correct,计算 66 + 32 + 23。,"题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。
步骤2：再计算 98 + 23 = 121。
答案：121。",3,3,答案：121。,"题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。
步骤2：再计算 98 + 23 = 121。
答案：121。",-1,-1,no_error_control,final_addition_error,121,119
pe_v1_0008_corrupted_step1,pe_v1_0008,corrupted,计算 66 + 32 + 23。,"题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。
步骤2：再计算 98 + 23 = 119。
答案：119。",1,3,步骤1：先计算 66 + 32 = 98。,"题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。",2,0,before_error,final_addition_error,121,119
pe_v1_0008_corrupted_step2,pe_v1_0008,corrupted,计算 66 + 32 + 23。,"题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。
步骤2：再计算 98 + 23 = 119。
答案：119。",2,3,步骤2：再计算 98 + 23 = 119。,"题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。
步骤2：再计算 98 + 23 = 119。",2,1,at_or_after_error,final_addition_error,121,119
pe_v1_0008_corrupted_step3,pe_v1_0008,corrupted,计算 66 + 32 + 23。,"题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。
步骤2：再计算 98 + 23 = 119。
答案：119。",3,3,答案：119。,"题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。
步骤2：再计算 98 + 23 = 119。
答案：119。",2,1,at_or_after_error,final_addition_error,121,119
pe_v1_0009_correct_step1,pe_v1_0009,correct,计算 9 × 16 + 26。,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 170。
答案：170。",1,3,步骤1：先计算 9 × 16 = 144。,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。",-1,-1,no_error_control,final_addition_error,170,166
pe_v1_0009_correct_step2,pe_v1_0009,correct,计算 9 × 16 + 26。,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 170。
答案：170。",2,3,步骤2：再计算 144 + 26 = 170。,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 170。",-1,-1,no_error_control,final_addition_error,170,166
pe_v1_0009_correct_step3,pe_v1_0009,correct,计算 9 × 16 + 26。,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 170。
答案：170。",3,3,答案：170。,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 170。
答案：170。",-1,-1,no_error_control,final_addition_error,170,166
pe_v1_0009_corrupted_step1,pe_v1_0009,corrupted,计算 9 × 16 + 26。,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 166。
答案：166。",1,3,步骤1：先计算 9 × 16 = 144。,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。",2,0,before_error,final_addition_error,170,166
pe_v1_0009_corrupted_step2,pe_v1_0009,corrupted,计算 9 × 16 + 26。,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 166。
答案：166。",2,3,步骤2：再计算 144 + 26 = 166。,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 166。",2,1,at_or_after_error,final_addition_error,170,166
pe_v1_0009_corrupted_step3,pe_v1_0009,corrupted,计算 9 × 16 + 26。,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 166。
答案：166。",3,3,答案：166。,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 166。
答案：166。",2,1,at_or_after_error,final_addition_error,170,166
pe_v1_0010_correct_step1,pe_v1_0010,correct,计算 (7 + 16) × 3。,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 69。
答案：69。",1,3,步骤1：先计算括号内 7 + 16 = 23。,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。",-1,-1,no_error_control,final_multiplication_error,69,66
pe_v1_0010_correct_step2,pe_v1_0010,correct,计算 (7 + 16) × 3。,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 69。
答案：69。",2,3,步骤2：再计算 23 × 3 = 69。,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 69。",-1,-1,no_error_control,final_multiplication_error,69,66
pe_v1_0010_correct_step3,pe_v1_0010,correct,计算 (7 + 16) × 3。,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 69。
答案：69。",3,3,答案：69。,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 69。
答案：69。",-1,-1,no_error_control,final_multiplication_error,69,66
pe_v1_0010_corrupted_step1,pe_v1_0010,corrupted,计算 (7 + 16) × 3。,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 66。
答案：66。",1,3,步骤1：先计算括号内 7 + 16 = 23。,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。",2,0,before_error,final_multiplication_error,69,66
pe_v1_0010_corrupted_step2,pe_v1_0010,corrupted,计算 (7 + 16) × 3。,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 66。
答案：66。",2,3,步骤2：再计算 23 × 3 = 66。,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 66。",2,1,at_or_after_error,final_multiplication_error,69,66
pe_v1_0010_corrupted_step3,pe_v1_0010,corrupted,计算 (7 + 16) × 3。,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 66。
答案：66。",3,3,答案：66。,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 66。
答案：66。",2,1,at_or_after_error,final_multiplication_error,69,66
