id,trace_id,prompt,step_prefix_text,label,label_name,version,problem,step_index,num_steps,error_step_index,error_type,correct_answer,corrupted_answer
pe_v1_0003_corrupted_step2,pe_v1_0003,"题目：解方程 2x + 4 = 34。
步骤1：两边减去 4，得到 2x = 30。
步骤2：两边除以 2，得到 x = 13。","题目：解方程 2x + 4 = 34。
步骤1：两边减去 4，得到 2x = 30。
步骤2：两边除以 2，得到 x = 13。",1,at_or_after_error,corrupted,解方程 2x + 4 = 34。,2,3,2,division_error,15,13
pe_v1_0003_corrupted_step3,pe_v1_0003,"题目：解方程 2x + 4 = 34。
步骤1：两边减去 4，得到 2x = 30。
步骤2：两边除以 2，得到 x = 13。
答案：x = 13。","题目：解方程 2x + 4 = 34。
步骤1：两边减去 4，得到 2x = 30。
步骤2：两边除以 2，得到 x = 13。
答案：x = 13。",1,at_or_after_error,corrupted,解方程 2x + 4 = 34。,3,3,2,division_error,15,13
pe_v1_0004_corrupted_step1,pe_v1_0004,"题目：计算 39 + 25 + 38。
步骤1：先计算 39 + 25 = 64。","题目：计算 39 + 25 + 38。
步骤1：先计算 39 + 25 = 64。",0,before_error,corrupted,计算 39 + 25 + 38。,1,3,2,final_addition_error,102,104
pe_v1_0004_corrupted_step2,pe_v1_0004,"题目：计算 39 + 25 + 38。
步骤1：先计算 39 + 25 = 64。
步骤2：再计算 64 + 38 = 104。","题目：计算 39 + 25 + 38。
步骤1：先计算 39 + 25 = 64。
步骤2：再计算 64 + 38 = 104。",1,at_or_after_error,corrupted,计算 39 + 25 + 38。,2,3,2,final_addition_error,102,104
pe_v1_0004_corrupted_step3,pe_v1_0004,"题目：计算 39 + 25 + 38。
步骤1：先计算 39 + 25 = 64。
步骤2：再计算 64 + 38 = 104。
答案：104。","题目：计算 39 + 25 + 38。
步骤1：先计算 39 + 25 = 64。
步骤2：再计算 64 + 38 = 104。
答案：104。",1,at_or_after_error,corrupted,计算 39 + 25 + 38。,3,3,2,final_addition_error,102,104
pe_v1_0005_corrupted_step1,pe_v1_0005,"题目：计算 3 × 12 + 17。
步骤1：先计算 3 × 12 = 36。","题目：计算 3 × 12 + 17。
步骤1：先计算 3 × 12 = 36。",0,before_error,corrupted,计算 3 × 12 + 17。,1,3,2,final_addition_error,53,57
pe_v1_0005_corrupted_step2,pe_v1_0005,"题目：计算 3 × 12 + 17。
步骤1：先计算 3 × 12 = 36。
步骤2：再计算 36 + 17 = 57。","题目：计算 3 × 12 + 17。
步骤1：先计算 3 × 12 = 36。
步骤2：再计算 36 + 17 = 57。",1,at_or_after_error,corrupted,计算 3 × 12 + 17。,2,3,2,final_addition_error,53,57
pe_v1_0005_corrupted_step3,pe_v1_0005,"题目：计算 3 × 12 + 17。
步骤1：先计算 3 × 12 = 36。
步骤2：再计算 36 + 17 = 57。
答案：57。","题目：计算 3 × 12 + 17。
步骤1：先计算 3 × 12 = 36。
步骤2：再计算 36 + 17 = 57。
答案：57。",1,at_or_after_error,corrupted,计算 3 × 12 + 17。,3,3,2,final_addition_error,53,57
pe_v1_0006_corrupted_step1,pe_v1_0006,"题目：计算 (25 + 21) × 8。
步骤1：先计算括号内 25 + 21 = 46。","题目：计算 (25 + 21) × 8。
步骤1：先计算括号内 25 + 21 = 46。",0,before_error,corrupted,计算 (25 + 21) × 8。,1,3,2,final_multiplication_error,368,364
pe_v1_0006_corrupted_step2,pe_v1_0006,"题目：计算 (25 + 21) × 8。
步骤1：先计算括号内 25 + 21 = 46。
步骤2：再计算 46 × 8 = 364。","题目：计算 (25 + 21) × 8。
步骤1：先计算括号内 25 + 21 = 46。
步骤2：再计算 46 × 8 = 364。",1,at_or_after_error,corrupted,计算 (25 + 21) × 8。,2,3,2,final_multiplication_error,368,364
pe_v1_0006_corrupted_step3,pe_v1_0006,"题目：计算 (25 + 21) × 8。
步骤1：先计算括号内 25 + 21 = 46。
步骤2：再计算 46 × 8 = 364。
答案：364。","题目：计算 (25 + 21) × 8。
步骤1：先计算括号内 25 + 21 = 46。
步骤2：再计算 46 × 8 = 364。
答案：364。",1,at_or_after_error,corrupted,计算 (25 + 21) × 8。,3,3,2,final_multiplication_error,368,364
pe_v1_0007_corrupted_step1,pe_v1_0007,"题目：解方程 6x + 3 = 99。
步骤1：两边减去 3，得到 6x = 96。","题目：解方程 6x + 3 = 99。
步骤1：两边减去 3，得到 6x = 96。",0,before_error,corrupted,解方程 6x + 3 = 99。,1,3,2,division_error,16,15
pe_v1_0007_corrupted_step2,pe_v1_0007,"题目：解方程 6x + 3 = 99。
步骤1：两边减去 3，得到 6x = 96。
步骤2：两边除以 6，得到 x = 15。","题目：解方程 6x + 3 = 99。
步骤1：两边减去 3，得到 6x = 96。
步骤2：两边除以 6，得到 x = 15。",1,at_or_after_error,corrupted,解方程 6x + 3 = 99。,2,3,2,division_error,16,15
pe_v1_0007_corrupted_step3,pe_v1_0007,"题目：解方程 6x + 3 = 99。
步骤1：两边减去 3，得到 6x = 96。
步骤2：两边除以 6，得到 x = 15。
答案：x = 15。","题目：解方程 6x + 3 = 99。
步骤1：两边减去 3，得到 6x = 96。
步骤2：两边除以 6，得到 x = 15。
答案：x = 15。",1,at_or_after_error,corrupted,解方程 6x + 3 = 99。,3,3,2,division_error,16,15
pe_v1_0008_corrupted_step1,pe_v1_0008,"题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。","题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。",0,before_error,corrupted,计算 66 + 32 + 23。,1,3,2,final_addition_error,121,119
pe_v1_0008_corrupted_step2,pe_v1_0008,"题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。
步骤2：再计算 98 + 23 = 119。","题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。
步骤2：再计算 98 + 23 = 119。",1,at_or_after_error,corrupted,计算 66 + 32 + 23。,2,3,2,final_addition_error,121,119
pe_v1_0008_corrupted_step3,pe_v1_0008,"题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。
步骤2：再计算 98 + 23 = 119。
答案：119。","题目：计算 66 + 32 + 23。
步骤1：先计算 66 + 32 = 98。
步骤2：再计算 98 + 23 = 119。
答案：119。",1,at_or_after_error,corrupted,计算 66 + 32 + 23。,3,3,2,final_addition_error,121,119
pe_v1_0009_corrupted_step1,pe_v1_0009,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。","题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。",0,before_error,corrupted,计算 9 × 16 + 26。,1,3,2,final_addition_error,170,166
pe_v1_0009_corrupted_step2,pe_v1_0009,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 166。","题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 166。",1,at_or_after_error,corrupted,计算 9 × 16 + 26。,2,3,2,final_addition_error,170,166
pe_v1_0009_corrupted_step3,pe_v1_0009,"题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 166。
答案：166。","题目：计算 9 × 16 + 26。
步骤1：先计算 9 × 16 = 144。
步骤2：再计算 144 + 26 = 166。
答案：166。",1,at_or_after_error,corrupted,计算 9 × 16 + 26。,3,3,2,final_addition_error,170,166
pe_v1_0010_corrupted_step1,pe_v1_0010,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。","题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。",0,before_error,corrupted,计算 (7 + 16) × 3。,1,3,2,final_multiplication_error,69,66
pe_v1_0010_corrupted_step2,pe_v1_0010,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 66。","题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 66。",1,at_or_after_error,corrupted,计算 (7 + 16) × 3。,2,3,2,final_multiplication_error,69,66
pe_v1_0010_corrupted_step3,pe_v1_0010,"题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 66。
答案：66。","题目：计算 (7 + 16) × 3。
步骤1：先计算括号内 7 + 16 = 23。
步骤2：再计算 23 × 3 = 66。
答案：66。",1,at_or_after_error,corrupted,计算 (7 + 16) × 3。,3,3,2,final_multiplication_error,69,66
pe_v1_0011_corrupted_step1,pe_v1_0011,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。","题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。",0,before_error,corrupted,解方程 6x + 5 = 83。,1,3,2,division_error,13,15
pe_v1_0011_corrupted_step2,pe_v1_0011,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 15。","题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 15。",1,at_or_after_error,corrupted,解方程 6x + 5 = 83。,2,3,2,division_error,13,15
pe_v1_0011_corrupted_step3,pe_v1_0011,"题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 15。
答案：x = 15。","题目：解方程 6x + 5 = 83。
步骤1：两边减去 5，得到 6x = 78。
步骤2：两边除以 6，得到 x = 15。
答案：x = 15。",1,at_or_after_error,corrupted,解方程 6x + 5 = 83。,3,3,2,division_error,13,15
pe_v1_0012_corrupted_step1,pe_v1_0012,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。","题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。",0,before_error,corrupted,计算 27 + 35 + 11。,1,3,2,final_addition_error,73,75
pe_v1_0012_corrupted_step2,pe_v1_0012,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 75。","题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 75。",1,at_or_after_error,corrupted,计算 27 + 35 + 11。,2,3,2,final_addition_error,73,75
pe_v1_0012_corrupted_step3,pe_v1_0012,"题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 75。
答案：75。","题目：计算 27 + 35 + 11。
步骤1：先计算 27 + 35 = 62。
步骤2：再计算 62 + 11 = 75。
答案：75。",1,at_or_after_error,corrupted,计算 27 + 35 + 11。,3,3,2,final_addition_error,73,75
pe_v1_0013_corrupted_step1,pe_v1_0013,"题目：计算 12 × 14 + 44。
步骤1：先计算 12 × 14 = 168。","题目：计算 12 × 14 + 44。
步骤1：先计算 12 × 14 = 168。",0,before_error,corrupted,计算 12 × 14 + 44。,1,3,2,final_addition_error,212,210
pe_v1_0013_corrupted_step2,pe_v1_0013,"题目：计算 12 × 14 + 44。
步骤1：先计算 12 × 14 = 168。
步骤2：再计算 168 + 44 = 210。","题目：计算 12 × 14 + 44。
步骤1：先计算 12 × 14 = 168。
步骤2：再计算 168 + 44 = 210。",1,at_or_after_error,corrupted,计算 12 × 14 + 44。,2,3,2,final_addition_error,212,210
pe_v1_0013_corrupted_step3,pe_v1_0013,"题目：计算 12 × 14 + 44。
步骤1：先计算 12 × 14 = 168。
步骤2：再计算 168 + 44 = 210。
答案：210。","题目：计算 12 × 14 + 44。
步骤1：先计算 12 × 14 = 168。
步骤2：再计算 168 + 44 = 210。
答案：210。",1,at_or_after_error,corrupted,计算 12 × 14 + 44。,3,3,2,final_addition_error,212,210
pe_v1_0014_corrupted_step1,pe_v1_0014,"题目：计算 (23 + 10) × 3。
步骤1：先计算括号内 23 + 10 = 33。","题目：计算 (23 + 10) × 3。
步骤1：先计算括号内 23 + 10 = 33。",0,before_error,corrupted,计算 (23 + 10) × 3。,1,3,2,final_multiplication_error,99,94
pe_v1_0014_corrupted_step2,pe_v1_0014,"题目：计算 (23 + 10) × 3。
步骤1：先计算括号内 23 + 10 = 33。
步骤2：再计算 33 × 3 = 94。","题目：计算 (23 + 10) × 3。
步骤1：先计算括号内 23 + 10 = 33。
步骤2：再计算 33 × 3 = 94。",1,at_or_after_error,corrupted,计算 (23 + 10) × 3。,2,3,2,final_multiplication_error,99,94
pe_v1_0014_corrupted_step3,pe_v1_0014,"题目：计算 (23 + 10) × 3。
步骤1：先计算括号内 23 + 10 = 33。
步骤2：再计算 33 × 3 = 94。
答案：94。","题目：计算 (23 + 10) × 3。
步骤1：先计算括号内 23 + 10 = 33。
步骤2：再计算 33 × 3 = 94。
答案：94。",1,at_or_after_error,corrupted,计算 (23 + 10) × 3。,3,3,2,final_multiplication_error,99,94
pe_v1_0015_corrupted_step1,pe_v1_0015,"题目：解方程 5x + 21 = 136。
步骤1：两边减去 21，得到 5x = 115。","题目：解方程 5x + 21 = 136。
步骤1：两边减去 21，得到 5x = 115。",0,before_error,corrupted,解方程 5x + 21 = 136。,1,3,2,division_error,23,21
pe_v1_0015_corrupted_step2,pe_v1_0015,"题目：解方程 5x + 21 = 136。
步骤1：两边减去 21，得到 5x = 115。
步骤2：两边除以 5，得到 x = 21。","题目：解方程 5x + 21 = 136。
步骤1：两边减去 21，得到 5x = 115。
步骤2：两边除以 5，得到 x = 21。",1,at_or_after_error,corrupted,解方程 5x + 21 = 136。,2,3,2,division_error,23,21
pe_v1_0015_corrupted_step3,pe_v1_0015,"题目：解方程 5x + 21 = 136。
步骤1：两边减去 21，得到 5x = 115。
步骤2：两边除以 5，得到 x = 21。
答案：x = 21。","题目：解方程 5x + 21 = 136。
步骤1：两边减去 21，得到 5x = 115。
步骤2：两边除以 5，得到 x = 21。
答案：x = 21。",1,at_or_after_error,corrupted,解方程 5x + 21 = 136。,3,3,2,division_error,23,21
pe_v1_0016_corrupted_step1,pe_v1_0016,"题目：计算 41 + 66 + 12。
步骤1：先计算 41 + 66 = 107。","题目：计算 41 + 66 + 12。
步骤1：先计算 41 + 66 = 107。",0,before_error,corrupted,计算 41 + 66 + 12。,1,3,2,final_addition_error,119,120
pe_v1_0016_corrupted_step2,pe_v1_0016,"题目：计算 41 + 66 + 12。
步骤1：先计算 41 + 66 = 107。
步骤2：再计算 107 + 12 = 120。","题目：计算 41 + 66 + 12。
步骤1：先计算 41 + 66 = 107。
步骤2：再计算 107 + 12 = 120。",1,at_or_after_error,corrupted,计算 41 + 66 + 12。,2,3,2,final_addition_error,119,120
pe_v1_0016_corrupted_step3,pe_v1_0016,"题目：计算 41 + 66 + 12。
步骤1：先计算 41 + 66 = 107。
步骤2：再计算 107 + 12 = 120。
答案：120。","题目：计算 41 + 66 + 12。
步骤1：先计算 41 + 66 = 107。
步骤2：再计算 107 + 12 = 120。
答案：120。",1,at_or_after_error,corrupted,计算 41 + 66 + 12。,3,3,2,final_addition_error,119,120
pe_v1_0017_corrupted_step1,pe_v1_0017,"题目：计算 11 × 11 + 45。
步骤1：先计算 11 × 11 = 121。","题目：计算 11 × 11 + 45。
步骤1：先计算 11 × 11 = 121。",0,before_error,corrupted,计算 11 × 11 + 45。,1,3,2,final_addition_error,166,164
pe_v1_0017_corrupted_step2,pe_v1_0017,"题目：计算 11 × 11 + 45。
步骤1：先计算 11 × 11 = 121。
步骤2：再计算 121 + 45 = 164。","题目：计算 11 × 11 + 45。
步骤1：先计算 11 × 11 = 121。
步骤2：再计算 121 + 45 = 164。",1,at_or_after_error,corrupted,计算 11 × 11 + 45。,2,3,2,final_addition_error,166,164
pe_v1_0017_corrupted_step3,pe_v1_0017,"题目：计算 11 × 11 + 45。
步骤1：先计算 11 × 11 = 121。
步骤2：再计算 121 + 45 = 164。
答案：164。","题目：计算 11 × 11 + 45。
步骤1：先计算 11 × 11 = 121。
步骤2：再计算 121 + 45 = 164。
答案：164。",1,at_or_after_error,corrupted,计算 11 × 11 + 45。,3,3,2,final_addition_error,166,164
pe_v1_0018_corrupted_step1,pe_v1_0018,"题目：计算 (10 + 15) × 7。
步骤1：先计算括号内 10 + 15 = 25。","题目：计算 (10 + 15) × 7。
步骤1：先计算括号内 10 + 15 = 25。",0,before_error,corrupted,计算 (10 + 15) × 7。,1,3,2,final_multiplication_error,175,171
pe_v1_0018_corrupted_step2,pe_v1_0018,"题目：计算 (10 + 15) × 7。
步骤1：先计算括号内 10 + 15 = 25。
步骤2：再计算 25 × 7 = 171。","题目：计算 (10 + 15) × 7。
步骤1：先计算括号内 10 + 15 = 25。
步骤2：再计算 25 × 7 = 171。",1,at_or_after_error,corrupted,计算 (10 + 15) × 7。,2,3,2,final_multiplication_error,175,171
pe_v1_0018_corrupted_step3,pe_v1_0018,"题目：计算 (10 + 15) × 7。
步骤1：先计算括号内 10 + 15 = 25。
步骤2：再计算 25 × 7 = 171。
答案：171。","题目：计算 (10 + 15) × 7。
步骤1：先计算括号内 10 + 15 = 25。
步骤2：再计算 25 × 7 = 171。
答案：171。",1,at_or_after_error,corrupted,计算 (10 + 15) × 7。,3,3,2,final_multiplication_error,175,171
pe_v1_0019_corrupted_step1,pe_v1_0019,"题目：解方程 6x + 7 = 145。
步骤1：两边减去 7，得到 6x = 138。","题目：解方程 6x + 7 = 145。
步骤1：两边减去 7，得到 6x = 138。",0,before_error,corrupted,解方程 6x + 7 = 145。,1,3,2,division_error,23,22
pe_v1_0019_corrupted_step2,pe_v1_0019,"题目：解方程 6x + 7 = 145。
步骤1：两边减去 7，得到 6x = 138。
步骤2：两边除以 6，得到 x = 22。","题目：解方程 6x + 7 = 145。
步骤1：两边减去 7，得到 6x = 138。
步骤2：两边除以 6，得到 x = 22。",1,at_or_after_error,corrupted,解方程 6x + 7 = 145。,2,3,2,division_error,23,22
pe_v1_0019_corrupted_step3,pe_v1_0019,"题目：解方程 6x + 7 = 145。
步骤1：两边减去 7，得到 6x = 138。
步骤2：两边除以 6，得到 x = 22。
答案：x = 22。","题目：解方程 6x + 7 = 145。
步骤1：两边减去 7，得到 6x = 138。
步骤2：两边除以 6，得到 x = 22。
答案：x = 22。",1,at_or_after_error,corrupted,解方程 6x + 7 = 145。,3,3,2,division_error,23,22
pe_v1_0020_corrupted_step1,pe_v1_0020,"题目：计算 43 + 21 + 35。
步骤1：先计算 43 + 21 = 64。","题目：计算 43 + 21 + 35。
步骤1：先计算 43 + 21 = 64。",0,before_error,corrupted,计算 43 + 21 + 35。,1,3,2,final_addition_error,99,100
pe_v1_0020_corrupted_step2,pe_v1_0020,"题目：计算 43 + 21 + 35。
步骤1：先计算 43 + 21 = 64。
步骤2：再计算 64 + 35 = 100。","题目：计算 43 + 21 + 35。
步骤1：先计算 43 + 21 = 64。
步骤2：再计算 64 + 35 = 100。",1,at_or_after_error,corrupted,计算 43 + 21 + 35。,2,3,2,final_addition_error,99,100
pe_v1_0020_corrupted_step3,pe_v1_0020,"题目：计算 43 + 21 + 35。
步骤1：先计算 43 + 21 = 64。
步骤2：再计算 64 + 35 = 100。
答案：100。","题目：计算 43 + 21 + 35。
步骤1：先计算 43 + 21 = 64。
步骤2：再计算 64 + 35 = 100。
答案：100。",1,at_or_after_error,corrupted,计算 43 + 21 + 35。,3,3,2,final_addition_error,99,100
pe_v1_0021_corrupted_step1,pe_v1_0021,"题目：计算 11 × 14 + 49。
步骤1：先计算 11 × 14 = 154。","题目：计算 11 × 14 + 49。
步骤1：先计算 11 × 14 = 154。",0,before_error,corrupted,计算 11 × 14 + 49。,1,3,2,final_addition_error,203,206
pe_v1_0021_corrupted_step2,pe_v1_0021,"题目：计算 11 × 14 + 49。
步骤1：先计算 11 × 14 = 154。
步骤2：再计算 154 + 49 = 206。","题目：计算 11 × 14 + 49。
步骤1：先计算 11 × 14 = 154。
步骤2：再计算 154 + 49 = 206。",1,at_or_after_error,corrupted,计算 11 × 14 + 49。,2,3,2,final_addition_error,203,206
pe_v1_0021_corrupted_step3,pe_v1_0021,"题目：计算 11 × 14 + 49。
步骤1：先计算 11 × 14 = 154。
步骤2：再计算 154 + 49 = 206。
答案：206。","题目：计算 11 × 14 + 49。
步骤1：先计算 11 × 14 = 154。
步骤2：再计算 154 + 49 = 206。
答案：206。",1,at_or_after_error,corrupted,计算 11 × 14 + 49。,3,3,2,final_addition_error,203,206
pe_v1_0022_corrupted_step1,pe_v1_0022,"题目：计算 (12 + 25) × 7。
步骤1：先计算括号内 12 + 25 = 37。","题目：计算 (12 + 25) × 7。
步骤1：先计算括号内 12 + 25 = 37。",0,before_error,corrupted,计算 (12 + 25) × 7。,1,3,2,final_multiplication_error,259,254
pe_v1_0022_corrupted_step2,pe_v1_0022,"题目：计算 (12 + 25) × 7。
步骤1：先计算括号内 12 + 25 = 37。
步骤2：再计算 37 × 7 = 254。","题目：计算 (12 + 25) × 7。
步骤1：先计算括号内 12 + 25 = 37。
步骤2：再计算 37 × 7 = 254。",1,at_or_after_error,corrupted,计算 (12 + 25) × 7。,2,3,2,final_multiplication_error,259,254
pe_v1_0022_corrupted_step3,pe_v1_0022,"题目：计算 (12 + 25) × 7。
步骤1：先计算括号内 12 + 25 = 37。
步骤2：再计算 37 × 7 = 254。
答案：254。","题目：计算 (12 + 25) × 7。
步骤1：先计算括号内 12 + 25 = 37。
步骤2：再计算 37 × 7 = 254。
答案：254。",1,at_or_after_error,corrupted,计算 (12 + 25) × 7。,3,3,2,final_multiplication_error,259,254
pe_v1_0023_corrupted_step1,pe_v1_0023,"题目：解方程 2x + 23 = 41。
步骤1：两边减去 23，得到 2x = 18。","题目：解方程 2x + 23 = 41。
步骤1：两边减去 23，得到 2x = 18。",0,before_error,corrupted,解方程 2x + 23 = 41。,1,3,2,division_error,9,11
pe_v1_0023_corrupted_step2,pe_v1_0023,"题目：解方程 2x + 23 = 41。
步骤1：两边减去 23，得到 2x = 18。
步骤2：两边除以 2，得到 x = 11。","题目：解方程 2x + 23 = 41。
步骤1：两边减去 23，得到 2x = 18。
步骤2：两边除以 2，得到 x = 11。",1,at_or_after_error,corrupted,解方程 2x + 23 = 41。,2,3,2,division_error,9,11
pe_v1_0023_corrupted_step3,pe_v1_0023,"题目：解方程 2x + 23 = 41。
步骤1：两边减去 23，得到 2x = 18。
步骤2：两边除以 2，得到 x = 11。
答案：x = 11。","题目：解方程 2x + 23 = 41。
步骤1：两边减去 23，得到 2x = 18。
步骤2：两边除以 2，得到 x = 11。
答案：x = 11。",1,at_or_after_error,corrupted,解方程 2x + 23 = 41。,3,3,2,division_error,9,11
pe_v1_0024_corrupted_step1,pe_v1_0024,"题目：计算 46 + 15 + 19。
步骤1：先计算 46 + 15 = 61。","题目：计算 46 + 15 + 19。
步骤1：先计算 46 + 15 = 61。",0,before_error,corrupted,计算 46 + 15 + 19。,1,3,2,final_addition_error,80,82
pe_v1_0024_corrupted_step2,pe_v1_0024,"题目：计算 46 + 15 + 19。
步骤1：先计算 46 + 15 = 61。
步骤2：再计算 61 + 19 = 82。","题目：计算 46 + 15 + 19。
步骤1：先计算 46 + 15 = 61。
步骤2：再计算 61 + 19 = 82。",1,at_or_after_error,corrupted,计算 46 + 15 + 19。,2,3,2,final_addition_error,80,82
pe_v1_0024_corrupted_step3,pe_v1_0024,"题目：计算 46 + 15 + 19。
步骤1：先计算 46 + 15 = 61。
步骤2：再计算 61 + 19 = 82。
答案：82。","题目：计算 46 + 15 + 19。
步骤1：先计算 46 + 15 = 61。
步骤2：再计算 61 + 19 = 82。
答案：82。",1,at_or_after_error,corrupted,计算 46 + 15 + 19。,3,3,2,final_addition_error,80,82
pe_v1_0025_corrupted_step1,pe_v1_0025,"题目：计算 13 × 7 + 46。
步骤1：先计算 13 × 7 = 91。","题目：计算 13 × 7 + 46。
步骤1：先计算 13 × 7 = 91。",0,before_error,corrupted,计算 13 × 7 + 46。,1,3,2,final_addition_error,137,139
