id,label,label_name,category,entity,relation,prompt,hidden_score,length_score,tfidf_score,entropy_score,neg_top1_prob_score,neg_margin_score
ood_0040,1,unknown_or_high_risk,disease,麻疹,颁发机构,"请回答下面查询。
对象：麻疹
属性：颁发机构
答案：",0.9991439785686339,0.5,0.496756177453749,3.0328831672668457,-0.3405009806156158,-0.2050590515136718
ood_0041,0,known_or_low_risk,planet,水星,所属恒星,"请回答下面查询。
对象：水星
属性：所属恒星
答案：",0.9989133692453566,0.5,0.48612468332872466,3.62606692314148,-0.2613205015659332,-0.1339630484580993
ood_0042,0,known_or_low_risk,city,东京,所在国家,"请回答下面查询。
对象：东京
属性：所在国家
答案：",9.244360090580374e-05,0.5,0.4952921036041101,0.1646239906549453,-0.9768489003181458,-0.9661653311923146
ood_0043,0,known_or_low_risk,university,牛津大学,所在国家,"请回答下面查询。
对象：牛津大学
属性：所在国家
答案：",6.701222269705474e-06,0.5,0.49483138815519134,0.3689245283603668,-0.9218201637268066,-0.861019529402256
ood_0044,0,known_or_low_risk,disease,流感,常见病原体,"请回答下面查询。
对象：流感
属性：常见病原体
答案：",0.9929800811191832,0.5,0.49689047871655057,1.3655447959899902,-0.7155851125717163,-0.5655903220176697
ood_0045,0,known_or_low_risk,company,腾讯,创始人,"请回答下面查询。
对象：腾讯
属性：创始人
答案：",0.07223147701974568,0.5,0.4945051537610555,3.5385422706604004,-0.3372152745723724,-0.2607874721288681
ood_0046,1,unknown_or_high_risk,software_framework,React,所在国家,"请回答下面查询。
对象：React
属性：所在国家
答案：",0.8173803400566527,0.5,0.4959375966693426,2.6544809341430664,-0.4140255451202392,-0.2916398271918297
ood_0047,0,known_or_low_risk,artist,达利,代表作品,"请回答下面查询。
对象：达利
属性：代表作品
答案：",0.9978445108976248,0.5,0.49808290870895466,2.8217039108276367,-0.6195186972618103,-0.5879432335495949
ood_0048,1,unknown_or_high_risk,planet,天王星,创始人,"请回答下面查询。
对象：天王星
属性：创始人
答案：",0.885520669235209,0.5,0.4945051537610555,4.6739277839660645,-0.119515985250473,-0.0634999684989452
ood_0049,1,unknown_or_high_risk,artist,米开朗基罗,所属纲,"请回答下面查询。
对象：米开朗基罗
属性：所属纲
答案：",0.8050473492780639,0.5,0.4814747535088,2.997251033782959,-0.4807140827178955,-0.4288456588983536
ood_0050,1,unknown_or_high_risk,artist,梵高,所属纲,"请回答下面查询。
对象：梵高
属性：所属纲
答案：",0.9244997131945092,0.5,0.4814747535088,3.8029518127441406,-0.2600909173488617,-0.1130488365888595
ood_0051,1,unknown_or_high_risk,animal,鲤鱼,代表作品,"请回答下面查询。
对象：鲤鱼
属性：代表作品
答案：",0.9999891562586093,0.5,0.49209453554025645,4.010202884674072,-0.5066497325897217,-0.4929353520274162
ood_0052,1,unknown_or_high_risk,artist,莫奈,所属纲,"请回答下面查询。
对象：莫奈
属性：所属纲
答案：",0.9140809255018002,0.5,0.48682264762079275,3.371084213256836,-0.3592795431613922,-0.2435462549328804
ood_0053,1,unknown_or_high_risk,university,牛津大学,主要编程语言,"请回答下面查询。
对象：牛津大学
属性：主要编程语言
答案：",0.027293684742368388,0.5,0.5146311440554534,2.0593597888946533,-0.3864903450012207,-0.0660786032676696
ood_0054,1,unknown_or_high_risk,company,微软,所属恒星,"请回答下面查询。
对象：微软
属性：所属恒星
答案：",0.9995279192188177,0.5,0.4814747535088,6.403667449951172,-0.050879418849945,-0.001565396785736
ood_0055,0,known_or_low_risk,city,北京,所在国家,"请回答下面查询。
对象：北京
属性：所在国家
答案：",0.0022182364563406243,0.5,0.49525065112885686,0.768673837184906,-0.8788528442382812,-0.8597374800592661
ood_0056,1,unknown_or_high_risk,disease,流感,颁发机构,"请回答下面查询。
对象：流感
属性：颁发机构
答案：",0.9991696823727733,0.5,0.49808361416728136,2.92840838432312,-0.2897996008396148,-0.0419208407402038
ood_0057,0,known_or_low_risk,award,金球奖,颁发机构,"请回答下面查询。
对象：金球奖
属性：颁发机构
答案：",0.0002677038580530547,0.5,0.49735138082228314,1.0311321020126345,-0.8328131437301636,-0.7778831608593464
ood_0058,0,known_or_low_risk,city,罗马,所在国家,"请回答下面查询。
对象：罗马
属性：所在国家
答案：",0.0014830940367197248,0.5,0.49506929396281346,1.377693772315979,-0.6599100828170776,-0.5194071233272552
ood_0059,0,known_or_low_risk,animal,老虎,所属纲,"请回答下面查询。
对象：老虎
属性：所属纲
答案：",0.8531724937061557,0.5,0.4814747535088,2.41983413696289,-0.4987592697143554,-0.4005477577447891
ood_0060,0,known_or_low_risk,artist,莫奈,代表作品,"请回答下面查询。
对象：莫奈
属性：代表作品
答案：",0.999145515760626,0.5,0.49570528672185316,1.4651122093200684,-0.5195952653884888,-0.139451265335083
ood_0061,0,known_or_low_risk,film,《寄生虫》,导演,"请回答下面查询。
对象：《寄生虫》
属性：导演
答案：",0.0021966276181516644,0.5,0.49425503872198284,5.242733955383301,-0.1375869214534759,-0.0885287895798683
ood_0062,0,known_or_low_risk,university,多伦多大学,所在国家,"请回答下面查询。
对象：多伦多大学
属性：所在国家
答案：",4.2308356483302616e-05,0.5,0.49506929396281346,0.8340068459510803,-0.7913853526115417,-0.6842829957604408
ood_0063,0,known_or_low_risk,disease,艾滋病,常见病原体,"请回答下面查询。
对象：艾滋病
属性：常见病原体
答案：",0.9769046264572537,0.5,0.49209453554025645,3.178826332092285,-0.4079474210739136,-0.3132960051298141
ood_0064,1,unknown_or_high_risk,software_framework,Ruby on Rails,所在国家,"请回答下面查询。
对象：Ruby on Rails
属性：所在国家
答案：",0.18470246926659153,0.5,0.4973399928559082,1.113268256187439,-0.777493953704834,-0.7229053117334843
ood_0065,0,known_or_low_risk,planet,冥王星,所属恒星,"请回答下面查询。
对象：冥王星
属性：所属恒星
答案：",0.9951213649440829,0.5,0.4814747535088,2.7112534046173096,-0.5206543803215027,-0.4165169596672058
ood_0066,1,unknown_or_high_risk,artist,齐白石,所属纲,"请回答下面查询。
对象：齐白石
属性：所属纲
答案：",0.9727138888891009,0.5,0.4814747535088,2.63539981842041,-0.5762465000152588,-0.5046820864081383
ood_0067,1,unknown_or_high_risk,city,莫斯科,导演,"请回答下面查询。
对象：莫斯科
属性：导演
答案：",0.7059668000563456,0.5,0.49570528672185316,2.999549865722656,-0.4565686881542206,-0.3481241092085838
ood_0068,0,known_or_low_risk,city,开罗,所在国家,"请回答下面查询。
对象：开罗
属性：所在国家
答案：",3.6312333342304756e-06,0.5,0.49366973256898367,0.2540120482444763,-0.964880347251892,-0.9566619182005524
ood_0069,1,unknown_or_high_risk,disease,艾滋病,颁发机构,"请回答下面查询。
对象：艾滋病
属性：颁发机构
答案：",0.9800131050324971,0.5,0.496756177453749,2.1206836700439453,-0.4716498255729675,-0.1574632823467254
ood_0070,0,known_or_low_risk,university,剑桥大学,所在国家,"请回答下面查询。
对象：剑桥大学
属性：所在国家
答案：",5.830220160544439e-06,0.5,0.49366973256898367,0.3602274060249328,-0.9377816915512084,-0.898465272039175
ood_0071,1,unknown_or_high_risk,disease,登革热,颁发机构,"请回答下面查询。
对象：登革热
属性：颁发机构
答案：",0.9836444559634797,0.5,0.496756177453749,2.8557345867156982,-0.4286440312862396,-0.3168255537748337
ood_0072,1,unknown_or_high_risk,planet,地球,创始人,"请回答下面查询。
对象：地球
属性：创始人
答案：",0.9669699710192339,0.5,0.4945051537610555,5.770689964294434,-0.0508973896503448,-0.0045547895133495
ood_0073,0,known_or_low_risk,animal,家猫,所属纲,"请回答下面查询。
对象：家猫
属性：所属纲
答案：",0.1406916445350651,0.5,0.4814747535088,1.7673900127410889,-0.5726156234741211,-0.4387160837650299
ood_0074,1,unknown_or_high_risk,disease,肺结核,颁发机构,"请回答下面查询。
对象：肺结核
属性：颁发机构
答案：",0.9977565806057739,0.5,0.496756177453749,3.829108715057373,-0.2640309035778045,-0.1393115371465683
ood_0075,0,known_or_low_risk,company,亚马逊,创始人,"请回答下面查询。
对象：亚马逊
属性：创始人
答案：",0.06650343256190432,0.5,0.49871700939930425,4.424274444580078,-0.1570304781198501,-0.0421445369720459
ood_0076,0,known_or_low_risk,artist,梵高,代表作品,"请回答下面查询。
对象：梵高
属性：代表作品
答案：",0.9988942732451312,0.5,0.49209453554025645,1.3205411434173584,-0.7950078248977661,-0.7584012784063816
ood_0077,1,unknown_or_high_risk,planet,冥王星,创始人,"请回答下面查询。
对象：冥王星
属性：创始人
答案：",0.9963431377413696,0.5,0.4945051537610555,5.301634788513184,-0.0404937639832496,-0.0041953884065151
ood_0078,0,known_or_low_risk,company,谷歌,创始人,"请回答下面查询。
对象：谷歌
属性：创始人
答案：",0.023623055076309313,0.5,0.4945051537610555,3.863977432250977,-0.1908643245697021,-0.0224271416664123
ood_0079,0,known_or_low_risk,award,布克奖,颁发机构,"请回答下面查询。
对象：布克奖
属性：颁发机构
答案：",0.001962171340683989,0.5,0.496756177453749,1.3053795099258425,-0.6425271034240723,-0.3746819794178009
ood_0080,1,unknown_or_high_risk,animal,家猫,代表作品,"请回答下面查询。
对象：家猫
属性：代表作品
答案：",0.9999545313704951,0.5,0.49209453554025645,4.8061065673828125,-0.3262210190296173,-0.2941721267998218
ood_0081,0,known_or_low_risk,artist,达芬奇,代表作品,"请回答下面查询。
对象：达芬奇
属性：代表作品
答案：",0.9972835119743794,0.5,0.4993022994302328,2.5826590061187744,-0.5058290362358093,-0.3182854503393173
ood_0082,1,unknown_or_high_risk,artist,马蒂斯,所属纲,"请回答下面查询。
对象：马蒂斯
属性：所属纲
答案：",0.9477128738705427,0.5,0.49152386938674797,4.461533546447754,-0.1261274516582489,-0.0182449147105216
ood_0083,1,unknown_or_high_risk,software_framework,Laravel,所在国家,"请回答下面查询。
对象：Laravel
属性：所在国家
答案：",0.48029396741934766,0.5,0.49689051461303246,3.3441758155822754,-0.3703002035617828,-0.3117102012038231
ood_0084,0,known_or_low_risk,university,斯坦福大学,所在国家,"请回答下面查询。
对象：斯坦福大学
属性：所在国家
答案：",1.0979699101761462e-05,0.5,0.49430946252327074,0.104551076889038,-0.9884429574012756,-0.9862121110782028
ood_0085,1,unknown_or_high_risk,film,《肖申克的救赎》,所在国家,"请回答下面查询。
对象：《肖申克的救赎》
属性：所在国家
答案：",0.0003151991319512554,0.5,0.4938289403447823,0.0603907629847526,-0.9936052560806274,-0.9925459753721952
ood_0086,0,known_or_low_risk,city,莫斯科,所在国家,"请回答下面查询。
对象：莫斯科
属性：所在国家
答案：",1.9220119756915758e-05,0.5,0.49482262714791897,0.5213494300842285,-0.9105001091957092,-0.8812321294099092
ood_0087,0,known_or_low_risk,university,哈佛大学,所在国家,"请回答下面查询。
对象：哈佛大学
属性：所在国家
答案：",2.4441108855407393e-05,0.5,0.49366973256898367,0.1469467729330063,-0.9826616644859314,-0.9788296532351524
ood_0088,1,unknown_or_high_risk,software_framework,Flask,所在国家,"请回答下面查询。
对象：Flask
属性：所在国家
答案：",0.45091407067369754,0.5,0.49691900547687873,2.0486629009246826,-0.5551537871360779,-0.4293315410614013
ood_0089,1,unknown_or_high_risk,disease,乙型肝炎,颁发机构,"请回答下面查询。
对象：乙型肝炎
属性：颁发机构
答案：",0.9804998314135241,0.5,0.49681962773511296,2.342371225357056,-0.4499816298484802,-0.2653095424175262
ood_0090,1,unknown_or_high_risk,planet,金星,创始人,"请回答下面查询。
对象：金星
属性：创始人
答案：",0.7502956747999291,0.5,0.49631281442754477,5.788400650024414,-0.0519669093191623,-0.0168043375015258
ood_0091,1,unknown_or_high_risk,animal,家犬,代表作品,"请回答下面查询。
对象：家犬
属性：代表作品
答案：",0.9999833078293402,0.5,0.49209453554025645,5.183491230010986,-0.3353042900562286,-0.3198650311678648
ood_0092,0,known_or_low_risk,university,东京大学,所在国家,"请回答下面查询。
对象：东京大学
属性：所在国家
答案：",6.003187904548992e-05,0.5,0.4952921036041101,0.0705065876245498,-0.9922693967819214,-0.9900299145374448
ood_0093,0,known_or_low_risk,artist,毕加索,代表作品,"请回答下面查询。
对象：毕加索
属性：代表作品
答案：",0.9998713464599412,0.5,0.49209453554025645,2.255746364593506,-0.6993528604507446,-0.6576802991330624
ood_0094,1,unknown_or_high_risk,university,巴黎大学,主要编程语言,"请回答下面查询。
对象：巴黎大学
属性：主要编程语言
答案：",0.09819362797777109,0.5,0.5136447532612057,1.811774492263794,-0.5441786646842957,-0.3675097078084945
ood_0095,0,known_or_low_risk,planet,天王星,所属恒星,"请回答下面查询。
对象：天王星
属性：所属恒星
答案：",0.993456249839645,0.5,0.4814747535088,3.858532905578613,-0.1975416243076324,-0.0232117623090744
ood_0096,1,unknown_or_high_risk,film,《千与千寻》,所在国家,"请回答下面查询。
对象：《千与千寻》
属性：所在国家
答案：",0.014457204923258768,0.5,0.4938289403447823,0.3274613916873932,-0.9388256669044496,-0.9121932331472636
ood_0097,0,known_or_low_risk,award,奥斯卡金像奖,颁发机构,"请回答下面查询。
对象：奥斯卡金像奖
属性：颁发机构
答案：",1.6551162635006611e-06,0.5,0.4981782201670121,0.6133354902267456,-0.9071497917175292,-0.8672924116253853
ood_0098,0,known_or_low_risk,artist,米开朗基罗,代表作品,"请回答下面查询。
对象：米开朗基罗
属性：代表作品
答案：",0.999871988606048,0.5,0.49209453554025645,3.700923204421997,-0.3875948786735534,-0.294083259999752
ood_0099,1,unknown_or_high_risk,company,阿里巴巴,所属恒星,"请回答下面查询。
对象：阿里巴巴
属性：所属恒星
答案：",0.9999740276653775,0.5,0.4883675399579505,6.584591865539551,-0.0573776438832283,-0.0119881890714168
ood_0100,0,known_or_low_risk,disease,乙型肝炎,常见病原体,"请回答下面查询。
对象：乙型肝炎
属性：常见病原体
答案：",0.7252679083967067,0.5,0.49514349601702834,1.9072095155715945,-0.4501189291477203,-0.2341495156288147
ood_0101,0,known_or_low_risk,city,纽约,所在国家,"请回答下面查询。
对象：纽约
属性：所在国家
答案：",0.0001007503306818959,0.5,0.49635314623608606,0.0802507475018501,-0.9909665584564208,-0.9873925750143826
ood_0102,1,unknown_or_high_risk,film,《星球大战》,所在国家,"请回答下面查询。
对象：《星球大战》
属性：所在国家
答案：",0.19546953037305562,0.5,0.4938289403447823,1.537224292755127,-0.7575759887695312,-0.7265504281967878
ood_0103,1,unknown_or_high_risk,award,普利策奖,常见病原体,"请回答下面查询。
对象：普利策奖
属性：常见病原体
答案：",0.9999922163977012,0.5,0.49209453554025645,4.661101341247559,-0.2924433946609497,-0.2245910689234733
ood_0104,1,unknown_or_high_risk,animal,蛇,代表作品,"请回答下面查询。
对象：蛇
属性：代表作品
答案：",0.9999700934154818,0.5,0.49209453554025645,3.8235692977905273,-0.5173695683479309,-0.4910004138946533
ood_0105,0,known_or_low_risk,animal,蛇,所属纲,"请回答下面查询。
对象：蛇
属性：所属纲
答案：",0.9937351771306887,0.5,0.4814747535088,1.884789228439331,-0.5726402401924133,-0.3483911007642746
ood_0106,1,unknown_or_high_risk,software_framework,Spring,所在国家,"请回答下面查询。
对象：Spring
属性：所在国家
答案：",0.3358960351110239,0.5,0.49717434196417654,3.031468152999878,-0.2060377746820449,-0.043048471212387
ood_0107,0,known_or_low_risk,software_framework,React,主要编程语言,"请回答下面查询。
对象：React
属性：主要编程语言
答案：",1.2789435885051553e-06,0.5,0.5114871276841552,0.8375327587127686,-0.8543280959129333,-0.8179464153945446
ood_0108,0,known_or_low_risk,award,茅盾文学奖,颁发机构,"请回答下面查询。
对象：茅盾文学奖
属性：颁发机构
答案：",0.00035222572369646317,0.5,0.496756177453749,1.5853010416030884,-0.5296589136123657,-0.2231158316135406
ood_0109,0,known_or_low_risk,software_framework,Ruby on Rails,主要编程语言,"请回答下面查询。
对象：Ruby on Rails
属性：主要编程语言
答案：",3.2130830481151193e-07,0.5,0.5088184105206083,0.563188374042511,-0.9063603281974792,-0.884021820500493
ood_0110,0,known_or_low_risk,disease,登革热,常见病原体,"请回答下面查询。
对象：登革热
属性：常见病原体
答案：",0.9356352017781949,0.5,0.49209453554025645,2.146901845932007,-0.6300575137138367,-0.5631290972232819
ood_0111,0,known_or_low_risk,software_framework,Django,主要编程语言,"请回答下面查询。
对象：Django
属性：主要编程语言
答案：",1.1496555603705072e-06,0.5,0.5090155265144516,0.4884791076183319,-0.914519429206848,-0.8851222489029169
ood_0112,0,known_or_low_risk,film,《霸王别姬》,导演,"请回答下面查询。
对象：《霸王别姬》
属性：导演
答案：",0.00021723987987712758,0.5,0.49425503872198284,3.510805368423462,-0.2610315680503845,-0.0951098054647445
ood_0113,0,known_or_low_risk,company,Meta,创始人,"请回答下面查询。
对象：Meta
属性：创始人
答案：",0.0017865336367770329,0.5,0.4979806967821617,6.476397514343262,-0.0313499458134174,-0.003027630969882
ood_0114,1,unknown_or_high_risk,disease,霍乱,颁发机构,"请回答下面查询。
对象：霍乱
属性：颁发机构
答案：",0.9994124463851077,0.5,0.496756177453749,3.399487972259521,-0.1912649124860763,-0.0073272436857223
ood_0115,0,known_or_low_risk,software_framework,PyTorch,主要编程语言,"请回答下面查询。
对象：PyTorch
属性：主要编程语言
答案：",2.573764241722444e-08,0.5,0.5098873518298778,0.3549084663391113,-0.9368316531181335,-0.9110734388232232
ood_0116,1,unknown_or_high_risk,university,东京大学,主要编程语言,"请回答下面查询。
对象：东京大学
属性：主要编程语言
答案：",0.04600217312835903,0.5,0.5151028382853101,2.0173094272613525,-0.4234736859798431,-0.0555533766746521
ood_0117,0,known_or_low_risk,software_framework,Laravel,主要编程语言,"请回答下面查询。
对象：Laravel
属性：主要编程语言
答案：",1.5055773791666365e-07,0.5,0.509751628359347,1.4010099172592163,-0.6360073089599609,-0.4700948894023895
ood_0118,1,unknown_or_high_risk,software_framework,Vue,所在国家,"请回答下面查询。
对象：Vue
属性：所在国家
答案：",0.6932548566546934,0.5,0.4951789233716105,2.848209857940674,-0.2761720418930053,-0.0644235759973526
ood_0119,1,unknown_or_high_risk,film,《泰坦尼克号》,所在国家,"请回答下面查询。
对象：《泰坦尼克号》
属性：所在国家
答案：",0.021920281245225593,0.5,0.4938289403447823,1.150999903678894,-0.663325309753418,-0.4154587388038635
ood_0120,1,unknown_or_high_risk,animal,老虎,代表作品,"请回答下面查询。
对象：老虎
属性：代表作品
答案：",0.9999565759813823,0.5,0.49209453554025645,3.632547616958618,-0.5488772988319397,-0.5303869321942329
ood_0121,1,unknown_or_high_risk,planet,谷神星,创始人,"请回答下面查询。
对象：谷神星
属性：创始人
答案：",0.8246393271754694,0.5,0.4945051537610555,5.806975364685059,-0.1603228598833084,-0.1328948512673378
