id,label,label_name,category,entity,relation,prompt,hidden_score,length_score,tfidf_score,entropy_score,neg_top1_prob_score,neg_margin_score
ood_0015,1,unknown_or_high_risk,disease,疟疾,颁发机构,"请回答下面查询。
对象：疟疾
属性：颁发机构
答案：",0.999863349762143,0.5,0.4957995351821656,0.5601747632026672,-0.8141639232635498,-0.6408184170722961
ood_0016,1,unknown_or_high_risk,company,特斯拉公司,所属恒星,"请回答下面查询。
对象：特斯拉公司
属性：所属恒星
答案：",0.6772181004540693,0.5,0.49134590858198374,0.0175161864608526,-0.9983249306678772,-0.9979272262717132
ood_0017,0,known_or_low_risk,software_framework,Spring,主要编程语言,"请回答下面查询。
对象：Spring
属性：主要编程语言
答案：",2.3814981420353965e-06,0.5,0.5087374134090269,0.1487682908773422,-0.970580518245697,-0.9470300804823636
ood_0018,0,known_or_low_risk,film,《教父》,导演,"请回答下面查询。
对象：《教父》
属性：导演
答案：",0.0001580367270465271,0.5,0.4917625313495569,1.0380421876907349,-0.654287576675415,-0.4781884551048279
ood_0019,1,unknown_or_high_risk,city,上海,导演,"请回答下面查询。
对象：上海
属性：导演
答案：",0.9998997606221022,0.5,0.48884833924242826,0.1083428785204887,-0.9867571592330932,-0.981892853975296
ood_0020,1,unknown_or_high_risk,university,墨尔本大学,主要编程语言,"请回答下面查询。
对象：墨尔本大学
属性：主要编程语言
答案：",0.7935796779743522,0.5,0.5130326803972212,0.696246862411499,-0.8407666683197021,-0.7449497655034065
ood_0021,1,unknown_or_high_risk,city,开罗,导演,"请回答下面查询。
对象：开罗
属性：导演
答案：",0.9999193330533853,0.5,0.48884833924242826,0.0070469891652464,-0.9993834495544434,-0.999227541135042
ood_0022,0,known_or_low_risk,company,微软,创始人,"请回答下面查询。
对象：微软
属性：创始人
答案：",0.056170491204814675,0.5,0.4924259194725965,0.8543851375579834,-0.5998338460922241,-0.2360162138938903
ood_0023,0,known_or_low_risk,software_framework,Vue,主要编程语言,"请回答下面查询。
对象：Vue
属性：主要编程语言
答案：",1.3128867349520612e-09,0.5,0.5124342593436311,0.3898632824420929,-0.8929536938667297,-0.7973549515008926
ood_0024,0,known_or_low_risk,award,图灵奖,颁发机构,"请回答下面查询。
对象：图灵奖
属性：颁发机构
答案：",8.409233018777119e-06,0.5,0.4957995351821656,1.2432184219360352,-0.469506561756134,-0.1151044070720672
ood_0025,0,known_or_low_risk,disease,新冠感染,常见病原体,"请回答下面查询。
对象：新冠感染
属性：常见病原体
答案：",0.0614140794007045,0.5,0.48884833924242826,0.7440152168273926,-0.7805904150009155,-0.6244625151157379
ood_0026,1,unknown_or_high_risk,company,亚马逊,所属恒星,"请回答下面查询。
对象：亚马逊
属性：所属恒星
答案：",0.737463848780745,0.5,0.49127561620520604,0.0568718425929546,-0.9924768805503844,-0.9884208543226124
ood_0027,0,known_or_low_risk,artist,伦勃朗,代表作品,"请回答下面查询。
对象：伦勃朗
属性：代表作品
答案：",0.002458687343830342,0.5,0.4923492864415317,0.1228955462574958,-0.9768949747085572,-0.9572439584881068
ood_0028,1,unknown_or_high_risk,city,纽约,导演,"请回答下面查询。
对象：纽约
属性：导演
答案：",0.9999829008463291,0.5,0.497850192853845,0.2383893728256225,-0.9627805948257446,-0.9421644285321236
ood_0029,0,known_or_low_risk,award,雨果奖,颁发机构,"请回答下面查询。
对象：雨果奖
属性：颁发机构
答案：",6.670658357808058e-05,0.5,0.4984266363058678,0.0303901620209217,-0.9973921775817872,-0.9968095275107772
ood_0030,1,unknown_or_high_risk,film,《卧虎藏龙》,所在国家,"请回答下面查询。
对象：《卧虎藏龙》
属性：所在国家
答案：",6.393086363993514e-06,0.5,0.4914984404878059,0.2843405604362488,-0.938233196735382,-0.8943514451384544
ood_0031,0,known_or_low_risk,software_framework,Flask,主要编程语言,"请回答下面查询。
对象：Flask
属性：主要编程语言
答案：",5.089459178369023e-09,0.5,0.5093933100512437,0.7532513737678528,-0.5057851076126099,-0.0231615602970123
ood_0032,0,known_or_low_risk,city,悉尼,所在国家,"请回答下面查询。
对象：悉尼
属性：所在国家
答案：",8.766537391047961e-07,0.5,0.4942818521717635,0.0013852280098944,-0.9998785257339478,-0.9998124772537268
ood_0033,0,known_or_low_risk,film,《卧虎藏龙》,导演,"请回答下面查询。
对象：《卧虎藏龙》
属性：导演
答案：",0.009293025208662539,0.5,0.4917625313495569,1.4320669174194336,-0.5143391489982605,-0.1974639892578125
ood_0034,1,unknown_or_high_risk,university,北京大学,主要编程语言,"请回答下面查询。
对象：北京大学
属性：主要编程语言
答案：",0.31041385055261583,0.5,0.5139204724289985,1.0216927528381348,-0.741549551486969,-0.6000223457813263
ood_0035,1,unknown_or_high_risk,planet,木星,创始人,"请回答下面查询。
对象：木星
属性：创始人
答案：",0.9987433921332619,0.5,0.4924259194725965,0.0150656010955572,-0.9982863068580629,-0.997042047791183
ood_0036,1,unknown_or_high_risk,planet,水星,创始人,"请回答下面查询。
对象：水星
属性：创始人
答案：",0.9975559949413938,0.5,0.4941994459898731,0.0081106377765536,-0.9992387294769288,-0.998969382897485
ood_0037,1,unknown_or_high_risk,award,雨果奖,常见病原体,"请回答下面查询。
对象：雨果奖
属性：常见病原体
答案：",0.9999998374428798,0.5,0.49716581365387097,1.8649030923843384,-0.5683963894844055,-0.4582077339291572
ood_0038,0,known_or_low_risk,film,《肖申克的救赎》,导演,"请回答下面查询。
对象：《肖申克的救赎》
属性：导演
答案：",6.7290819279848e-05,0.5,0.4917625313495569,0.5210965871810913,-0.89127516746521,-0.8447716347873211
ood_0039,0,known_or_low_risk,disease,狂犬病,常见病原体,"请回答下面查询。
对象：狂犬病
属性：常见病原体
答案：",4.273494137766991e-05,0.5,0.48884833924242826,0.0116797164082527,-0.9987462759017944,-0.99827379087219
ood_0040,1,unknown_or_high_risk,disease,麻疹,颁发机构,"请回答下面查询。
对象：麻疹
属性：颁发机构
答案：",0.998941354398676,0.5,0.4957995351821656,0.7966559529304504,-0.7856786847114563,-0.6491482108831406
ood_0041,0,known_or_low_risk,planet,水星,所属恒星,"请回答下面查询。
对象：水星
属性：所属恒星
答案：",3.09614994890267e-08,0.5,0.4838628824562958,0.1015955433249473,-0.9792751669883728,-0.9586308989673852
ood_0042,0,known_or_low_risk,city,东京,所在国家,"请回答下面查询。
对象：东京
属性：所在国家
答案：",5.400541194502199e-07,0.5,0.4948081556883117,0.0167263988405466,-0.9978836178779602,-0.9962866021087392
ood_0043,0,known_or_low_risk,university,牛津大学,所在国家,"请回答下面查询。
对象：牛津大学
属性：所在国家
答案：",1.6480826996271803e-07,0.5,0.49318832737392676,0.0922780930995941,-0.9837015271186828,-0.9694488113746048
ood_0044,0,known_or_low_risk,disease,流感,常见病原体,"请回答下面查询。
对象：流感
属性：常见病原体
答案：",0.00018103195968396685,0.5,0.4959554433330187,0.0009599960176274,-0.999915599822998,-0.999850572909054
ood_0045,0,known_or_low_risk,company,腾讯,创始人,"请回答下面查询。
对象：腾讯
属性：创始人
答案：",0.18583811252493468,0.5,0.4924259194725965,0.0080106938257813,-0.9991171956062316,-0.9984186486690304
ood_0046,1,unknown_or_high_risk,software_framework,React,所在国家,"请回答下面查询。
对象：React
属性：所在国家
答案：",5.694524959730232e-07,0.5,0.49469683916217927,0.0702246129512786,-0.9886178374290466,-0.9793696021661162
ood_0047,0,known_or_low_risk,artist,达利,代表作品,"请回答下面查询。
对象：达利
属性：代表作品
答案：",0.0003357662114741099,0.5,0.49773154848720763,1.506697177886963,-0.5983256697654724,-0.4321766346693039
ood_0048,1,unknown_or_high_risk,planet,天王星,创始人,"请回答下面查询。
对象：天王星
属性：创始人
答案：",0.9912939821708237,0.5,0.4924259194725965,0.0848449915647506,-0.9882303476333618,-0.9811422587372364
ood_0049,1,unknown_or_high_risk,artist,米开朗基罗,所属纲,"请回答下面查询。
对象：米开朗基罗
属性：所属纲
答案：",0.007063110629430813,0.5,0.4784458117517122,0.9263155460357666,-0.7573397159576416,-0.6277741640806198
ood_0050,1,unknown_or_high_risk,artist,梵高,所属纲,"请回答下面查询。
对象：梵高
属性：所属纲
答案：",0.5715821700697061,0.5,0.4784458117517122,0.6001729965209961,-0.8842378258705139,-0.8240646831691265
ood_0051,1,unknown_or_high_risk,animal,鲤鱼,代表作品,"请回答下面查询。
对象：鲤鱼
属性：代表作品
答案：",0.37982303965691055,0.5,0.48884833924242826,0.0805237293243408,-0.990156888961792,-0.9866411897819488
ood_0052,1,unknown_or_high_risk,artist,莫奈,所属纲,"请回答下面查询。
对象：莫奈
属性：所属纲
答案：",0.028529415109515528,0.5,0.48496129495046186,1.1943577527999878,-0.5360161066055298,-0.2579346299171448
ood_0053,1,unknown_or_high_risk,university,牛津大学,主要编程语言,"请回答下面查询。
对象：牛津大学
属性：主要编程语言
答案：",0.9611735276581421,0.5,0.513183901000985,0.0088365860283374,-0.9990625977516174,-0.9983855798491276
ood_0054,1,unknown_or_high_risk,company,微软,所属恒星,"请回答下面查询。
对象：微软
属性：所属恒星
答案：",0.681540967314314,0.5,0.4784458117517122,0.4521151185035705,-0.8568318486213684,-0.7191264480352402
ood_0055,0,known_or_low_risk,city,北京,所在国家,"请回答下面查询。
对象：北京
属性：所在国家
答案：",1.8269940036574932e-05,0.5,0.4939075977303301,0.008649468421936,-0.999060332775116,-0.9984990664524958
ood_0056,1,unknown_or_high_risk,disease,流感,颁发机构,"请回答下面查询。
对象：流感
属性：颁发机构
答案：",0.9968007031102685,0.5,0.49774833585919737,0.1167131140828132,-0.9828861355781556,-0.9736915184184908
ood_0057,0,known_or_low_risk,award,金球奖,颁发机构,"请回答下面查询。
对象：金球奖
属性：颁发机构
答案：",6.851550211334605e-07,0.5,0.49644220185405463,0.3418682515621185,-0.954320192337036,-0.9358587060123682
ood_0058,0,known_or_low_risk,city,罗马,所在国家,"请回答下面查询。
对象：罗马
属性：所在国家
答案：",1.6982167983340597e-05,0.5,0.49360170752633675,0.0316196158528327,-0.995280921459198,-0.9908829205669464
ood_0059,0,known_or_low_risk,animal,老虎,所属纲,"请回答下面查询。
对象：老虎
属性：所属纲
答案：",0.00021733570568304065,0.5,0.4784458117517122,0.022333288565278,-0.997322142124176,-0.9957991166738792
ood_0060,0,known_or_low_risk,artist,莫奈,代表作品,"请回答下面查询。
对象：莫奈
属性：代表作品
答案：",1.581635045983968e-05,0.5,0.4942082579017281,0.10704255849123,-0.9836426973342896,-0.9761324934661388
ood_0061,0,known_or_low_risk,film,《寄生虫》,导演,"请回答下面查询。
对象：《寄生虫》
属性：导演
答案：",0.007719175564883919,0.5,0.4917625313495569,0.0927121043205261,-0.9866069555282592,-0.977377531118691
ood_0062,0,known_or_low_risk,university,多伦多大学,所在国家,"请回答下面查询。
对象：多伦多大学
属性：所在国家
答案：",4.5466709187302496e-07,0.5,0.49360170752633675,0.0574456751346588,-0.9898616075515748,-0.9798492984846234
ood_0063,0,known_or_low_risk,disease,艾滋病,常见病原体,"请回答下面查询。
对象：艾滋病
属性：常见病原体
答案：",0.17621350066325067,0.5,0.48884833924242826,0.5759977102279663,-0.8287158012390137,-0.6934316605329514
ood_0064,1,unknown_or_high_risk,software_framework,Ruby on Rails,所在国家,"请回答下面查询。
对象：Ruby on Rails
属性：所在国家
答案：",2.8158183244024615e-10,0.5,0.49673676529470856,0.267128050327301,-0.9301186203956604,-0.86274104565382
ood_0065,0,known_or_low_risk,planet,冥王星,所属恒星,"请回答下面查询。
对象：冥王星
属性：所属恒星
答案：",1.2325358380404378e-06,0.5,0.4784458117517122,0.2602851986885071,-0.9462911486625672,-0.916808545589447
ood_0066,1,unknown_or_high_risk,artist,齐白石,所属纲,"请回答下面查询。
对象：齐白石
属性：所属纲
答案：",0.1126292193329878,0.5,0.4784458117517122,0.9969879984855652,-0.5506601929664612,-0.1540344953536987
ood_0067,1,unknown_or_high_risk,city,莫斯科,导演,"请回答下面查询。
对象：莫斯科
属性：导演
答案：",0.9998704852398804,0.5,0.4942082579017281,0.0642895400524139,-0.9922841191291808,-0.9888692663516848
ood_0068,0,known_or_low_risk,city,开罗,所在国家,"请回答下面查询。
对象：开罗
属性：所在国家
答案：",3.343321420199769e-05,0.5,0.4915104419559947,0.0497580431401729,-0.9926111102104188,-0.9875626214779912
ood_0069,1,unknown_or_high_risk,disease,艾滋病,颁发机构,"请回答下面查询。
对象：艾滋病
属性：颁发机构
答案：",0.991607893357835,0.5,0.4957995351821656,0.562261164188385,-0.8893204927444458,-0.8333495482802391
ood_0070,0,known_or_low_risk,university,剑桥大学,所在国家,"请回答下面查询。
对象：剑桥大学
属性：所在国家
答案：",2.3489801909777638e-07,0.5,0.4915104419559947,0.3235648274421692,-0.9083945155143738,-0.8198457211256027
ood_0071,1,unknown_or_high_risk,disease,登革热,颁发机构,"请回答下面查询。
对象：登革热
属性：颁发机构
答案：",0.9928930658553206,0.5,0.4957995351821656,1.307322978973389,-0.6789933443069458,-0.536668598651886
ood_0072,1,unknown_or_high_risk,planet,地球,创始人,"请回答下面查询。
对象：地球
属性：创始人
答案：",0.9975937946015225,0.5,0.4924259194725965,0.0380266234278678,-0.9952255487442015,-0.9929793947376312
ood_0073,0,known_or_low_risk,animal,家猫,所属纲,"请回答下面查询。
对象：家猫
属性：所属纲
答案：",4.5873624620817e-05,0.5,0.4784458117517122,0.2297392040491104,-0.9477204084396362,-0.9005361869931221
ood_0074,1,unknown_or_high_risk,disease,肺结核,颁发机构,"请回答下面查询。
对象：肺结核
属性：颁发机构
答案：",0.999689873199403,0.5,0.4957995351821656,0.546615481376648,-0.8923519253730774,-0.8499588258564472
ood_0075,0,known_or_low_risk,company,亚马逊,创始人,"请回答下面查询。
对象：亚马逊
属性：创始人
答案：",0.6898122861648323,0.5,0.498783250077258,0.6536586284637451,-0.7284795641899109,-0.4687321782112121
ood_0076,0,known_or_low_risk,artist,梵高,代表作品,"请回答下面查询。
对象：梵高
属性：代表作品
答案：",0.01802211740558152,0.5,0.48884833924242826,0.0681687593460083,-0.989852249622345,-0.9839663729071616
ood_0077,1,unknown_or_high_risk,planet,冥王星,创始人,"请回答下面查询。
对象：冥王星
属性：创始人
答案：",0.9970823211638348,0.5,0.4924259194725965,0.0001480650098528,-0.9999895095825196,-0.999983365434673
ood_0078,0,known_or_low_risk,company,谷歌,创始人,"请回答下面查询。
对象：谷歌
属性：创始人
答案：",0.021071938032605615,0.5,0.4924259194725965,0.1013200581073761,-0.9854944944381714,-0.977358739823103
ood_0079,0,known_or_low_risk,award,布克奖,颁发机构,"请回答下面查询。
对象：布克奖
属性：颁发机构
答案：",1.450336163654462e-06,0.5,0.4957995351821656,0.0915077477693557,-0.9901781678199768,-0.9873310066759586
ood_0080,1,unknown_or_high_risk,animal,家猫,代表作品,"请回答下面查询。
对象：家猫
属性：代表作品
答案：",0.07151095385191106,0.5,0.48884833924242826,0.2529478073120117,-0.9681847095489502,-0.96195986866951
ood_0081,0,known_or_low_risk,artist,达芬奇,代表作品,"请回答下面查询。
对象：达芬奇
属性：代表作品
答案：",0.0003814703982248817,0.5,0.49951741295845237,0.6761866807937622,-0.8436895608901978,-0.7614481002092361
ood_0082,1,unknown_or_high_risk,artist,马蒂斯,所属纲,"请回答下面查询。
对象：马蒂斯
属性：所属纲
答案：",0.009894312369489972,0.5,0.4906601705377227,0.5150229930877686,-0.820381224155426,-0.648419976234436
ood_0083,1,unknown_or_high_risk,software_framework,Laravel,所在国家,"请回答下面查询。
对象：Laravel
属性：所在国家
答案：",4.625326920144842e-07,0.5,0.49607914586085605,0.4964652061462402,-0.8975470066070557,-0.8476959094405174
ood_0084,0,known_or_low_risk,university,斯坦福大学,所在国家,"请回答下面查询。
对象：斯坦福大学
属性：所在国家
答案：",4.1383266761163734e-07,0.5,0.49243195771134585,0.0064646014943718,-0.9993215799331664,-0.9989915422629564
ood_0085,1,unknown_or_high_risk,film,《肖申克的救赎》,所在国家,"请回答下面查询。
对象：《肖申克的救赎》
属性：所在国家
答案：",1.013294725437659e-08,0.5,0.4914984404878059,0.1888229548931121,-0.9537965059280396,-0.907770786434412
ood_0086,0,known_or_low_risk,city,莫斯科,所在国家,"请回答下面查询。
对象：莫斯科
属性：所在国家
答案：",3.2142514189180673e-06,0.5,0.49317267198601694,0.0034070869442075,-0.999659776687622,-0.9994144304655492
ood_0087,0,known_or_low_risk,university,哈佛大学,所在国家,"请回答下面查询。
对象：哈佛大学
属性：所在国家
答案：",3.769989587836879e-07,0.5,0.4915104419559947,0.0147607140243053,-0.99824321269989,-0.996979414136149
ood_0088,1,unknown_or_high_risk,software_framework,Flask,所在国家,"请回答下面查询。
对象：Flask
属性：所在国家
答案：",1.3950167676800026e-07,0.5,0.4961517714035552,0.7304680943489075,-0.703889787197113,-0.4325160980224609
ood_0089,1,unknown_or_high_risk,disease,乙型肝炎,颁发机构,"请回答下面查询。
对象：乙型肝炎
属性：颁发机构
答案：",0.9889833698845722,0.5,0.4958010900032205,1.0034575462341309,-0.7144444584846497,-0.5996227860450745
ood_0090,1,unknown_or_high_risk,planet,金星,创始人,"请回答下面查询。
对象：金星
属性：创始人
答案：",0.9966447321865027,0.5,0.4945427297024055,0.0015511388191953,-0.9998623132705688,-0.9997600170390796
ood_0091,1,unknown_or_high_risk,animal,家犬,代表作品,"请回答下面查询。
对象：家犬
属性：代表作品
答案：",0.1466933783911373,0.5,0.48884833924242826,0.0854410752654075,-0.9907549023628236,-0.9878837391734124
ood_0092,0,known_or_low_risk,university,东京大学,所在国家,"请回答下面查询。
对象：东京大学
属性：所在国家
答案：",3.888584597788499e-08,0.5,0.4948081556883117,0.0125877950340509,-0.998446762561798,-0.9972023036098108
ood_0093,0,known_or_low_risk,artist,毕加索,代表作品,"请回答下面查询。
对象：毕加索
属性：代表作品
答案：",0.00017735970569609318,0.5,0.48884833924242826,0.2659485042095184,-0.9496205449104308,-0.9195682983845472
ood_0094,1,unknown_or_high_risk,university,巴黎大学,主要编程语言,"请回答下面查询。
对象：巴黎大学
属性：主要编程语言
答案：",0.8292269072251213,0.5,0.512485360562116,0.01675546169281,-0.9982593655586244,-0.997430532821454
ood_0095,0,known_or_low_risk,planet,天王星,所属恒星,"请回答下面查询。
对象：天王星
属性：所属恒星
答案：",5.5126405155030925e-08,0.5,0.4784458117517122,0.0720012336969375,-0.9868693947792052,-0.9740521982312202
ood_0096,1,unknown_or_high_risk,film,《千与千寻》,所在国家,"请回答下面查询。
对象：《千与千寻》
属性：所在国家
答案：",2.0804700262880928e-05,0.5,0.4914984404878059,0.0804973542690277,-0.9858046174049376,-0.9731997484341264
ood_0097,0,known_or_low_risk,award,奥斯卡金像奖,颁发机构,"请回答下面查询。
对象：奥斯卡金像奖
属性：颁发机构
答案：",3.168567487650668e-06,0.5,0.49793365860712774,1.2322248220443726,-0.5461528301239014,-0.2200300991535186
ood_0098,0,known_or_low_risk,artist,米开朗基罗,代表作品,"请回答下面查询。
对象：米开朗基罗
属性：代表作品
答案：",0.00014662961697470278,0.5,0.48884833924242826,0.0544248037040233,-0.9928871989250184,-0.989015311934054
ood_0099,1,unknown_or_high_risk,company,阿里巴巴,所属恒星,"请回答下面查询。
对象：阿里巴巴
属性：所属恒星
答案：",0.3433778983579218,0.5,0.48710979886804195,0.4404902458190918,-0.8908129930496216,-0.8012215718626976
ood_0100,0,known_or_low_risk,disease,乙型肝炎,常见病原体,"请回答下面查询。
对象：乙型肝炎
属性：常见病原体
答案：",0.0007497631936431009,0.5,0.4932695669367871,0.0001531563029857,-0.9999891519546508,-0.999983813828294
ood_0101,0,known_or_low_risk,city,纽约,所在国家,"请回答下面查询。
对象：纽约
属性：所在国家
答案：",1.1821998191494804e-05,0.5,0.49558821764964095,0.0072927419096231,-0.9991350769996644,-0.9983310400275514
ood_0102,1,unknown_or_high_risk,film,《星球大战》,所在国家,"请回答下面查询。
对象：《星球大战》
属性：所在国家
答案：",1.6794870907089107e-05,0.5,0.4914984404878059,0.5358140468597412,-0.784038245677948,-0.5696941167116165
ood_0103,1,unknown_or_high_risk,award,普利策奖,常见病原体,"请回答下面查询。
对象：普利策奖
属性：常见病原体
答案：",0.9999999848338785,0.5,0.48884833924242826,0.3469471931457519,-0.940355122089386,-0.919252809137106
ood_0104,1,unknown_or_high_risk,animal,蛇,代表作品,"请回答下面查询。
对象：蛇
属性：代表作品
答案：",0.3074615000479147,0.5,0.48884833924242826,0.5451582074165344,-0.9257086515426636,-0.8952461313456297
ood_0105,0,known_or_low_risk,animal,蛇,所属纲,"请回答下面查询。
对象：蛇
属性：所属纲
答案：",1.2557884760863029e-05,0.5,0.4784458117517122,0.0581641383469104,-0.9914201498031616,-0.987368442118168
ood_0106,1,unknown_or_high_risk,software_framework,Spring,所在国家,"请回答下面查询。
对象：Spring
属性：所在国家
答案：",0.00011204578284509547,0.5,0.49649607040962246,0.0457971543073654,-0.994175910949707,-0.9918609005399048
ood_0107,0,known_or_low_risk,software_framework,React,主要编程语言,"请回答下面查询。
对象：React
属性：主要编程语言
答案：",1.273923457536424e-09,0.5,0.5104178605922486,0.8706778883934021,-0.7462943196296692,-0.6166078150272369
ood_0108,0,known_or_low_risk,award,茅盾文学奖,颁发机构,"请回答下面查询。
对象：茅盾文学奖
属性：颁发机构
答案：",4.187245426643203e-05,0.5,0.4957995351821656,0.8804577589035034,-0.6492316126823425,-0.3425562977790832
ood_0109,0,known_or_low_risk,software_framework,Ruby on Rails,主要编程语言,"请回答下面查询。
对象：Ruby on Rails
属性：主要编程语言
答案：",1.1166063796383724e-10,0.5,0.5083541193613201,0.0150252683088183,-0.9981632828712464,-0.9969191772397608
ood_0110,0,known_or_low_risk,disease,登革热,常见病原体,"请回答下面查询。
对象：登革热
属性：常见病原体
答案：",0.0003250953072607892,0.5,0.48884833924242826,0.0009712107130326,-0.9999213218688964,-0.9998946347241144
ood_0111,0,known_or_low_risk,software_framework,Django,主要编程语言,"请回答下面查询。
对象：Django
属性：主要编程语言
答案：",5.8209720331875845e-09,0.5,0.5085786925597348,0.5375524759292603,-0.77888423204422,-0.5591898560523987
ood_0112,0,known_or_low_risk,film,《霸王别姬》,导演,"请回答下面查询。
对象：《霸王别姬》
属性：导演
答案：",0.017607779868905372,0.5,0.4917625313495569,0.0204632841050624,-0.997276246547699,-0.9948042458854616
ood_0113,0,known_or_low_risk,company,Meta,创始人,"请回答下面查询。
对象：Meta
属性：创始人
答案：",0.004539575872308171,0.5,0.49725444284125536,1.3188090324401855,-0.7411580085754395,-0.6793619953095913
ood_0114,1,unknown_or_high_risk,disease,霍乱,颁发机构,"请回答下面查询。
对象：霍乱
属性：颁发机构
答案：",0.9997333602696418,0.5,0.4957995351821656,0.5233063697814941,-0.8694589734077454,-0.7885866910219193
ood_0115,0,known_or_low_risk,software_framework,PyTorch,主要编程语言,"请回答下面查询。
对象：PyTorch
属性：主要编程语言
答案：",2.4917484063179164e-07,0.5,0.5092261652571466,1.0076640844345093,-0.5729647278785706,-0.3554918467998504
ood_0116,1,unknown_or_high_risk,university,东京大学,主要编程语言,"请回答下面查询。
对象：东京大学
属性：主要编程语言
答案：",0.9410223095378258,0.5,0.5135869007051569,0.4445018172264099,-0.903802752494812,-0.8383314982056618
ood_0117,0,known_or_low_risk,software_framework,Laravel,主要编程语言,"请回答下面查询。
对象：Laravel
属性：主要编程语言
答案：",3.285461927586904e-09,0.5,0.5090917751062718,0.6886653304100037,-0.7852899432182312,-0.6377383321523666
ood_0118,1,unknown_or_high_risk,software_framework,Vue,所在国家,"请回答下面查询。
对象：Vue
属性：所在国家
答案：",4.015030659043599e-06,0.5,0.49367932334218406,0.3514264225959778,-0.9240344166755676,-0.8882057145237923
ood_0119,1,unknown_or_high_risk,film,《泰坦尼克号》,所在国家,"请回答下面查询。
对象：《泰坦尼克号》
属性：所在国家
答案：",4.397986079127753e-07,0.5,0.4914984404878059,0.7602282762527466,-0.6125308871269226,-0.2467719912528991
ood_0120,1,unknown_or_high_risk,animal,老虎,代表作品,"请回答下面查询。
对象：老虎
属性：代表作品
答案：",0.2982951644305558,0.5,0.48884833924242826,0.3336601555347442,-0.9445549845695496,-0.9205361343920232
ood_0121,1,unknown_or_high_risk,planet,谷神星,创始人,"请回答下面查询。
对象：谷神星
属性：创始人
答案：",0.9731044048685394,0.5,0.4924259194725965,0.046360544860363,-0.994963526725769,-0.9929028826300056
