text,label,char_len,token_len
请回答：阿空加瓜山的所在山脉是什么？,0,18,13
请回答：乞力马扎罗山的主要设计者是什么？,1,20,14
请回答：道拉吉里峰的所在山脉是什么？,0,18,13
请回答：氟的主要流经大洲是什么？,1,16,11
请回答：照度的国际单位是什么？,0,15,10
请回答：电荷量的出生国家是什么？,1,16,11
请回答：国际原子能机构的化学式是什么？,1,19,12
请回答：莱茵河的主要流经大洲是什么？,0,18,13
请回答：红十字国际委员会的化学式是什么？,1,20,12
请回答：二氧化硅的总部所在地是什么？,1,18,10
请回答：印度的作者是什么？,1,13,8
请回答：《活着》的作者是什么？,0,15,10
请回答：马卡鲁峰的所在山脉是什么？,0,17,12
请回答：南迦帕尔巴特峰的所在山脉是什么？,0,20,15
请回答：《战争与和平》的作者是什么？,0,18,12
请回答：埃及的首都是什么？,0,13,9
请回答：勒拿河的化学符号是什么？,1,16,11
请回答：Rust的主要设计者是什么？,0,18,10
请回答：Rust的所在山脉是什么？,1,17,10
请回答：塔里木河的主要流经大洲是什么？,0,19,14
请回答：氮的化学符号是什么？,0,14,9
请回答：力的国际单位是什么？,0,14,9
请回答：《西游记》的作者是什么？,0,16,12
请回答：密度的出生国家是什么？,1,15,9
请回答：磁感应强度的国际单位是什么？,0,18,11
请回答：国际法院的总部所在地是什么？,0,18,10
请回答：Visual Basic的所在山脉是什么？,1,25,10
请回答：氢氧化钙的总部所在地是什么？,1,18,11
请回答：Go的主要设计者是什么？,0,16,9
请回答：Prolog的所在山脉是什么？,1,19,10
请回答：光强的国际单位是什么？,0,15,10
请回答：《浮士德》的首都是什么？,1,16,13
请回答：泰戈尔的国际单位是什么？,1,16,11
请回答：华盛顿的出生国家是什么？,0,16,9
请回答：碳酸钙的化学式是什么？,0,15,10
请回答：氯化钾的总部所在地是什么？,1,17,11
请回答：《茶馆》的作者是什么？,0,15,11
请回答：硫化氢的化学式是什么？,0,15,11
请回答：勃朗峰的所在山脉是什么？,0,16,11
请回答：磷的化学符号是什么？,0,14,9
请回答：五台山的所在山脉是什么？,0,16,11
请回答：红十字国际委员会的总部所在地是什么？,0,22,12
请回答：物质的量的出生国家是什么？,1,17,11
请回答：硝酸的化学式是什么？,0,14,10
请回答：《雷雨》的作者是什么？,0,15,11
请回答：韩国的首都是什么？,0,13,9
请回答：欧盟委员会的总部所在地是什么？,0,19,10
请回答：银的化学符号是什么？,0,14,9
请回答：印度的首都是什么？,0,13,9
请回答：弗洛伊德的出生国家是什么？,0,17,12
请回答：伏尔加河的主要流经大洲是什么？,0,19,14
请回答：芬兰的首都是什么？,0,13,9
请回答：氧气的化学式是什么？,0,14,9
请回答：《活着》的首都是什么？,1,15,11
请回答：赞比西河的主要流经大洲是什么？,0,19,14
请回答：《老人与海》的作者是什么？,0,17,12
请回答：底格里斯河的化学符号是什么？,1,18,12
请回答：二氧化硅的化学式是什么？,0,16,10
请回答：甲烷的总部所在地是什么？,1,16,10
请回答：乞力马扎罗山的所在山脉是什么？,0,19,14
请回答：照度的出生国家是什么？,1,15,10
请回答：质量的出生国家是什么？,1,15,9
请回答：哥白尼的国际单位是什么？,1,16,11
请回答：热量的国际单位是什么？,0,15,9
请回答：时间的国际单位是什么？,0,15,9
请回答：电压的国际单位是什么？,0,15,9
请回答：安纳布尔纳峰的主要设计者是什么？,1,20,13
请回答：Kotlin的主要设计者是什么？,0,20,10
请回答：珠江的主要流经大洲是什么？,0,17,11
请回答：磁通量的出生国家是什么？,1,16,11
请回答：英国的作者是什么？,1,13,8
请回答：Ruby的主要设计者是什么？,0,18,9
请回答：钾的主要流经大洲是什么？,1,16,11
请回答：氯化银的总部所在地是什么？,1,17,11
请回答：铬的主要流经大洲是什么？,1,16,11
请回答：峨眉山的所在山脉是什么？,0,16,11
请回答：国际能源署的化学式是什么？,1,17,11
请回答：《骆驼祥子》的作者是什么？,0,17,13
请回答：氯气的化学式是什么？,0,14,10
请回答：国际劳工组织的化学式是什么？,1,18,12
请回答：欧盟委员会的化学式是什么？,1,17,10
请回答：臭氧的总部所在地是什么？,1,16,10
请回答：玉山的主要设计者是什么？,1,16,10
请回答：《子夜》的首都是什么？,1,15,12
请回答：波兰的作者是什么？,1,13,8
请回答：联合国教科文组织的化学式是什么？,1,20,13
请回答：《红楼梦》的作者是什么？,0,16,10
请回答：安徒生的国际单位是什么？,1,16,11
请回答：乙酸的化学式是什么？,0,14,10
请回答：幼发拉底河的主要流经大洲是什么？,0,20,15
请回答：国际货币基金组织的总部所在地是什么？,0,22,12
请回答：《悲惨世界》的作者是什么？,0,17,12
请回答：非洲联盟的化学式是什么？,1,16,10
请回答：《三国演义》的首都是什么？,1,17,13
请回答：亚里士多德的国际单位是什么？,1,18,13
请回答：温度的出生国家是什么？,1,15,9
请回答：JavaScript的主要设计者是什么？,0,24,9
请回答：金的化学符号是什么？,0,14,9
请回答：速度的国际单位是什么？,0,15,9
请回答：特斯拉的出生国家是什么？,0,16,9
请回答：Scala的所在山脉是什么？,1,18,9
请回答：《呼啸山庄》的作者是什么？,0,17,12
请回答：拉普拉塔河的化学符号是什么？,1,18,13
请回答：世界卫生组织的化学式是什么？,1,18,11
请回答：氧气的总部所在地是什么？,1,16,9
请回答：爱因斯坦的国际单位是什么？,1,17,11
请回答：电压的出生国家是什么？,1,15,9
请回答：莱茵河的化学符号是什么？,1,16,11
请回答：Pascal的主要设计者是什么？,0,20,10
请回答：氯化银的化学式是什么？,0,15,11
请回答：泰国的作者是什么？,1,13,8
请回答：西班牙的首都是什么？,0,14,9
请回答：国际电信联盟的化学式是什么？,1,18,11
请回答：氢氧化钠的总部所在地是什么？,1,18,11
请回答：硫的主要流经大洲是什么？,1,16,11
请回答：黄山的所在山脉是什么？,0,15,9
请回答：世界气象组织的化学式是什么？,1,18,11
请回答：《小王子》的首都是什么？,1,16,12
请回答：Swift的所在山脉是什么？,1,18,9
请回答：笛卡尔的国际单位是什么？,1,16,10
请回答：庐山的所在山脉是什么？,0,15,10
请回答：安徒生的出生国家是什么？,0,16,11
请回答：氮的主要流经大洲是什么？,1,16,11
请回答：电阻的出生国家是什么？,1,15,9
请回答：澳大利亚的作者是什么？,1,15,8
请回答：PHP的所在山脉是什么？,1,16,9
请回答：肖邦的出生国家是什么？,0,15,10
请回答：硫的化学符号是什么？,0,14,9
请回答：韩国的作者是什么？,1,13,8
请回答：墨西哥的作者是什么？,1,14,8
请回答：Objective-C的主要设计者是什么？,0,25,10
请回答：一氧化碳的总部所在地是什么？,1,18,11
请回答：面积的国际单位是什么？,0,15,9
请回答：Kotlin的所在山脉是什么？,1,19,10
请回答：二氧化硫的化学式是什么？,0,16,10
请回答：Prolog的主要设计者是什么？,0,20,10
请回答：美国的首都是什么？,0,13,9
请回答：《老人与海》的首都是什么？,1,17,13
请回答：世界银行的化学式是什么？,1,16,10
请回答：美国的作者是什么？,1,13,8
请回答：臭氧的化学式是什么？,0,14,10
请回答：长江的化学符号是什么？,1,15,9
请回答：《骆驼祥子》的首都是什么？,1,17,14
请回答：挪威的作者是什么？,1,13,8
请回答：Visual Basic的主要设计者是什么？,0,26,10
请回答：国际奥委会的总部所在地是什么？,0,19,11
请回答：磷的主要流经大洲是什么？,1,16,11
请回答：奥里诺科河的主要流经大洲是什么？,0,20,15
请回答：黄河的化学符号是什么？,1,15,9
请回答：易北河的化学符号是什么？,1,16,11
请回答：意大利的首都是什么？,0,14,9
请回答：莎士比亚的出生国家是什么？,0,17,11
请回答：《呐喊》的作者是什么？,0,15,11
请回答：硝酸的总部所在地是什么？,1,16,10
请回答：国际海事组织的化学式是什么？,1,18,12
请回答：氢氧化钙的化学式是什么？,0,16,11
请回答：日本的首都是什么？,0,13,9
请回答：达尔文的出生国家是什么？,0,16,10
请回答：Lisp的主要设计者是什么？,0,18,10
请回答：R语言的所在山脉是什么？,1,16,10
请回答：过氧化氢的化学式是什么？,0,16,11
请回答：《呐喊》的首都是什么？,1,15,12
请回答：联合国的总部所在地是什么？,0,17,9
请回答：盐酸的总部所在地是什么？,1,16,10
请回答：联合国儿童基金会的化学式是什么？,1,20,11
请回答：林肯的国际单位是什么？,1,15,10
请回答：丘吉尔的出生国家是什么？,0,16,11
请回答：《围城》的作者是什么？,0,15,11
请回答：德纳里峰的所在山脉是什么？,0,17,12
请回答：《三国演义》的作者是什么？,0,17,12
请回答：托尔斯泰的国际单位是什么？,1,17,11
请回答：希腊的作者是什么？,1,13,8
请回答：华山的所在山脉是什么？,0,15,10
请回答：阿尔卑斯山主峰的主要设计者是什么？,1,21,14
请回答：洛子峰的所在山脉是什么？,0,16,11
请回答：俄罗斯的作者是什么？,1,14,8
请回答：刚果河的化学符号是什么？,1,16,11
请回答：氨气的总部所在地是什么？,1,16,10
请回答：时间的出生国家是什么？,1,15,9
请回答：硫酸的总部所在地是什么？,1,16,9
请回答：泰国的首都是什么？,0,13,9
请回答：MATLAB的主要设计者是什么？,0,20,10
请回答：碳酸钠的化学式是什么？,0,15,10
请回答：乔戈里峰的所在山脉是什么？,0,17,12
请回答：加速度的出生国家是什么？,1,16,10
请回答：加拿大的首都是什么？,0,14,9
请回答：智利的作者是什么？,1,13,9
请回答：底格里斯河的主要流经大洲是什么？,0,20,14
请回答：Dart的所在山脉是什么？,1,17,10
请回答：氮气的总部所在地是什么？,1,16,10
请回答：锰的主要流经大洲是什么？,1,16,11
请回答：国际刑警组织的总部所在地是什么？,0,20,11
请回答：氧的化学符号是什么？,0,14,9
请回答：能量的国际单位是什么？,0,15,9
请回答：黑龙江的化学符号是什么？,1,16,9
请回答：德纳里峰的主要设计者是什么？,1,18,12
请回答：乙醇的总部所在地是什么？,1,16,10
请回答：碳酸氢钠的总部所在地是什么？,1,18,11
请回答：幼发拉底河的化学符号是什么？,1,18,13
请回答：Smalltalk的所在山脉是什么？,1,22,10
请回答：墨累河的主要流经大洲是什么？,0,18,13
请回答：越南的首都是什么？,0,13,9
请回答：动量的国际单位是什么？,0,15,10
请回答：伽利略的国际单位是什么？,1,16,11
请回答：镁的化学符号是什么？,0,14,9
请回答：水的化学式是什么？,0,13,9
请回答：角速度的国际单位是什么？,0,16,10
请回答：黑格尔的出生国家是什么？,0,16,10
请回答：五台山的主要设计者是什么？,1,17,11
请回答：瑞典的作者是什么？,1,13,8
请回答：PHP的主要设计者是什么？,0,17,9
请回答：黑龙江的主要流经大洲是什么？,0,18,11
请回答：电感的国际单位是什么？,0,15,10
请回答：富士山的主要设计者是什么？,1,17,11
请回答：湄公河的化学符号是什么？,1,16,11
请回答：长江的主要流经大洲是什么？,0,17,11
请回答：钙的化学符号是什么？,0,14,9
请回答：锰的化学符号是什么？,0,14,9
请回答：碳酸氢钠的化学式是什么？,0,16,11
请回答：铅的主要流经大洲是什么？,1,16,11
请回答：鄂毕河的化学符号是什么？,1,16,11
请回答：力的出生国家是什么？,1,14,9
请回答：《呼啸山庄》的首都是什么？,1,17,13
请回答：氢气的总部所在地是什么？,1,16,10
请回答：锂的主要流经大洲是什么？,1,16,11
请回答：《朝花夕拾》的首都是什么？,1,17,14
请回答：密西西比河的化学符号是什么？,1,18,13
请回答：乔戈里峰的主要设计者是什么？,1,18,12
请回答：质量的国际单位是什么？,0,15,9
请回答：Haskell的所在山脉是什么？,1,20,10
请回答：电容的出生国家是什么？,1,15,10
请回答：雨果的出生国家是什么？,0,15,10
请回答：国际法院的化学式是什么？,1,16,10
请回答：电容的国际单位是什么？,0,15,10
请回答：北约的总部所在地是什么？,0,16,9
请回答：C++的主要设计者是什么？,0,17,10
请回答：道拉吉里峰的主要设计者是什么？,1,19,13
请回答：石油输出国组织的化学式是什么？,1,19,12
请回答：镍的主要流经大洲是什么？,1,16,11
请回答：黄河的主要流经大洲是什么？,0,17,11
请回答：爱因斯坦的出生国家是什么？,0,17,11
请回答：氖的主要流经大洲是什么？,1,16,11
请回答：《傲慢与偏见》的首都是什么？,1,18,15
请回答：BASIC的主要设计者是什么？,0,19,10
请回答：瑞士的作者是什么？,1,13,8
请回答：巴西的作者是什么？,1,13,8
请回答：镍的化学符号是什么？,0,14,9
请回答：唐古拉山主峰的所在山脉是什么？,0,19,14
请回答：硅的化学符号是什么？,0,14,9
请回答：托尔斯泰的出生国家是什么？,0,17,11
请回答：国际电信联盟的总部所在地是什么？,0,20,11
请回答：挪威的首都是什么？,0,13,9
请回答：硼的主要流经大洲是什么？,1,16,11
请回答：国际能源署的总部所在地是什么？,0,19,11
请回答：拿破仑的出生国家是什么？,0,16,11
请回答：《变形记》的首都是什么？,1,16,12
请回答：厄尔布鲁士山的所在山脉是什么？,0,19,13
请回答：卓奥友峰的主要设计者是什么？,1,18,12
请回答：世界知识产权组织的化学式是什么？,1,20,11
请回答：动量的出生国家是什么？,1,15,10
请回答：氖的化学符号是什么？,0,14,9
请回答：《童年》的作者是什么？,0,15,10
请回答：南迦帕尔巴特峰的主要设计者是什么？,1,21,15
请回答：南非的作者是什么？,1,13,8
请回答：MATLAB的所在山脉是什么？,1,19,10
请回答：国际原子能机构的总部所在地是什么？,0,21,12
请回答：葡萄牙的作者是什么？,1,14,8
请回答：英国的首都是什么？,0,13,9
请回答：锂的化学符号是什么？,0,14,9
请回答：氟的化学符号是什么？,0,14,9
请回答：庐山的主要设计者是什么？,1,16,10
请回答：密度的国际单位是什么？,0,15,9
请回答：国际劳工组织的总部所在地是什么？,0,20,12
请回答：肖邦的国际单位是什么？,1,15,10
请回答：联合国的化学式是什么？,1,15,9
请回答：厄尔布鲁士山的主要设计者是什么？,1,20,13
请回答：泰戈尔的出生国家是什么？,0,16,11
请回答：土耳其的作者是什么？,1,14,8
请回答：土耳其的首都是什么？,0,14,9
请回答：《战争与和平》的首都是什么？,1,18,13
请回答：国际海事组织的总部所在地是什么？,0,20,12
请回答：铬的化学符号是什么？,0,14,9
请回答：一氧化碳的化学式是什么？,0,16,11
请回答：亚马孙河的主要流经大洲是什么？,0,19,13
请回答：塔里木河的化学符号是什么？,1,17,12
请回答：罗讷河的主要流经大洲是什么？,0,18,13
请回答：TypeScript的主要设计者是什么？,0,24,10
请回答：巴赫的国际单位是什么？,1,15,10
请回答：《平凡的世界》的首都是什么？,1,18,12
请回答：黑格尔的国际单位是什么？,1,16,10
请回答：锌的化学符号是什么？,0,14,9
请回答：Fortran的主要设计者是什么？,0,21,10
请回答：水的总部所在地是什么？,1,15,9
请回答：赞比西河的化学符号是什么？,1,17,12
请回答：门捷列夫的国际单位是什么？,1,17,12
请回答：硫化氢的总部所在地是什么？,1,17,11
请回答：希腊的首都是什么？,0,13,9
请回答：阿根廷的首都是什么？,0,14,9
请回答：华盛顿的国际单位是什么？,1,16,9
请回答：武夷山的所在山脉是什么？,0,16,11
请回答：Objective-C的所在山脉是什么？,1,24,10
请回答：牛顿的出生国家是什么？,0,15,10
请回答：智利的首都是什么？,0,13,10
请回答：日本的作者是什么？,1,13,8
请回答：Perl的主要设计者是什么？,0,18,9
请回答：BASIC的所在山脉是什么？,1,18,10
请回答：《神曲》的首都是什么？,1,15,12
请回答：面积的出生国家是什么？,1,15,9
请回答：氢的主要流经大洲是什么？,1,16,11
请回答：澳大利亚的首都是什么？,0,15,9
请回答：碳酸钙的总部所在地是什么？,1,17,10
请回答：Java的主要设计者是什么？,0,18,9
请回答：《局外人》的首都是什么？,1,16,13
请回答：Lua的主要设计者是什么？,0,17,9
请回答：《红楼梦》的首都是什么？,1,16,11
请回答：国际标准化组织的化学式是什么？,1,19,11
请回答：印度河的主要流经大洲是什么？,0,18,12
请回答：C#的主要设计者是什么？,0,16,10
请回答：压强的出生国家是什么？,1,15,10
请回答：Julia的所在山脉是什么？,1,18,10
请回答：锌的主要流经大洲是什么？,1,16,11
请回答：Swift的主要设计者是什么？,0,19,9
请回答：惠特尼山的所在山脉是什么？,0,17,12
请回答：达尔文的国际单位是什么？,1,16,10
请回答：《家》的作者是什么？,0,14,10
请回答：氩的主要流经大洲是什么？,1,16,11
请回答：珠穆朗玛峰的主要设计者是什么？,1,19,13
请回答：Go的所在山脉是什么？,1,15,9
请回答：频率的国际单位是什么？,0,15,9
请回答：《平凡的世界》的作者是什么？,0,18,11
请回答：C语言的主要设计者是什么？,0,17,10
请回答：碳的化学符号是什么？,0,14,9
请回答：体积的出生国家是什么？,1,15,9
请回答：葡萄糖的总部所在地是什么？,1,17,10
请回答：《傲慢与偏见》的作者是什么？,0,18,14
请回答：喀喇昆仑山主峰的主要设计者是什么？,1,21,14
请回答：亚马孙河的化学符号是什么？,1,17,11
请回答：镁的主要流经大洲是什么？,1,16,11
请回答：《水浒传》的首都是什么？,1,16,13
请回答：《水浒传》的作者是什么？,0,16,12
请回答：马克思的出生国家是什么？,0,16,9
请回答：塞纳河的主要流经大洲是什么？,0,18,13
请回答：干城章嘉峰的所在山脉是什么？,0,18,13
请回答：阿根廷的作者是什么？,1,14,8
请回答：密西西比河的主要流经大洲是什么？,0,20,15
请回答：林肯的出生国家是什么？,0,15,10
请回答：芬兰的作者是什么？,1,13,8
请回答：瑞典的首都是什么？,0,13,9
请回答：易北河的主要流经大洲是什么？,0,18,13
请回答：二氧化碳的总部所在地是什么？,1,18,9
请回答：西班牙的作者是什么？,1,14,8
请回答：二氧化碳的化学式是什么？,0,16,9
请回答：过氧化氢的总部所在地是什么？,1,18,11
请回答：康德的国际单位是什么？,1,15,10
请回答：Perl的所在山脉是什么？,1,17,9
请回答：磁感应强度的出生国家是什么？,1,18,11
请回答：埃及的作者是什么？,1,13,8
请回答：Lisp的所在山脉是什么？,1,17,10
请回答：氯气的总部所在地是什么？,1,16,10
请回答：铝的化学符号是什么？,0,14,9
请回答：法国的首都是什么？,0,13,9
请回答：Haskell的主要设计者是什么？,0,21,10
请回答：巴赫的出生国家是什么？,0,15,10
请回答：C#的所在山脉是什么？,1,15,10
请回答：《一九八四》的作者是什么？,0,17,13
请回答：物质的量的国际单位是什么？,0,17,11
请回答：国际奥委会的化学式是什么？,1,17,11
请回答：JavaScript的所在山脉是什么？,1,23,9
请回答：《茶馆》的首都是什么？,1,15,12
请回答：碳的主要流经大洲是什么？,1,16,11
请回答：磁通量的国际单位是什么？,0,16,11
请回答：金的主要流经大洲是什么？,1,16,11
请回答：电阻的国际单位是什么？,0,15,9
请回答：氮气的化学式是什么？,0,14,10
请回答：铁的化学符号是什么？,0,14,9
请回答：长度的出生国家是什么？,1,15,9
请回答：南非的首都是什么？,0,13,9
请回答：伏尔加河的化学符号是什么？,1,17,12
请回答：《悲惨世界》的首都是什么？,1,17,13
请回答：亚里士多德的出生国家是什么？,0,18,13
请回答：湄公河的主要流经大洲是什么？,0,18,13
请回答：R语言的主要设计者是什么？,0,17,10
请回答：贝多芬的出生国家是什么？,0,16,11
请回答：温度的国际单位是什么？,0,15,9
请回答：功的出生国家是什么？,1,14,9
请回答：法国的作者是什么？,1,13,8
请回答：欧洲中央银行的总部所在地是什么？,0,20,11
请回答：马纳斯卢峰的主要设计者是什么？,1,19,12
请回答：东盟的总部所在地是什么？,0,16,9
请回答：氢气的化学式是什么？,0,14,10
请回答：Julia的主要设计者是什么？,0,19,10
请回答：硫酸铜的化学式是什么？,0,15,10
请回答：氦的化学符号是什么？,0,14,9
请回答：马克思的国际单位是什么？,1,16,9
请回答：硫酸的化学式是什么？,0,14,9
请回答：伽利略的出生国家是什么？,0,16,11
请回答：TypeScript的所在山脉是什么？,1,23,10
请回答：光强的出生国家是什么？,1,15,10
请回答：碘的主要流经大洲是什么？,1,16,11
请回答：肯尼亚的首都是什么？,0,14,10
请回答：贝多芬的国际单位是什么？,1,16,11
请回答：C语言的所在山脉是什么？,1,16,10
请回答：加拿大的作者是什么？,1,14,8
请回答：Ruby的所在山脉是什么？,1,17,9
请回答：奥里诺科河的化学符号是什么？,1,18,13
请回答：氨气的化学式是什么？,0,14,10
请回答：勃朗峰的主要设计者是什么？,1,17,11
请回答：国际民航组织的化学式是什么？,1,18,11
请回答：Java的所在山脉是什么？,1,17,9
请回答：北约的化学式是什么？,1,14,9
请回答：世界贸易组织的化学式是什么？,1,18,11
请回答：Dart的主要设计者是什么？,0,18,10
请回答：钠的主要流经大洲是什么？,1,16,11
请回答：Pascal的所在山脉是什么？,1,19,10
请回答：富士山的所在山脉是什么？,0,16,11
请回答：Erlang的所在山脉是什么？,1,19,11
请回答：洛子峰的主要设计者是什么？,1,17,11
请回答：铁的主要流经大洲是什么？,1,16,11
请回答：《朝花夕拾》的作者是什么？,0,17,13
请回答：尼日利亚的首都是什么？,0,15,11
请回答：加速度的国际单位是什么？,0,16,10
请回答：德国的首都是什么？,0,13,9
请回答：苏格拉底的出生国家是什么？,0,17,12
请回答：卓奥友峰的所在山脉是什么？,0,17,12
请回答：多瑙河的主要流经大洲是什么？,0,18,13
请回答：刚果河的主要流经大洲是什么？,0,18,13
请回答：《边城》的作者是什么？,0,15,11
请回答：《小王子》的作者是什么？,0,16,11
请回答：国际货币基金组织的化学式是什么？,1,20,12
请回答：石油输出国组织的总部所在地是什么？,0,21,12
请回答：阿姆河的主要流经大洲是什么？,0,18,13
请回答：泰山的主要设计者是什么？,1,16,9
请回答：亚洲开发银行的化学式是什么？,1,18,11
请回答：阿姆河的化学符号是什么？,1,16,11
请回答：达芬奇的出生国家是什么？,0,16,11
请回答：葡萄糖的化学式是什么？,0,15,10
请回答：叶尼塞河的化学符号是什么？,1,17,12
请回答：珠江的化学符号是什么？,1,15,9
请回答：特斯拉的国际单位是什么？,1,16,9
请回答：氯化钠的化学式是什么？,0,15,11
请回答：维苏威火山的所在山脉是什么？,0,18,12
请回答：泰晤士河的化学符号是什么？,1,17,12
请回答：氯化钾的化学式是什么？,0,15,11
请回答：角速度的出生国家是什么？,1,16,10
请回答：雨果的国际单位是什么？,1,15,10
请回答：Lua的所在山脉是什么？,1,16,9
请回答：国际足联的化学式是什么？,1,16,11
请回答：铜的化学符号是什么？,0,14,9
请回答：国际足联的总部所在地是什么？,0,18,11
请回答：《西游记》的首都是什么？,1,16,13
请回答：叶尼塞河的主要流经大洲是什么？,0,19,14
请回答：笛卡尔的出生国家是什么？,0,16,10
请回答：铜的主要流经大洲是什么？,1,16,11
请回答：武夷山的主要设计者是什么？,1,17,11
请回答：世界自然基金会的总部所在地是什么？,0,21,11
请回答：尼日利亚的作者是什么？,1,15,10
请回答：硼的化学符号是什么？,0,14,9
请回答：阿拉伯联盟的总部所在地是什么？,0,19,10
请回答：鄂毕河的主要流经大洲是什么？,0,18,13
请回答：柏拉图的出生国家是什么？,0,16,11
请回答：热量的出生国家是什么？,1,15,9
请回答：氧化铝的总部所在地是什么？,1,17,10
请回答：喀喇昆仑山主峰的所在山脉是什么？,0,20,14
请回答：硫酸铜的总部所在地是什么？,1,17,10
请回答：《围城》的首都是什么？,1,15,12
请回答：塞纳河的化学符号是什么？,1,16,11
请回答：世界气象组织的总部所在地是什么？,0,20,11
请回答：牛顿的国际单位是什么？,1,15,10
请回答：居里夫人的国际单位是什么？,1,17,11
请回答：氧化铝的化学式是什么？,0,15,10
请回答：拿破仑的国际单位是什么？,1,16,11
请回答：放射性活度的国际单位是什么？,0,18,12
请回答：惠特尼山的主要设计者是什么？,1,18,12
请回答：阿空加瓜山的主要设计者是什么？,1,19,13
请回答：《家》的首都是什么？,1,14,11
请回答：峨眉山的主要设计者是什么？,1,17,11
请回答：《哈姆雷特》的首都是什么？,1,17,14
请回答：额尔齐斯河的主要流经大洲是什么？,0,20,15
请回答：欧洲中央银行的化学式是什么？,1,18,11
请回答：瑞士的首都是什么？,0,13,9
请回答：《边城》的首都是什么？,1,15,12
请回答：世界贸易组织的总部所在地是什么？,0,20,11
请回答：莫扎特的出生国家是什么？,0,16,11
请回答：氢的化学符号是什么？,0,14,9
请回答：《哈姆雷特》的作者是什么？,0,17,13
请回答：苏格拉底的国际单位是什么？,1,17,12
请回答：氯化钠的总部所在地是什么？,1,17,11
请回答：马卡鲁峰的主要设计者是什么？,1,18,12
请回答：功的国际单位是什么？,0,14,9
请回答：波兰的首都是什么？,0,13,9
请回答：泰晤士河的主要流经大洲是什么？,0,19,14
请回答：氩的化学符号是什么？,0,14,9
请回答：莎士比亚的国际单位是什么？,1,17,11
请回答：《童年》的首都是什么？,1,15,11
请回答：柏拉图的国际单位是什么？,1,16,11
请回答：《复活》的作者是什么？,0,15,10
