id,prompt,label,type,category,entity,char_len,token_len
ctrl_0049,请回答：《雪原长椅》的作者是谁？,1,unknown_controlled_v2,book_author,雪原长椅,16,13
ctrl_0050,请回答：纳维酸的化学式是什么？,1,unknown_controlled_v2,chemical_formula,纳维酸,15,11
ctrl_0051,请回答：塞纳河主要流经哪个大洲？,0,known_controlled_v2,river_continent,塞纳河,16,13
ctrl_0052,请回答：世界银行的总部位于哪里？,0,known_controlled_v2,organization_headquarters,世界银行,16,10
ctrl_0053,请回答：阿尔维达的首都是哪里？,1,unknown_controlled_v2,capital,阿尔维达,15,11
ctrl_0054,请回答：米兰德出生在哪个国家？,1,unknown_controlled_v2,person_country,米兰德,15,10
ctrl_0055,请回答：《南城钟楼》的作者是谁？,1,unknown_controlled_v2,book_author,南城钟楼,16,13
ctrl_0056,请回答：苏格拉底出生在哪个国家？,0,known_controlled_v2,person_country,苏格拉底,16,12
ctrl_0057,请回答：萨林河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,萨林河,16,13
ctrl_0058,请回答：世界知识产权组织的总部位于哪里？,0,known_controlled_v2,organization_headquarters,世界知识产权组织,20,11
ctrl_0059,请回答：索钒的化学符号是什么？,1,unknown_controlled_v2,element_symbol,索钒,15,10
ctrl_0060,请回答：利塔河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,利塔河,16,13
ctrl_0061,请回答：帕罗科学联盟的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,帕罗科学联盟,18,12
ctrl_0062,请回答：卡尔多亚的首都是哪里？,1,unknown_controlled_v2,capital,卡尔多亚,15,11
ctrl_0063,请回答：拉普拉塔河主要流经哪个大洲？,0,known_controlled_v2,river_continent,拉普拉塔河,18,15
ctrl_0064,请回答：贝洛酸的化学式是什么？,1,unknown_controlled_v2,chemical_formula,贝洛酸,15,11
ctrl_0065,请回答：诺瓦利亚的首都是哪里？,1,unknown_controlled_v2,capital,诺瓦利亚,15,11
ctrl_0066,请回答：洛铂的化学符号是什么？,1,unknown_controlled_v2,element_symbol,洛铂,15,10
ctrl_0067,请回答：《石桥晚歌》的作者是谁？,1,unknown_controlled_v2,book_author,石桥晚歌,16,13
ctrl_0068,请回答：《蓝钟旅人》的作者是谁？,1,unknown_controlled_v2,book_author,蓝钟旅人,16,13
ctrl_0069,请回答：《飘》的作者是谁？,0,known_controlled_v2,book_author,飘,13,10
ctrl_0070,请回答：纳洛夫出生在哪个国家？,1,unknown_controlled_v2,person_country,纳洛夫,15,11
ctrl_0071,请回答：兰钴的化学符号是什么？,1,unknown_controlled_v2,element_symbol,兰钴,15,10
ctrl_0072,请回答：越南的首都是哪里？,0,known_controlled_v2,capital,越南,13,9
ctrl_0073,请回答：泰晤士河主要流经哪个大洲？,0,known_controlled_v2,river_continent,泰晤士河,17,14
ctrl_0074,请回答：巴铪的化学符号是什么？,1,unknown_controlled_v2,element_symbol,巴铪,15,10
ctrl_0075,请回答：西钼的化学符号是什么？,1,unknown_controlled_v2,element_symbol,西钼,15,10
ctrl_0076,请回答：卡感度的国际单位是什么？,1,unknown_controlled_v2,physical_unit,卡感度,16,11
ctrl_0077,请回答：底格里斯河主要流经哪个大洲？,0,known_controlled_v2,river_continent,底格里斯河,18,14
ctrl_0078,请回答：碳酸钙的化学式是什么？,0,known_controlled_v2,chemical_formula,碳酸钙,15,10
ctrl_0079,请回答：帕森河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,帕森河,16,13
ctrl_0080,请回答：氨气的化学式是什么？,0,known_controlled_v2,chemical_formula,氨气,14,10
ctrl_0081,请回答：《茶馆》的作者是谁？,0,known_controlled_v2,book_author,茶馆,14,11
ctrl_0082,请回答：贝铬的化学符号是什么？,1,unknown_controlled_v2,element_symbol,贝铬,15,10
ctrl_0083,请回答：阿维森出生在哪个国家？,1,unknown_controlled_v2,person_country,阿维森,15,11
ctrl_0084,请回答：肖邦出生在哪个国家？,0,known_controlled_v2,person_country,肖邦,14,10
ctrl_0085,请回答：珠江主要流经哪个大洲？,0,known_controlled_v2,river_continent,珠江,15,11
ctrl_0086,请回答：《围城》的作者是谁？,0,known_controlled_v2,book_author,围城,14,11
ctrl_0087,请回答：莎士比亚出生在哪个国家？,0,known_controlled_v2,person_country,莎士比亚,16,11
ctrl_0088,请回答：多米兰亚的首都是哪里？,1,unknown_controlled_v2,capital,多米兰亚,15,11
ctrl_0089,请回答：达芬奇出生在哪个国家？,0,known_controlled_v2,person_country,达芬奇,15,11
ctrl_0090,请回答：磁通量的国际单位是什么？,0,known_controlled_v2,physical_unit,磁通量,16,11
ctrl_0091,请回答：塔兰德出生在哪个国家？,1,unknown_controlled_v2,person_country,塔兰德,15,11
ctrl_0092,请回答：维锡的化学符号是什么？,1,unknown_controlled_v2,element_symbol,维锡,15,10
ctrl_0093,请回答：臭氧的化学式是什么？,0,known_controlled_v2,chemical_formula,臭氧,14,10
ctrl_0094,请回答：氢气的化学式是什么？,0,known_controlled_v2,chemical_formula,氢气,14,10
ctrl_0095,请回答：塞曼河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,塞曼河,16,13
ctrl_0096,请回答：格兰河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,格兰河,16,13
ctrl_0097,请回答：欧盟委员会的总部位于哪里？,0,known_controlled_v2,organization_headquarters,欧盟委员会,17,10
ctrl_0098,请回答：钾的化学符号是什么？,0,known_controlled_v2,element_symbol,钾,14,9
ctrl_0099,请回答：碳酸氢钠的化学式是什么？,0,known_controlled_v2,chemical_formula,碳酸氢钠,16,11
ctrl_0100,请回答：《红楼梦》的作者是谁？,0,known_controlled_v2,book_author,红楼梦,15,10
ctrl_0101,请回答：盐酸的化学式是什么？,0,known_controlled_v2,chemical_formula,盐酸,14,10
ctrl_0102,请回答：国际电信联盟的总部位于哪里？,0,known_controlled_v2,organization_headquarters,国际电信联盟,18,11
ctrl_0103,请回答：科动压的国际单位是什么？,1,unknown_controlled_v2,physical_unit,科动压,16,11
ctrl_0104,请回答：洛塔尔出生在哪个国家？,1,unknown_controlled_v2,person_country,洛塔尔,15,11
ctrl_0105,请回答：阿索盐的化学式是什么？,1,unknown_controlled_v2,chemical_formula,阿索盐,15,11
ctrl_0106,请回答：印度的首都是哪里？,0,known_controlled_v2,capital,印度,13,9
ctrl_0107,请回答：巴维尔出生在哪个国家？,1,unknown_controlled_v2,person_country,巴维尔,15,10
ctrl_0108,请回答：《铜雀旅店》的作者是谁？,1,unknown_controlled_v2,book_author,铜雀旅店,16,13
ctrl_0109,请回答：安徒生出生在哪个国家？,0,known_controlled_v2,person_country,安徒生,15,11
ctrl_0110,请回答：兰磁率的国际单位是什么？,1,unknown_controlled_v2,physical_unit,兰磁率,16,11
ctrl_0111,请回答：国际奥委会的总部位于哪里？,0,known_controlled_v2,organization_headquarters,国际奥委会,17,11
ctrl_0112,请回答：门捷列夫出生在哪个国家？,0,known_controlled_v2,person_country,门捷列夫,16,12
ctrl_0113,请回答：米通量的国际单位是什么？,1,unknown_controlled_v2,physical_unit,米通量,16,11
ctrl_0114,请回答：《深巷回声》的作者是谁？,1,unknown_controlled_v2,book_author,深巷回声,16,13
ctrl_0115,请回答：兰托河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,兰托河,16,13
ctrl_0116,请回答：韩国的首都是哪里？,0,known_controlled_v2,capital,韩国,13,9
ctrl_0117,请回答：时间的国际单位是什么？,0,known_controlled_v2,physical_unit,时间,15,9
ctrl_0118,请回答：铁的化学符号是什么？,0,known_controlled_v2,element_symbol,铁,14,9
ctrl_0119,请回答：勒拿河主要流经哪个大洲？,0,known_controlled_v2,river_continent,勒拿河,16,13
ctrl_0120,请回答：硅的化学符号是什么？,0,known_controlled_v2,element_symbol,硅,14,9
ctrl_0121,请回答：墨西哥的首都是哪里？,0,known_controlled_v2,capital,墨西哥,14,9
ctrl_0122,请回答：纳洛研究院的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,纳洛研究院,17,11
ctrl_0123,请回答：纳动度的国际单位是什么？,1,unknown_controlled_v2,physical_unit,纳动度,16,11
ctrl_0124,请回答：《朝花夕拾》的作者是谁？,0,known_controlled_v2,book_author,朝花夕拾,16,13
ctrl_0125,请回答：《春河档案》的作者是谁？,1,unknown_controlled_v2,book_author,春河档案,16,12
ctrl_0126,请回答：卡芬盐的化学式是什么？,1,unknown_controlled_v2,chemical_formula,卡芬盐,15,11
ctrl_0127,请回答：《老人与海》的作者是谁？,0,known_controlled_v2,book_author,老人与海,16,12
ctrl_0128,请回答：挪威的首都是哪里？,0,known_controlled_v2,capital,挪威,13,9
ctrl_0129,请回答：力的国际单位是什么？,0,known_controlled_v2,physical_unit,力,14,9
ctrl_0130,请回答：《战争与和平》的作者是谁？,0,known_controlled_v2,book_author,战争与和平,17,12
ctrl_0131,请回答：西塔文出生在哪个国家？,1,unknown_controlled_v2,person_country,西塔文,15,11
ctrl_0132,请回答：迁率的国际单位是什么？,1,unknown_controlled_v2,physical_unit,迁率,15,10
ctrl_0133,请回答：葡萄糖的化学式是什么？,0,known_controlled_v2,chemical_formula,葡萄糖,15,10
ctrl_0134,请回答：帕镍的化学符号是什么？,1,unknown_controlled_v2,element_symbol,帕镍,15,10
ctrl_0135,请回答：兰迪专利组织的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,兰迪专利组织,18,12
ctrl_0136,请回答：一氧化碳的化学式是什么？,0,known_controlled_v2,chemical_formula,一氧化碳,16,11
ctrl_0137,请回答：国际货币基金组织的总部位于哪里？,0,known_controlled_v2,organization_headquarters,国际货币基金组织,20,12
ctrl_0138,请回答：帕米烷的化学式是什么？,1,unknown_controlled_v2,chemical_formula,帕米烷,15,11
ctrl_0139,请回答：非洲联盟的总部位于哪里？,0,known_controlled_v2,organization_headquarters,非洲联盟,16,10
ctrl_0140,请回答：费锆的化学符号是什么？,1,unknown_controlled_v2,element_symbol,费锆,15,10
ctrl_0141,请回答：《西游记》的作者是谁？,0,known_controlled_v2,book_author,西游记,15,12
ctrl_0142,请回答：诺卡醇的化学式是什么？,1,unknown_controlled_v2,chemical_formula,诺卡醇,15,11
ctrl_0143,请回答：洛维尼亚的首都是哪里？,1,unknown_controlled_v2,capital,洛维尼亚,15,11
ctrl_0144,请回答：诺维基金会的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,诺维基金会,17,11
ctrl_0145,请回答：米钛的化学符号是什么？,1,unknown_controlled_v2,element_symbol,米钛,15,10
ctrl_0146,请回答：《边城》的作者是谁？,0,known_controlled_v2,book_author,边城,14,11
ctrl_0147,请回答：牛顿出生在哪个国家？,0,known_controlled_v2,person_country,牛顿,14,10
ctrl_0148,请回答：多维河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,多维河,16,13
ctrl_0149,请回答：石油输出国组织的总部位于哪里？,0,known_controlled_v2,organization_headquarters,石油输出国组织,19,12
ctrl_0150,请回答：二氧化碳的化学式是什么？,0,known_controlled_v2,chemical_formula,二氧化碳,16,9
ctrl_0151,请回答：洛压的国际单位是什么？,1,unknown_controlled_v2,physical_unit,洛压,15,10
ctrl_0152,请回答：维斯塔亚的首都是哪里？,1,unknown_controlled_v2,capital,维斯塔亚,15,11
ctrl_0153,请回答：《骆驼祥子》的作者是谁？,0,known_controlled_v2,book_author,骆驼祥子,16,13
ctrl_0154,请回答：乙醇的化学式是什么？,0,known_controlled_v2,chemical_formula,乙醇,14,10
ctrl_0155,请回答：印度河主要流经哪个大洲？,0,known_controlled_v2,river_continent,印度河,16,12
ctrl_0156,请回答：林肯出生在哪个国家？,0,known_controlled_v2,person_country,林肯,14,10
ctrl_0157,请回答：《旧港钟声》的作者是谁？,1,unknown_controlled_v2,book_author,旧港钟声,16,13
ctrl_0158,请回答：《橘色荒原》的作者是谁？,1,unknown_controlled_v2,book_author,橘色荒原,16,13
ctrl_0159,请回答：氢的化学符号是什么？,0,known_controlled_v2,element_symbol,氢,14,9
ctrl_0160,请回答：利文索出生在哪个国家？,1,unknown_controlled_v2,person_country,利文索,15,11
ctrl_0161,请回答：爱因斯坦出生在哪个国家？,0,known_controlled_v2,person_country,爱因斯坦,16,11
ctrl_0162,请回答：硫的化学符号是什么？,0,known_controlled_v2,element_symbol,硫,14,9
ctrl_0163,请回答：莫转度的国际单位是什么？,1,unknown_controlled_v2,physical_unit,莫转度,16,11
ctrl_0164,请回答：刚果河主要流经哪个大洲？,0,known_controlled_v2,river_continent,刚果河,16,13
ctrl_0165,请回答：《风塔笔记》的作者是谁？,1,unknown_controlled_v2,book_author,风塔笔记,16,12
ctrl_0166,请回答：氧化铁的化学式是什么？,0,known_controlled_v2,chemical_formula,氧化铁,15,10
ctrl_0167,请回答：维洛河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,维洛河,16,13
ctrl_0168,请回答：希腊的首都是哪里？,0,known_controlled_v2,capital,希腊,13,9
ctrl_0169,请回答：亚洲开发银行的总部位于哪里？,0,known_controlled_v2,organization_headquarters,亚洲开发银行,18,11
ctrl_0170,请回答：泽兰酮的化学式是什么？,1,unknown_controlled_v2,chemical_formula,泽兰酮,15,11
ctrl_0171,请回答：维塔经济论坛的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,维塔经济论坛,18,12
ctrl_0172,请回答：西相量的国际单位是什么？,1,unknown_controlled_v2,physical_unit,西相量,16,11
ctrl_0173,请回答：智利的首都是哪里？,0,known_controlled_v2,capital,智利,13,10
ctrl_0174,请回答：塔林发展署的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,塔林发展署,17,12
ctrl_0175,请回答：维量的国际单位是什么？,1,unknown_controlled_v2,physical_unit,维量,15,10
ctrl_0176,请回答：米索烷的化学式是什么？,1,unknown_controlled_v2,chemical_formula,米索烷,15,11
ctrl_0177,请回答：物质的量的国际单位是什么？,0,known_controlled_v2,physical_unit,物质的量,17,11
ctrl_0178,请回答：《青岚手札》的作者是谁？,1,unknown_controlled_v2,book_author,青岚手札,16,13
ctrl_0179,请回答：质量的国际单位是什么？,0,known_controlled_v2,physical_unit,质量,15,9
ctrl_0180,请回答：光强的国际单位是什么？,0,known_controlled_v2,physical_unit,光强,15,10
ctrl_0181,请回答：索迪河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,索迪河,16,13
ctrl_0182,请回答：硼的化学符号是什么？,0,known_controlled_v2,element_symbol,硼,14,9
ctrl_0183,请回答：长度的国际单位是什么？,0,known_controlled_v2,physical_unit,长度,15,9
ctrl_0184,请回答：塞铷的化学符号是什么？,1,unknown_controlled_v2,element_symbol,塞铷,15,10
ctrl_0185,请回答：米拉瓦亚的首都是哪里？,1,unknown_controlled_v2,capital,米拉瓦亚,15,12
ctrl_0186,请回答：《悲惨世界》的作者是谁？,0,known_controlled_v2,book_author,悲惨世界,16,12
ctrl_0187,请回答：《白沙花园》的作者是谁？,1,unknown_controlled_v2,book_author,白沙花园,16,11
ctrl_0188,请回答：诺铯的化学符号是什么？,1,unknown_controlled_v2,element_symbol,诺铯,15,10
ctrl_0189,请回答：艾洛斯出生在哪个国家？,1,unknown_controlled_v2,person_country,艾洛斯,15,11
ctrl_0190,请回答：氧的化学符号是什么？,0,known_controlled_v2,element_symbol,氧,14,9
ctrl_0191,请回答：二氧化硫的化学式是什么？,0,known_controlled_v2,chemical_formula,二氧化硫,16,10
ctrl_0192,请回答：《水浒传》的作者是谁？,0,known_controlled_v2,book_author,水浒传,15,12
ctrl_0193,请回答：世界贸易组织的总部位于哪里？,0,known_controlled_v2,organization_headquarters,世界贸易组织,18,11
ctrl_0194,请回答：奥维酮的化学式是什么？,1,unknown_controlled_v2,chemical_formula,奥维酮,15,11
ctrl_0195,请回答：卡镁的化学符号是什么？,1,unknown_controlled_v2,element_symbol,卡镁,15,10
ctrl_0196,请回答：联合国的总部位于哪里？,0,known_controlled_v2,organization_headquarters,联合国,15,9
ctrl_0197,请回答：金的化学符号是什么？,0,known_controlled_v2,element_symbol,金,14,9
ctrl_0198,请回答：多锶的化学符号是什么？,1,unknown_controlled_v2,element_symbol,多锶,15,10
ctrl_0199,请回答：电容的国际单位是什么？,0,known_controlled_v2,physical_unit,电容,15,10
ctrl_0200,请回答：密西西比河主要流经哪个大洲？,0,known_controlled_v2,river_continent,密西西比河,18,15
ctrl_0201,请回答：依速势的国际单位是什么？,1,unknown_controlled_v2,physical_unit,依速势,16,11
ctrl_0202,请回答：霍森特出生在哪个国家？,1,unknown_controlled_v2,person_country,霍森特,15,11
ctrl_0203,请回答：费尔曼出生在哪个国家？,1,unknown_controlled_v2,person_country,费尔曼,15,11
ctrl_0204,请回答：叶尼塞河主要流经哪个大洲？,0,known_controlled_v2,river_continent,叶尼塞河,17,14
ctrl_0205,请回答：塞利达亚的首都是哪里？,1,unknown_controlled_v2,capital,塞利达亚,15,12
ctrl_0206,请回答：依萨合作委员会的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,依萨合作委员会,19,12
ctrl_0207,请回答：《家》的作者是谁？,0,known_controlled_v2,book_author,家,13,10
ctrl_0208,请回答：过氧化氢的化学式是什么？,0,known_controlled_v2,chemical_formula,过氧化氢,16,11
ctrl_0209,请回答：特斯拉出生在哪个国家？,0,known_controlled_v2,person_country,特斯拉,15,9
ctrl_0210,请回答：照度的国际单位是什么？,0,known_controlled_v2,physical_unit,照度,15,10
ctrl_0211,请回答：艾米醇的化学式是什么？,1,unknown_controlled_v2,chemical_formula,艾米醇,15,11
ctrl_0212,请回答：温度的国际单位是什么？,0,known_controlled_v2,physical_unit,温度,15,9
ctrl_0213,请回答：氩的化学符号是什么？,0,known_controlled_v2,element_symbol,氩,14,9
ctrl_0214,请回答：阿根廷的首都是哪里？,0,known_controlled_v2,capital,阿根廷,14,9
ctrl_0215,请回答：华盛顿出生在哪个国家？,0,known_controlled_v2,person_country,华盛顿,15,9
ctrl_0216,请回答：《欧也妮葛朗台》的作者是谁？,0,known_controlled_v2,book_author,欧也妮葛朗台,18,15
ctrl_0217,请回答：科兰酮的化学式是什么？,1,unknown_controlled_v2,chemical_formula,科兰酮,15,11
ctrl_0218,请回答：芬兰的首都是哪里？,0,known_controlled_v2,capital,芬兰,13,9
ctrl_0219,请回答：瑞典的首都是哪里？,0,known_controlled_v2,capital,瑞典,13,9
ctrl_0220,请回答：《黑檀纪事》的作者是谁？,1,unknown_controlled_v2,book_author,黑檀纪事,16,13
ctrl_0221,请回答：托尔斯泰出生在哪个国家？,0,known_controlled_v2,person_country,托尔斯泰,16,11
ctrl_0222,请回答：西班牙的首都是哪里？,0,known_controlled_v2,capital,西班牙,14,9
ctrl_0223,请回答：赞比西河主要流经哪个大洲？,0,known_controlled_v2,river_continent,赞比西河,17,14
ctrl_0224,请回答：格流势的国际单位是什么？,1,unknown_controlled_v2,physical_unit,格流势,16,11
ctrl_0225,请回答：拿破仑出生在哪个国家？,0,known_controlled_v2,person_country,拿破仑,15,11
ctrl_0226,请回答：伽利略出生在哪个国家？,0,known_controlled_v2,person_country,伽利略,15,11
ctrl_0227,请回答：泰戈尔出生在哪个国家？,0,known_controlled_v2,person_country,泰戈尔,15,11
ctrl_0228,请回答：洛宁河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,洛宁河,16,13
ctrl_0229,请回答：氮的化学符号是什么？,0,known_controlled_v2,element_symbol,氮,14,9
ctrl_0230,请回答：埃及的首都是哪里？,0,known_controlled_v2,capital,埃及,13,9
ctrl_0231,请回答：磷的化学符号是什么？,0,known_controlled_v2,element_symbol,磷,14,9
ctrl_0232,请回答：塔维河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,塔维河,16,13
ctrl_0233,请回答：氯化钠的化学式是什么？,0,known_controlled_v2,chemical_formula,氯化钠,15,11
ctrl_0234,请回答：法国的首都是哪里？,0,known_controlled_v2,capital,法国,13,9
ctrl_0235,请回答：塞洛海事协会的总部位于哪里？,1,unknown_controlled_v2,organization_headquarters,塞洛海事协会,18,13
ctrl_0236,请回答：巴荷度的国际单位是什么？,1,unknown_controlled_v2,physical_unit,巴荷度,16,11
ctrl_0237,请回答：铝的化学符号是什么？,0,known_controlled_v2,element_symbol,铝,14,9
ctrl_0238,请回答：西洛烷的化学式是什么？,1,unknown_controlled_v2,chemical_formula,西洛烷,15,11
ctrl_0239,请回答：钠的化学符号是什么？,0,known_controlled_v2,element_symbol,钠,14,9
ctrl_0240,请回答：帕尔文亚的首都是哪里？,1,unknown_controlled_v2,capital,帕尔文亚,15,12
ctrl_0241,请回答：电感的国际单位是什么？,0,known_controlled_v2,physical_unit,电感,15,10
ctrl_0242,请回答：科维河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,科维河,16,13
ctrl_0243,请回答：奥贝西亚的首都是哪里？,1,unknown_controlled_v2,capital,奥贝西亚,15,11
ctrl_0244,请回答：尼罗河主要流经哪个大洲？,0,known_controlled_v2,river_continent,尼罗河,16,13
ctrl_0245,请回答：甲烷的化学式是什么？,0,known_controlled_v2,chemical_formula,甲烷,14,10
ctrl_0246,请回答：电压的国际单位是什么？,0,known_controlled_v2,physical_unit,电压,15,9
ctrl_0247,请回答：氯化钾的化学式是什么？,0,known_controlled_v2,chemical_formula,氯化钾,15,11
ctrl_0248,请回答：亚里士多德出生在哪个国家？,0,known_controlled_v2,person_country,亚里士多德,17,13
ctrl_0249,请回答：莫维河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,莫维河,16,13
ctrl_0250,请回答：硝酸的化学式是什么？,0,known_controlled_v2,chemical_formula,硝酸,14,10
ctrl_0251,请回答：加速度的国际单位是什么？,0,known_controlled_v2,physical_unit,加速度,16,10
ctrl_0252,请回答：贝纳西亚的首都是哪里？,1,unknown_controlled_v2,capital,贝纳西亚,15,11
ctrl_0253,请回答：维森特出生在哪个国家？,1,unknown_controlled_v2,person_country,维森特,15,11
ctrl_0254,请回答：《银灯年代》的作者是谁？,1,unknown_controlled_v2,book_author,银灯年代,16,12
ctrl_0255,请回答：费尔河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,费尔河,16,13
ctrl_0256,请回答：电阻的国际单位是什么？,0,known_controlled_v2,physical_unit,电阻,15,9
ctrl_0257,请回答：帕温差的国际单位是什么？,1,unknown_controlled_v2,physical_unit,帕温差,16,11
ctrl_0258,请回答：日本的首都是哪里？,0,known_controlled_v2,capital,日本,13,9
ctrl_0259,请回答：纳维的化学符号是什么？,1,unknown_controlled_v2,element_symbol,纳维,15,10
ctrl_0260,请回答：拉提河主要流经哪个大洲？,1,unknown_controlled_v2,river_continent,拉提河,16,13
