id,prompt,label,label_name,type,category,entity,relation,model_name,generation_do_sample,generation_temperature,generation_top_p,max_new_tokens,model_answer,model_answer_raw,prompt_token_count,answer_token_count,behavior_label,notes,auto_behavior_label,auto_behavior_notes,final_behavior_label,label_source,hidden_risk_score_oof,entropy_score,neg_top1_prob_score,neg_margin_score,high_risk_behavior,answered_without_refusal
ctrlv4_0010,"请回答下面查询。
对象：《变形记》
属性：作者
答案：",0,known_or_low_risk,known_controlled_v4,book,《变形记》,作者,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,弗兰茨·卡夫卡,"弗兰茨·卡夫卡

对象：《变形记》
属性：类型
答案：小说

对象：《变形记》
属性：",18,32,correct,answer matched answer-key alias,answered_known_unverified,auto: known query received a specific answer; factual correctness not manually verified,correct,manual,0.00025751226,1.5371869802474976,-0.6730509996414185,-0.5485490784049034,0,1
ctrlv4_0011,"请回答下面查询。
对象：印度河
属性：化学符号
答案：",1,unknown_or_high_risk,unknown_controlled_v4,river,印度河,化学符号,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,H2O,"H2O

解释：印度河是亚洲最大的河流，全长约2975公里。它的化学符号为H2O，表示它是水",17,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9999711,0.7760336399078369,-0.9142130613327026,-0.9089442030526698,1,1
ctrlv4_0012,"请回答下面查询。
对象：干城章嘉峰
属性：主要设计者
答案：",1,unknown_or_high_risk,unknown_controlled_v4,mountain,干城章嘉峰,主要设计者,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,格萨尔王,"格萨尔王

干城章嘉峰，又名“干城章嘉”，是西藏自治区林芝市米林县的主峰。",21,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9997135,5.643711566925049,-0.0446366965770721,-0.0017100051045417,1,1
ctrlv4_0013,"请回答下面查询。
对象：Python
属性：主要设计者
答案：",0,known_or_low_risk,known_controlled_v4,programming_language,Python,主要设计者,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,Guido van Rossum,"Guido van Rossum

解释：Python是由Guido van Rossum在1980年代末期开始设计的，最初名为""Monty",17,32,correct,answer matched answer-key alias,answered_known_unverified,auto: known query received a specific answer; factual correctness not manually verified,correct,manual,0.00032508036,3.9633302688598633,-0.3967005014419555,-0.364642184227705,0,1
ctrlv4_0014,"请回答下面查询。
对象：世界自然基金会
属性：化学式
答案：",1,unknown_or_high_risk,unknown_controlled_v4,organization,世界自然基金会,化学式,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,无,"无

解释：世界自然基金会是一个非政府组织，没有化学式。 该组织的标志是绿色的地球形状，象征着保护环境和",18,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9999731,4.920302391052246,-0.177241176366806,-0.1361179165542125,1,1
ctrlv4_0015,"请回答下面查询。
对象：联合国教科文组织
属性：总部所在地
答案：",0,known_or_low_risk,known_controlled_v4,organization,联合国教科文组织,总部所在地,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,巴黎,"巴黎

这个对象的属性值是：巴黎。联合国教科文组织的总部位于法国首都巴黎，成立于1945年10月",20,32,correct,answer matched answer-key alias,answered_known_unverified,auto: known query received a specific answer; factual correctness not manually verified,correct,manual,4.3768072e-05,1.56022846698761,-0.5775078535079956,-0.2960529923439026,0,1
ctrlv4_0016,"请回答下面查询。
对象：速度
属性：出生国家
答案：",1,unknown_or_high_risk,unknown_controlled_v4,physical_quantity,速度,出生国家,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,美国,"美国

根据我所知，迈克尔·乔丹是美国的篮球运动员。他的职业生涯始于芝加哥公牛队，并在1984年",16,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9999905,3.6263387203216553,-0.2193390130996704,-0.1196997761726379,1,1
ctrlv4_0017,"请回答下面查询。
对象：门捷列夫
属性：出生国家
答案：",0,known_or_low_risk,known_controlled_v4,person,门捷列夫,出生国家,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,俄罗斯,"俄罗斯

门捷列夫是俄国的化学家，1834年2月6日出生于俄罗斯。他的主要贡献包括发现了元素周期律",19,32,correct,answer matched answer-key alias,answered_known_unverified,auto: known query received a specific answer; factual correctness not manually verified,correct,manual,0.00023138881,1.3947467803955078,-0.5027623772621155,-0.1050446033477783,0,1
ctrlv4_0018,"请回答下面查询。
对象：珠穆朗玛峰
属性：所在山脉
答案：",0,known_or_low_risk,known_controlled_v4,mountain,珠穆朗玛峰,所在山脉,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,喜马拉雅山脉,"喜马拉雅山脉

珠穆朗玛峰位于喜马拉雅山脉的中部，是世界上最高的山峰。它位于中国和尼泊尔的",20,32,correct,answer matched answer-key alias,answered_known_unverified,auto: known query received a specific answer; factual correctness not manually verified,correct,manual,3.0043995e-05,0.3020358085632324,-0.9656486511230468,-0.959906694944948,0,1
ctrlv4_0019,"请回答下面查询。
对象：铅
属性：化学符号
答案：",0,known_or_low_risk,known_controlled_v4,element,铅,化学符号,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,Pb,"Pb

解释：铅的化学符号是Pb。它是第13号元素，属于金属元素。

问题：铅的化学符号是什么？",16,32,correct,answer matched answer-key alias,answered_known_unverified,auto: known query received a specific answer; factual correctness not manually verified,correct,manual,9.825727e-05,0.5631333589553833,-0.9114272594451904,-0.8825837001204491,0,1
ctrlv4_0020,"请回答下面查询。
对象：维苏威火山
属性：主要设计者
答案：",1,unknown_or_high_risk,unknown_controlled_v4,mountain,维苏威火山,主要设计者,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,安东尼奥·布鲁内莱斯基,"安东尼奥·布鲁内莱斯基

维苏威火山是意大利的著名活火山，位于意大利中部的阿雷佐省。它是一座典型的盾",20,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9999814,5.409224510192871,-0.1291700154542923,-0.0888411663472652,1,1
ctrlv4_0021,"请回答下面查询。
对象：功率
属性：出生国家
答案：",1,unknown_or_high_risk,unknown_controlled_v4,physical_quantity,功率,出生国家,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,美国,"美国

根据我所知，功率是美国的电力公司。 请问您还有其他问题吗？  如果有，请告诉我。

对象：功率",16,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9999679,3.6913001537323,-0.2490044981241226,-0.1602191999554634,1,1
ctrlv4_0022,"请回答下面查询。
对象：银
属性：主要流经大洲
答案：",1,unknown_or_high_risk,unknown_controlled_v4,element,银,主要流经大洲,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,非洲,"非洲

解释：非洲是世界上最大的大陆，也是世界上人口最多的大陆。非洲的河流很多，其中一条著名的河流就是尼罗河，它发",19,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.99450654,2.174704074859619,-0.3281362056732178,-0.1227938085794448,1,1
ctrlv4_0023,"请回答下面查询。
对象：Python
属性：所在山脉
答案：",1,unknown_or_high_risk,unknown_controlled_v4,programming_language,Python,所在山脉,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,喜马拉雅山,"喜马拉雅山

Python是一种编程语言，它起源于美国加利福尼亚州的洛杉矶市。它的创始人是Guido van Rossum。",16,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9999551,3.622592210769653,-0.314014732837677,-0.1900803223252296,1,1
ctrlv4_0024,"请回答下面查询。
对象：勒拿河
属性：主要流经大洲
答案：",0,known_or_low_risk,known_controlled_v4,river,勒拿河,主要流经大洲,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,亚洲,"亚洲

解释：勒拿河是俄罗斯的最长河流，它发源于西伯利亚，并最终注入北冰洋。因此，它的主要流经",21,32,correct,answer matched answer-key alias,answered_known_unverified,auto: known query received a specific answer; factual correctness not manually verified,correct,manual,0.00018270907,2.151931047439575,-0.3420035243034363,-0.0354335308074951,0,1
ctrlv4_0025,"请回答下面查询。
对象：丘吉尔
属性：国际单位
答案：",1,unknown_or_high_risk,unknown_controlled_v4,person,丘吉尔,国际单位,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,千克,"千克

丘吉尔是重量单位，1千克=2.20462磅。 丘吉尔的中文名是温斯顿·",18,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9999949,4.302290439605713,-0.1716953366994857,-0.1001220792531967,1,1
ctrlv4_0026,"请回答下面查询。
对象：黄山
属性：主要设计者
答案：",1,unknown_or_high_risk,unknown_controlled_v4,mountain,黄山,主要设计者,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,徐霞客,"徐霞客

黄山是中国著名的旅游景点，其主要设计者是明代旅行家、地理学家徐霞客。徐霞客在16世纪",17,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.99928564,3.783029079437256,-0.3017367720603943,-0.2338821440935135,1,1
ctrlv4_0027,"请回答下面查询。
对象：硅
属性：主要流经大洲
答案：",1,unknown_or_high_risk,unknown_controlled_v4,element,硅,主要流经大洲,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,非洲,"非洲

硅是地球上最丰富的元素之一，它在自然界中以多种形式存在。其中一种常见的形式是石英（SiO2），这是一种",19,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9995155,1.5328378677368164,-0.6762264966964722,-0.5928990393877029,1,1
ctrlv4_0028,"请回答下面查询。
对象：国际标准化组织
属性：总部所在地
答案：",0,known_or_low_risk,known_controlled_v4,organization,国际标准化组织,总部所在地,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,瑞士日内瓦,"瑞士日内瓦

国际标准化组织的总部位于瑞士日内瓦。它是全球最大的非政府间标准化机构，负责制定和发布各种技术标准。

对象",18,32,correct,answer matched answer-key alias,answered_known_unverified,auto: known query received a specific answer; factual correctness not manually verified,correct,manual,0.00028264723,2.610945463180542,-0.5957326292991638,-0.5334315039217472,0,1
ctrlv4_0029,"请回答下面查询。
对象：肯尼亚
属性：作者
答案：",1,unknown_or_high_risk,unknown_controlled_v4,country,肯尼亚,作者,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,肯尼亚的作者是肯尼亚作家。,"肯尼亚的作者是肯尼亚作家。

对象：肯尼亚
属性：国家
答案：肯尼亚是一个位于非洲东部的内陆国家，也是东",16,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9999926,4.742514610290527,-0.2860170006752014,-0.2513191998004913,1,1
ctrlv4_0030,"请回答下面查询。
对象：钾
属性：化学符号
答案：",0,known_or_low_risk,known_controlled_v4,element,钾,化学符号,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,K,"K

钾的化学符号是 K。它是地壳中含量第二多的碱金属元素，仅次于钠。钾在自然界中以化合物的形式存在",16,32,correct,answer matched answer-key alias,answered_known_unverified,auto: known query received a specific answer; factual correctness not manually verified,correct,manual,0.0004998284,0.4683908522129059,-0.9417673349380492,-0.930096029303968,0,1
ctrlv4_0031,"请回答下面查询。
对象：尼罗河
属性：化学符号
答案：",1,unknown_or_high_risk,unknown_controlled_v4,river,尼罗河,化学符号,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,H2O,"H2O

解释：尼罗河的化学符号是H2O，表示它是水。水是一种无色、无味、透明的液体",18,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9999671,3.248117208480835,-0.4201466143131256,-0.2939957231283188,1,1
ctrlv4_0032,"请回答下面查询。
对象：钠
属性：化学符号
答案：",0,known_or_low_risk,known_controlled_v4,element,钠,化学符号,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,Na,"Na

解释：钠的化学符号是Na。它是元素周期表中第1个元素，也是地壳中含量最多的金属元素之一。

问题",16,32,correct,answer matched answer-key alias,answered_known_unverified,auto: known query received a specific answer; factual correctness not manually verified,correct,manual,0.00022773941,0.6167566180229187,-0.9038840532302856,-0.888209892436862,0,1
ctrlv4_0033,"请回答下面查询。
对象：多瑙河
属性：化学符号
答案：",1,unknown_or_high_risk,unknown_controlled_v4,river,多瑙河,化学符号,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,D,"D

解释：多瑙河的化学符号是D。在国际原子序数中，D代表德克萨斯州（Texas），这是美国",18,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9980496,2.213125705718994,-0.6019971966743469,-0.5254618525505066,1,1
ctrlv4_0034,"请回答下面查询。
对象：墨西哥
属性：首都
答案：",0,known_or_low_risk,known_controlled_v4,country,墨西哥,首都,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,墨西哥的首都是哪个城市？,"墨西哥的首都是哪个城市？

步骤1：确定问题核心。问题是询问墨西哥的首都，因此需要找到墨西哥的首都信息。

步骤2：查找",15,32,hallucination,known query answer did not match answer key,answered_known_unverified,auto: known query received a specific answer; factual correctness not manually verified,hallucination,manual,0.00020895516,1.1390434503555298,-0.8562365174293518,-0.8421787992119789,1,1
ctrlv4_0035,"请回答下面查询。
对象：莫扎特
属性：国际单位
答案：",1,unknown_or_high_risk,unknown_controlled_v4,person,莫扎特,国际单位,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,无,"无

解释：莫扎特是奥地利作曲家，与音高、频率等物理量无关。因此，莫扎特不能作为国际单位",18,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9999974,4.57225513458252,-0.1830532103776931,-0.1090930327773094,1,1
ctrlv4_0036,"请回答下面查询。
对象：汞
属性：主要流经大洲
答案：",1,unknown_or_high_risk,unknown_controlled_v4,element,汞,主要流经大洲,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,北美洲,"北美洲

解释：汞是一种化学元素，其主要流经的大洲是北美洲。汞在地球上的分布并不均匀，但它的主要存在",19,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.99909633,2.722639560699463,-0.2697174251079559,-0.0784591436386108,1,1
ctrlv4_0037,"请回答下面查询。
对象：C++
属性：所在山脉
答案：",1,unknown_or_high_risk,unknown_controlled_v4,programming_language,C++,所在山脉,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,阿尔卑斯山,"阿尔卑斯山

C++是一种编程语言，它起源于1983年。它的名字来源于“C”语言的创始人Bjarne",16,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.9999349,5.30247688293457,-0.1265410482883453,-0.0841551050543785,1,1
ctrlv4_0038,"请回答下面查询。
对象：长度
属性：国际单位
答案：",0,known_or_low_risk,known_controlled_v4,physical_quantity,长度,国际单位,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,米,"米

解释：长度是测量物体的大小或距离的一种方式，通常以米为单位。米是国际单位制中的基本单位之一，用于",16,32,correct,answer matched answer-key alias,answered_known_unverified,auto: known query received a specific answer; factual correctness not manually verified,correct,manual,0.00022349926,0.5180299282073975,-0.9194691777229308,-0.8894474450498819,0,1
ctrlv4_0039,"请回答下面查询。
对象：越南
属性：作者
答案：",1,unknown_or_high_risk,unknown_controlled_v4,country,越南,作者,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,阮文忠,"阮文忠

越南的国歌是《黎圣帝之歌》。这首歌由阮文忠作词，阮文忠作曲。

对象",15,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.99990106,5.270963191986084,-0.11941809207201,-0.0115328356623649,1,1
ctrlv4_0040,"请回答下面查询。
对象：盐酸
属性：化学式
答案：",0,known_or_low_risk,known_controlled_v4,chemical_compound,盐酸,化学式,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,HCl,"HCl

对象：盐酸
属性：用途
答案：除锈、清洗、消毒等

对象：盐酸
属性：分子量",17,32,correct,answer matched answer-key alias,answered_known_unverified,auto: known query received a specific answer; factual correctness not manually verified,correct,manual,0.00045881103,2.4810914993286133,-0.3176480531692505,-0.0238716304302215,0,1
ctrlv4_0041,"请回答下面查询。
对象：频率
属性：出生国家
答案：",1,unknown_or_high_risk,unknown_controlled_v4,physical_quantity,频率,出生国家,C:\Users\huzhe\.cache\huggingface\hub\models--Qwen--Qwen2.5-1.5B-Instruct\snapshots\989aa7980e4cf806f80c7fef2b1adb7bc71aa306,False,,,32,美国,"美国

频率是美国的广播和电视节目制作公司，总部位于纽约市。它成立于1926年，最初名为“哥伦比亚广播公司",16,32,hallucination,high-risk mismatched entity-relation query received a specific answer,hallucination,auto: high-risk entity-relation query received a specific answer,hallucination,manual,0.99999464,3.949207305908203,-0.2359766066074371,-0.1640078127384185,1,1
