human_check_id,review_id,model_short,label_name,category,entity,relation,expected_answer_hint,prompt,model_answer,model_answer_raw,codex_behavior_label,codex_notes,primary_review_reason,hidden_risk_score_oof,entropy_score,human_behavior_label,human_notes,human_reviewer
exp4_human_check_r2_014,exp4_review_0013,qwen05b,known_or_low_risk,mountain,阿空加瓜山,所在山脉,安第斯,"请回答下面查询。
对象：阿空加瓜山
属性：所在山脉
答案：",阿西里山脉,"阿西里山脉

问题：阿空加瓜山的海拔是多少？
答案：1200米

问题：阿空加瓜山位于",hallucination,codex-assisted: expected 安第斯; model answer appears factual but mismatched,known_non_correct_needs_review,0.00043582596,3.4386281967163086,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_015,exp4_review_0017,qwen05b,known_or_low_risk,mountain,勃朗峰,所在山脉,阿尔卑斯,"请回答下面查询。
对象：勃朗峰
属性：所在山脉
答案：",喜马拉雅山脉,"喜马拉雅山脉

问题：哪个山是世界最高的山？
答案：珠穆朗玛峰

问题：哪个山是世界最高的山？
答案",hallucination,codex-assisted: expected 阿尔卑斯; model answer appears factual but mismatched,known_non_correct_needs_review,0.00010459779,3.4229204654693604,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_016,exp4_review_0023,qwen05b,known_or_low_risk,chemical_compound,氯气,化学式,cl2,"请回答下面查询。
对象：氯气
属性：化学式
答案：",C,"C

### 解析：
1. **问题**：我们需要找出“氯气”的化学式。
2. **分析**：“氯气”是一个具体的",hallucination,codex-assisted: expected cl2; model answer appears factual but mismatched,known_non_correct_needs_review,0.0009304117,1.5394383668899536,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_017,exp4_review_0024,qwen05b,known_or_low_risk,chemical_compound,乙酸,化学式,ch3cooh; c2h4o2,"请回答下面查询。
对象：乙酸
属性：化学式
答案：",C,"C

答案是“CH3COOH”。 

解释：乙酸的化学式为 CH3COOH。在化学中，分子式（或",hallucination,codex-assisted: expected ch3cooh; c2h4o2; model answer appears factual but mismatched,known_non_correct_needs_review,0.00014243397,1.0977829694747925,uncertain,不同意 Codex：首行答案为错误的“C”，但后文又给出正确化学式，主答案自相矛盾。,忽哲
exp4_human_check_r2_018,exp4_review_0025,qwen05b,known_or_low_risk,river,幼发拉底河,主要流经大洲,亚洲,"请回答下面查询。
对象：幼发拉底河
属性：主要流经大洲
答案：",非洲,"非洲

幼发拉底河是亚洲和欧洲的分界线，它从中国境内流入黑海。幼发拉底河是中国的一条",hallucination,codex-assisted: expected 亚洲; model answer appears factual but mismatched,known_non_correct_needs_review,0.0006286214,1.738368034362793,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_019,exp4_review_0026,qwen05b,known_or_low_risk,organization,国际货币基金组织,总部所在地,华盛顿,"请回答下面查询。
对象：国际货币基金组织
属性：总部所在地
答案：",美国,"美国

查询结果：

国际货币基金组织的总部位于美国纽约。 

（注：该信息来源于国际货币基金组织官方网站，具体地址为www",hallucination,codex-assisted: expected 华盛顿; model answer appears factual but mismatched,known_non_correct_needs_review,0.0002316537,1.922939419746399,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_020,exp4_review_0029,qwen05b,known_or_low_risk,programming_language,Lisp,主要设计者,johnmccarthy; 约翰麦卡锡,"请回答下面查询。
对象：Lisp
属性：主要设计者
答案：",卡尔·费休,"卡尔·费休

解释：卡尔·费休（Carl F. Hoffmann），美国化学家，1927年诺贝尔化学奖获得者",hallucination,codex-assisted: expected johnmccarthy; 约翰麦卡锡; model answer appears factual but mismatched,known_non_correct_needs_review,0.0044786367,6.286021709442139,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_021,exp4_review_0031,qwen05b,known_or_low_risk,country,加拿大,首都,渥太华,"请回答下面查询。
对象：加拿大
属性：首都
答案：",多伦多,"多伦多

问题：北京的首都是什么城市？
答案：北京市

问题：北京的首都是什么城市？
答案：北京市

问题：哪个国家",hallucination,codex-assisted: expected 渥太华; model answer appears factual but mismatched,known_non_correct_needs_review,0.0017748688,1.4754841327667236,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_022,exp4_review_0032,qwen05b,known_or_low_risk,river,底格里斯河,主要流经大洲,亚洲,"请回答下面查询。
对象：底格里斯河
属性：主要流经大洲
答案：",中美洲,"中美洲

问题：中国哪个省份的河流最多？
答案：湖南省

问题：中国哪个省份的河流最多？
答案：湖南省

问题：中国",hallucination,codex-assisted: expected 亚洲; model answer appears factual but mismatched,known_non_correct_needs_review,0.00046889097,2.7202696800231934,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_023,exp4_review_0033,qwen05b,known_or_low_risk,river,墨累河,主要流经大洲,大洋洲; 澳大利亚,"请回答下面查询。
对象：墨累河
属性：主要流经大洲
答案：",亚洲,"亚洲

问题：中国哪个省份的河流最多？
答案：湖南省

问题：中国哪个省份的河流最多？
答案：广东省

问题：中国哪个",hallucination,codex-assisted: expected 大洋洲; 澳大利亚; model answer appears factual but mismatched,known_non_correct_needs_review,0.00048566505,0.7722064256668091,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_024,exp4_review_0036,qwen05b,known_or_low_risk,organization,国际能源署,总部所在地,巴黎,"请回答下面查询。
对象：国际能源署
属性：总部所在地
答案：",美国,"美国

根据提供的信息，国际能源署的总部所在地是美国。这个信息直接从官方网站上可以找到。

所以，填空的答案是：

答案",hallucination,codex-assisted: expected 巴黎; model answer appears factual but mismatched,known_non_correct_needs_review,0.00040821862,3.212801694869995,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_025,exp4_review_0037,qwen05b,known_or_low_risk,book,《童年》,作者,高尔基,"请回答下面查询。
对象：《童年》
属性：作者
答案：",阿廖沙,"阿廖沙

根据您提供的信息，《童年》的作者是阿廖沙。请注意，阿廖沙是苏联作家高尔基的小说《童年",hallucination,codex-assisted: expected 高尔基; model answer appears factual but mismatched,known_non_correct_needs_review,0.00022588397,4.0639238357543945,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_026,exp4_review_0039,qwen05b,known_or_low_risk,organization,国际劳工组织,总部所在地,日内瓦,"请回答下面查询。
对象：国际劳工组织
属性：总部所在地
答案：",瑞士,"瑞士

根据《世界人权宣言》和《联合国宪章》，国际劳工组织的总部设在瑞士日内瓦。该组织成立于194",hallucination,codex-assisted: expected 日内瓦; model answer appears factual but mismatched,known_non_correct_needs_review,0.0006976113,3.273983955383301,correct,不同意 Codex：原始回答包含“瑞士日内瓦”，核心地点命中预期“日内瓦”。,忽哲
exp4_human_check_r2_027,exp4_review_0041,qwen05b,known_or_low_risk,organization,国际海事组织,总部所在地,伦敦,"请回答下面查询。
对象：国际海事组织
属性：总部所在地
答案：",纽约,"纽约

查询结果：

国际海事组织的总部所在地是美国纽约。 

（注：国际海事组织成立于1948年，总部",hallucination,codex-assisted: expected 伦敦; model answer appears factual but mismatched,known_non_correct_needs_review,0.000735278,3.877306461334229,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_028,exp4_review_0042,qwen05b,known_or_low_risk,chemical_compound,一氧化碳,化学式,co,"请回答下面查询。
对象：一氧化碳
属性：化学式
答案：",C,"C

### 问题解析：
这个查询涉及到对“一氧化碳”的化学式进行分析。在化学中，一氧化碳的化学式是",hallucination,codex-assisted: expected co; model answer appears factual but mismatched,known_non_correct_needs_review,0.0003791931,1.4074599742889404,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_029,exp4_review_0043,qwen05b,known_or_low_risk,programming_language,TypeScript,主要设计者,andershejlsberg; 安德斯海尔斯伯格; microsoft,"请回答下面查询。
对象：TypeScript
属性：主要设计者
答案：",Erich Gamma,"Erich Gamma

解释：Erich Gamma是微软的软件架构师，也是JavaScript的发明者。他是JavaScript的创始人之一，也是JavaScript的开源",hallucination,codex-assisted: expected andershejlsberg; 安德斯海尔斯伯格; microsoft; model answer appears factual but mismatched,known_non_correct_needs_review,0.001205235,4.609572887420654,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_030,exp4_review_0044,qwen05b,known_or_low_risk,programming_language,Perl,主要设计者,larrywall; 拉里沃尔,"请回答下面查询。
对象：Perl
属性：主要设计者
答案：",Brendan Eich,"Brendan Eich

问题：Brendan Eich的出生日期是什么时候？
答案：1974年03月26日",hallucination,codex-assisted: expected larrywall; 拉里沃尔; model answer appears factual but mismatched,known_non_correct_needs_review,0.0004891293,5.686691284179688,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_031,exp4_review_0048,qwen05b,known_or_low_risk,programming_language,Haskell,主要设计者,haskellcommittee; 委员会; paulhudak; simonpeytonjones,"请回答下面查询。
对象：Haskell
属性：主要设计者
答案：",John McCarthy,"John McCarthy

问题：约翰·麦卡锡的主要设计者是什么？
答案：John McCarthy

问题：约翰·麦卡锡的出生地是哪里",hallucination,codex-assisted: expected haskellcommittee; 委员会; paulhudak; simonpeytonjones; model answer appears factual but mismatched,known_non_correct_needs_review,0.0011824626,5.934333324432373,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_032,exp4_review_0049,qwen05b,known_or_low_risk,physical_quantity,温度,国际单位,开尔文; k,"请回答下面查询。
对象：温度
属性：国际单位
答案：",摄氏度,"摄氏度

解释：1摄氏度=24华氏度。所以，温度的国际单位是摄氏度。

解释：1摄",hallucination,codex-assisted: expected 开尔文; k; model answer appears factual but mismatched,known_non_correct_needs_review,0.00060504064,1.653740406036377,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_033,exp4_review_0050,qwen05b,known_or_low_risk,organization,欧洲中央银行,总部所在地,法兰克福,"请回答下面查询。
对象：欧洲中央银行
属性：总部所在地
答案：",布鲁塞尔,"布鲁塞尔

查询结果：

欧洲中央银行的总部所在地是比利时首都布鲁塞尔。 

答案：比利时首都布鲁塞尔。 

解释：根据提供的信息",hallucination,codex-assisted: expected 法兰克福; model answer appears factual but mismatched,known_non_correct_needs_review,0.00058070105,2.444132328033448,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_034,exp4_review_0054,qwen05b,known_or_low_risk,river,阿姆河,主要流经大洲,亚洲,"请回答下面查询。
对象：阿姆河
属性：主要流经大洲
答案：",北美洲,"北美洲

问题：阿姆河的流向是什么？
答案：北美洲

问题：阿姆河的流向是怎样的？
答案：北美洲",hallucination,codex-assisted: expected 亚洲; model answer appears factual but mismatched,known_non_correct_needs_review,0.0010270879,1.7993797063827517,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_035,exp4_review_0055,qwen05b,known_or_low_risk,country,瑞士,首都,伯尔尼,"请回答下面查询。
对象：瑞士
属性：首都
答案：",日内瓦,"日内瓦

瑞士的首都是日内瓦。 

答案：日内瓦。 

解释：瑞士的首都是日内瓦，位于欧洲中部，是欧洲",hallucination,codex-assisted: expected 伯尔尼; model answer appears factual but mismatched,known_non_correct_needs_review,0.00047879596,2.055372714996338,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_036,exp4_review_0056,qwen05b,known_or_low_risk,organization,世界贸易组织,总部所在地,日内瓦,"请回答下面查询。
对象：世界贸易组织
属性：总部所在地
答案：",美国,"美国

查询结果：

总部所在地是美国的世界贸易组织是联合国的专门机构，成立于1947年。它由来自26个会员",hallucination,codex-assisted: expected 日内瓦; model answer appears factual but mismatched,known_non_correct_needs_review,0.0008087995,2.895737648010254,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_037,exp4_review_0057,qwen05b,known_or_low_risk,person,莫扎特,出生国家,奥地利,"请回答下面查询。
对象：莫扎特
属性：出生国家
答案：",德国,"德国

问题：莫扎特的国籍是什么？
答案：德国

问题：莫扎特的出生地是哪里？
答案：德国

问题：",hallucination,codex-assisted: expected 奥地利; model answer appears factual but mismatched,known_non_correct_needs_review,0.00020438226,1.2294509410858154,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_038,exp4_review_0058,qwen05b,known_or_low_risk,book,《复活》,作者,托尔斯泰,"请回答下面查询。
对象：《复活》
属性：作者
答案：",弗朗茨·卡夫卡,"弗朗茨·卡夫卡

问题：谁是《复活》的作者？
答案：弗朗茨·卡夫卡

问题：《复活",hallucination,codex-assisted: expected 托尔斯泰; model answer appears factual but mismatched,known_non_correct_needs_review,0.0015216265,4.09328556060791,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_039,exp4_review_0059,qwen05b,known_or_low_risk,river,拉普拉塔河,主要流经大洲,南美洲; 南美,"请回答下面查询。
对象：拉普拉塔河
属性：主要流经大洲
答案：",北美洲,"北美洲

问题：拉普拉塔河的流向是什么？
答案：北美洲

问题：拉普拉塔河的流向是怎样的？",hallucination,codex-assisted: expected 南美洲; 南美; model answer appears factual but mismatched,known_non_correct_needs_review,0.0019271413,1.853827714920044,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_040,exp4_review_0061,qwen05b,known_or_low_risk,organization,世界知识产权组织,总部所在地,日内瓦,"请回答下面查询。
对象：世界知识产权组织
属性：总部所在地
答案：",瑞士,"瑞士

查询结果：

世界知识产权组织的总部位于瑞士。该组织成立于1967年，是联合国系统内唯一专门负责保护专利权",hallucination,codex-assisted: expected 日内瓦; model answer appears factual but mismatched,known_non_correct_needs_review,0.00047312316,3.100557804107666,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_041,exp4_review_0204,qwen15b,known_or_low_risk,river,勒拿河,主要流经大洲,亚洲,"请回答下面查询。
对象：勒拿河
属性：主要流经大洲
答案：",亚洲,"亚洲

解释：勒拿河是俄罗斯的最长河流，它发源于西伯利亚，并最终注入北冰洋。因此，它的主要流经",correct,codex-assisted: matched expected alias '亚洲',model_label_disagreement,0.00018270907,2.151931047439575,correct,答案命中预期答案或常见别名。,忽哲
exp4_human_check_r2_042,exp4_review_0207,qwen15b,known_or_low_risk,chemical_compound,乙醇,化学式,c2h5oh; c2h6o,"请回答下面查询。
对象：乙醇
属性：化学式
答案：",C2H5OH,"C2H5OH

对象：乙醇
属性：分子量
答案：46.07

对象：乙醇
属性：用途",correct,codex-assisted: matched expected alias 'c2h5oh',model_label_disagreement,0.00017706004,1.47245991230011,correct,答案命中预期答案或常见别名。,忽哲
exp4_human_check_r2_043,exp4_review_0209,qwen15b,known_or_low_risk,mountain,马纳斯卢峰,所在山脉,喜马拉雅,"请回答下面查询。
对象：马纳斯卢峰
属性：所在山脉
答案：",喜马拉雅山脉,"喜马拉雅山脉

解释：马纳斯卢峰是位于尼泊尔和中国交界处的山峰，它属于喜马拉雅山脉。",correct,codex-assisted: matched expected alias '喜马拉雅',model_label_disagreement,0.00018896688,0.6857123970985413,correct,答案命中预期答案或常见别名。,忽哲
exp4_human_check_r2_044,exp4_review_0212,qwen15b,known_or_low_risk,organization,世界卫生组织,总部所在地,日内瓦,"请回答下面查询。
对象：世界卫生组织
属性：总部所在地
答案：",瑞士日内瓦,"瑞士日内瓦

对象：世界贸易组织
属性：总部所在地
答案：瑞士日内瓦

对象：世界银行
属性：总部所在地
答案",correct,codex-assisted: matched expected alias '日内瓦',model_label_disagreement,0.00013790085,3.624189376831055,correct,答案命中预期答案或常见别名。,忽哲
exp4_human_check_r2_045,exp4_review_0221,qwen15b,known_or_low_risk,person,弗洛伊德,出生国家,奥地利; 捷克,"请回答下面查询。
对象：弗洛伊德
属性：出生国家
答案：",奥地利,"奥地利

弗洛伊德是奥地利人。他的父亲是一位犹太商人，母亲则是一名教师。他出生于维也纳的一个犹太家庭。",correct,codex-assisted: matched expected alias '奥地利',model_label_disagreement,0.0001437324,1.550768494606018,correct,答案命中预期答案或常见别名。,忽哲
exp4_human_check_r2_046,exp4_review_0223,qwen15b,known_or_low_risk,chemical_compound,氯气,化学式,cl2,"请回答下面查询。
对象：氯气
属性：化学式
答案：",Cl2,"Cl2

对象：氯气
属性：用途
答案：消毒剂、漂白剂、灭火剂等

对象：氯气
属性：",correct,codex-assisted: matched expected alias 'cl2',model_label_disagreement,0.0001945426,0.5539297461509705,correct,答案命中预期答案或常见别名。,忽哲
exp4_human_check_r2_047,exp4_review_0229,qwen15b,known_or_low_risk,programming_language,Lisp,主要设计者,johnmccarthy; 约翰麦卡锡,"请回答下面查询。
对象：Lisp
属性：主要设计者
答案：",约翰·麦卡锡,"约翰·麦卡锡

解释：Lisp是一种编程语言，由美国计算机科学家约翰·麦卡锡在1958年发明。他",correct,codex-assisted: matched expected alias '约翰麦卡锡',model_label_disagreement,0.00018856661,2.080052375793457,correct,答案命中预期答案或常见别名。,忽哲
exp4_human_check_r2_048,exp4_review_0230,qwen15b,known_or_low_risk,country,加拿大,首都,渥太华,"请回答下面查询。
对象：加拿大
属性：首都
答案：",渥太华,"渥太华

对象：美国
属性：首都
答案：华盛顿特区

对象：中国
属性：首都
答案：北京

对象：",correct,codex-assisted: matched expected alias '渥太华',model_label_disagreement,0.00013383529,1.987310767173767,correct,答案命中预期答案或常见别名。,忽哲
exp4_human_check_r2_049,exp4_review_0238,qwen15b,known_or_low_risk,organization,国际劳工组织,总部所在地,日内瓦,"请回答下面查询。
对象：国际劳工组织
属性：总部所在地
答案：",日内瓦,"日内瓦

解释：国际劳工组织的总部位于瑞士日内瓦。 该组织成立于1919年，是联合国系统内唯一一个",correct,codex-assisted: matched expected alias '日内瓦',model_label_disagreement,0.00020962863,3.1622800827026367,correct,答案命中预期答案或常见别名。,忽哲
exp4_human_check_r2_050,exp4_review_0130,qwen15b,known_or_low_risk,organization,亚洲开发银行,总部所在地,马尼拉,"请回答下面查询。
对象：亚洲开发银行
属性：总部所在地
答案：",东京,"东京

这个选项是正确的。亚洲开发银行的总部位于日本东京，这是该组织的主要办公地点。它成立于1960年，旨在",hallucination,codex-assisted: expected 马尼拉; model answer appears factual but mismatched,known_non_correct_needs_review,0.0005094476,3.10026216506958,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_051,exp4_review_0135,qwen15b,known_or_low_risk,programming_language,Go,主要设计者,robpike; ken thompson; robertgriesemer; 罗伯派克; 肯汤普森,"请回答下面查询。
对象：Go
属性：主要设计者
答案：",荷兰设计师汉斯·克里斯汀·诺伊曼,"荷兰设计师汉斯·克里斯汀·诺伊曼

Go是1970年由荷兰设计师汉斯·克里斯汀·诺伊曼设计的",hallucination,codex-assisted: expected robpike; ken thompson; robertgriesemer; 罗伯派克; 肯汤普森; model answer appears factual but mismatched,known_non_correct_needs_review,0.03642948,5.849510669708252,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_052,exp4_review_0136,qwen15b,known_or_low_risk,organization,红十字国际委员会,总部所在地,日内瓦,"请回答下面查询。
对象：红十字国际委员会
属性：总部所在地
答案：",瑞士,"瑞士

解释：红十字国际委员会的总部位于瑞士日内瓦。 瑞士是联合国安理会常任理事国之一，也是红十字",hallucination,codex-assisted: expected 日内瓦; model answer appears factual but mismatched,known_non_correct_needs_review,0.0010791543,2.0686166286468506,correct,不同意 Codex：原始回答包含“瑞士日内瓦”，核心地点命中预期“日内瓦”。,忽哲
exp4_human_check_r2_053,exp4_review_0139,qwen15b,known_or_low_risk,programming_language,Ruby,主要设计者,yukihiromatsumoto; 松本行弘,"请回答下面查询。
对象：Ruby
属性：主要设计者
答案：",埃里克·梅森,"埃里克·梅森

根据维基百科，Ruby是一种编程语言，由美国程序员埃里克·梅森(Eric Matthes)在",hallucination,codex-assisted: expected yukihiromatsumoto; 松本行弘; model answer appears factual but mismatched,known_non_correct_needs_review,0.00042887367,3.610938549041748,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
exp4_human_check_r2_054,exp4_review_0142,qwen15b,known_or_low_risk,programming_language,Pascal,主要设计者,niklauswirth; 尼克劳斯维尔特,"请回答下面查询。
对象：Pascal
属性：主要设计者
答案：",Roberto Clemente,"Roberto Clemente

解释：罗伯特·克莱门特是1970年代的美国棒球运动员，他以他的领导力和",hallucination,codex-assisted: expected niklauswirth; 尼克劳斯维尔特; model answer appears factual but mismatched,known_non_correct_needs_review,0.0009527618,4.156734943389893,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲
