threshold,coverage_direct_answer,conservative_route_rate,high_risk_recall,missed_high_risk_count,direct_high_risk_rate,estimated_avg_cost
0.999062128,0.59,0.41,0.670299727520436,121,0.3418079096045198,1.82
0.999148148,0.6,0.4,0.6539509536784741,127,0.3527777777777778,1.8
0.9992277555,0.61,0.39,0.6376021798365122,133,0.3633879781420765,1.78
0.9993134172,0.62,0.38,0.6212534059945504,139,0.3736559139784946,1.76
0.999386263,0.63,0.37,0.6049046321525886,145,0.3835978835978836,1.74
0.999421998,0.64,0.36,0.5885558583106267,151,0.3932291666666667,1.72
0.999511015,0.65,0.35,0.5722070844686649,157,0.4025641025641026,1.7
0.999538994,0.66,0.34,0.555858310626703,163,0.4116161616161616,1.68
0.999602884,0.67,0.33,0.5395095367847411,169,0.42039800995024873,1.66
0.9996490152,0.68,0.32,0.5231607629427792,175,0.42892156862745096,1.64
0.9996807614,0.69,0.31,0.5068119891008175,181,0.43719806763285024,1.62
0.999708355,0.7,0.3,0.4904632152588556,187,0.4452380952380952,1.6
0.9997561906,0.71,0.29,0.47411444141689374,193,0.45305164319248825,1.58
0.999780312,0.72,0.28,0.45776566757493187,199,0.46064814814814814,1.56
0.99979932,0.73,0.27,0.44141689373297005,205,0.4680365296803653,1.54
0.9998259696,0.74,0.26,0.4250681198910082,211,0.4752252252252252,1.52
0.9998497550000001,0.75,0.25,0.4087193460490463,217,0.4822222222222222,1.5
0.9998606984,0.76,0.24,0.3923705722070845,223,0.48903508771929827,1.48
0.999875783,0.77,0.23,0.3760217983651226,229,0.49567099567099565,1.46
0.9998887068,0.78,0.22,0.35967302452316074,235,0.5021367521367521,1.44
0.999920982,0.79,0.21,0.34332425068119893,241,0.5084388185654009,1.42
0.99993402,0.8,0.2,0.32697547683923706,247,0.5145833333333333,1.4
0.9999462894,0.81,0.19,0.3106267029972752,253,0.5205761316872428,1.38
0.999951414,0.82,0.18,0.29427792915531337,259,0.5264227642276422,1.36
0.999955355,0.83,0.17,0.2779291553133515,265,0.5321285140562249,1.34
0.9999631663999999,0.84,0.16,0.2615803814713896,271,0.5376984126984127,1.32
0.999965745,0.85,0.15,0.2452316076294278,277,0.5431372549019607,1.3
0.999967642,0.86,0.14,0.22888283378746593,283,0.5484496124031008,1.28
0.999972613,0.87,0.13,0.2125340599455041,289,0.553639846743295,1.26
0.9999748079999999,0.88,0.12,0.19618528610354224,295,0.5587121212121212,1.24
0.9999782906,0.89,0.11,0.17983651226158037,301,0.5636704119850188,1.22
0.999981034,0.9,0.1,0.16348773841961853,307,0.5685185185185185,1.2
0.9999882174,0.91,0.09,0.14713896457765668,313,0.5732600732600732,1.18
0.999991124,0.92,0.08,0.1307901907356948,319,0.5778985507246377,1.16
0.999992621,0.93,0.07,0.11444141689373297,325,0.5824372759856631,1.14
0.9999941,0.9383333333333334,0.06166666666666667,0.1008174386920981,330,0.5861456483126111,1.1233333333333333
0.9999951,0.9483333333333334,0.051666666666666666,0.08446866485013624,336,0.5905096660808435,1.1033333333333333
0.99999595,0.9583333333333334,0.041666666666666664,0.0681198910081744,342,0.5947826086956521,1.0833333333333333
0.9999969018,0.97,0.03,0.04904632152588556,349,0.5996563573883161,1.06
0.9999977458,0.98,0.02,0.0326975476839237,355,0.6037414965986394,1.04
0.9999985703000001,0.99,0.01,0.01634877384196185,361,0.6077441077441077,1.02
0.99999964,0.9983333333333333,0.0016666666666666668,0.0027247956403269754,366,0.6110183639398998,1.0033333333333334
