id,trace_id,prompt,step_prefix_text,label,label_name,version,problem,step_index,num_steps,error_step_index,error_type,correct_answer,corrupted_answer
pe_v2_0004_incorrect_step2,pe_v2_0004,"题目：计算 60 + 15 + 6。
步骤1：先计算 60 + 15 = 75。
步骤2：再计算 75 + 6 = 85。","题目：计算 60 + 15 + 6。
步骤1：先计算 60 + 15 = 75。
步骤2：再计算 75 + 6 = 85。",1,step_incorrect,paired_step_v2,计算 60 + 15 + 6。,2,3,-1,final_addition_error,81,
pe_v2_0004_correct_step3,pe_v2_0004,"题目：计算 60 + 15 + 6。
步骤1：先计算 60 + 15 = 75。
步骤2：再计算 75 + 6 = 81。
答案：81。","题目：计算 60 + 15 + 6。
步骤1：先计算 60 + 15 = 75。
步骤2：再计算 75 + 6 = 81。
答案：81。",0,step_correct,paired_step_v2,计算 60 + 15 + 6。,3,3,-1,none,81,
pe_v2_0004_incorrect_step3,pe_v2_0004,"题目：计算 60 + 15 + 6。
步骤1：先计算 60 + 15 = 75。
步骤2：再计算 75 + 6 = 81。
答案：84。","题目：计算 60 + 15 + 6。
步骤1：先计算 60 + 15 = 75。
步骤2：再计算 75 + 6 = 81。
答案：84。",1,step_incorrect,paired_step_v2,计算 60 + 15 + 6。,3,3,-1,wrong_final_answer,81,
pe_v2_0005_correct_step1,pe_v2_0005,"题目：计算 6 × 4 + 10。
步骤1：先计算 6 × 4 = 24。","题目：计算 6 × 4 + 10。
步骤1：先计算 6 × 4 = 24。",0,step_correct,paired_step_v2,计算 6 × 4 + 10。,1,3,-1,none,34,
pe_v2_0005_incorrect_step1,pe_v2_0005,"题目：计算 6 × 4 + 10。
步骤1：先计算 6 × 4 = 28。","题目：计算 6 × 4 + 10。
步骤1：先计算 6 × 4 = 28。",1,step_incorrect,paired_step_v2,计算 6 × 4 + 10。,1,3,-1,multiplication_error,34,
pe_v2_0005_correct_step2,pe_v2_0005,"题目：计算 6 × 4 + 10。
步骤1：先计算 6 × 4 = 24。
步骤2：再计算 24 + 10 = 34。","题目：计算 6 × 4 + 10。
步骤1：先计算 6 × 4 = 24。
步骤2：再计算 24 + 10 = 34。",0,step_correct,paired_step_v2,计算 6 × 4 + 10。,2,3,-1,none,34,
pe_v2_0005_incorrect_step2,pe_v2_0005,"题目：计算 6 × 4 + 10。
步骤1：先计算 6 × 4 = 24。
步骤2：再计算 24 + 10 = 30。","题目：计算 6 × 4 + 10。
步骤1：先计算 6 × 4 = 24。
步骤2：再计算 24 + 10 = 30。",1,step_incorrect,paired_step_v2,计算 6 × 4 + 10。,2,3,-1,addition_after_multiplication_error,34,
pe_v2_0005_correct_step3,pe_v2_0005,"题目：计算 6 × 4 + 10。
步骤1：先计算 6 × 4 = 24。
步骤2：再计算 24 + 10 = 34。
答案：34。","题目：计算 6 × 4 + 10。
步骤1：先计算 6 × 4 = 24。
步骤2：再计算 24 + 10 = 34。
答案：34。",0,step_correct,paired_step_v2,计算 6 × 4 + 10。,3,3,-1,none,34,
pe_v2_0005_incorrect_step3,pe_v2_0005,"题目：计算 6 × 4 + 10。
步骤1：先计算 6 × 4 = 24。
步骤2：再计算 24 + 10 = 34。
答案：29。","题目：计算 6 × 4 + 10。
步骤1：先计算 6 × 4 = 24。
步骤2：再计算 24 + 10 = 34。
答案：29。",1,step_incorrect,paired_step_v2,计算 6 × 4 + 10。,3,3,-1,wrong_final_answer,34,
pe_v2_0006_correct_step1,pe_v2_0006,"题目：计算 (30 + 4) × 6。
步骤1：先计算括号内 30 + 4 = 34。","题目：计算 (30 + 4) × 6。
步骤1：先计算括号内 30 + 4 = 34。",0,step_correct,paired_step_v2,计算 (30 + 4) × 6。,1,3,-1,none,204,
pe_v2_0006_incorrect_step1,pe_v2_0006,"题目：计算 (30 + 4) × 6。
步骤1：先计算括号内 30 + 4 = 35。","题目：计算 (30 + 4) × 6。
步骤1：先计算括号内 30 + 4 = 35。",1,step_incorrect,paired_step_v2,计算 (30 + 4) × 6。,1,3,-1,parentheses_addition_error,204,
pe_v2_0006_correct_step2,pe_v2_0006,"题目：计算 (30 + 4) × 6。
步骤1：先计算括号内 30 + 4 = 34。
步骤2：再计算 34 × 6 = 204。","题目：计算 (30 + 4) × 6。
步骤1：先计算括号内 30 + 4 = 34。
步骤2：再计算 34 × 6 = 204。",0,step_correct,paired_step_v2,计算 (30 + 4) × 6。,2,3,-1,none,204,
pe_v2_0006_incorrect_step2,pe_v2_0006,"题目：计算 (30 + 4) × 6。
步骤1：先计算括号内 30 + 4 = 34。
步骤2：再计算 34 × 6 = 209。","题目：计算 (30 + 4) × 6。
步骤1：先计算括号内 30 + 4 = 34。
步骤2：再计算 34 × 6 = 209。",1,step_incorrect,paired_step_v2,计算 (30 + 4) × 6。,2,3,-1,multiplication_after_parentheses_error,204,
pe_v2_0006_correct_step3,pe_v2_0006,"题目：计算 (30 + 4) × 6。
步骤1：先计算括号内 30 + 4 = 34。
步骤2：再计算 34 × 6 = 204。
答案：204。","题目：计算 (30 + 4) × 6。
步骤1：先计算括号内 30 + 4 = 34。
步骤2：再计算 34 × 6 = 204。
答案：204。",0,step_correct,paired_step_v2,计算 (30 + 4) × 6。,3,3,-1,none,204,
pe_v2_0006_incorrect_step3,pe_v2_0006,"题目：计算 (30 + 4) × 6。
步骤1：先计算括号内 30 + 4 = 34。
步骤2：再计算 34 × 6 = 204。
答案：209。","题目：计算 (30 + 4) × 6。
步骤1：先计算括号内 30 + 4 = 34。
步骤2：再计算 34 × 6 = 204。
答案：209。",1,step_incorrect,paired_step_v2,计算 (30 + 4) × 6。,3,3,-1,wrong_final_answer,204,
pe_v2_0007_correct_step1,pe_v2_0007,"题目：解方程 9x + 5 = 95。
步骤1：两边减去 5，得到 9x = 90。","题目：解方程 9x + 5 = 95。
步骤1：两边减去 5，得到 9x = 90。",0,step_correct,paired_step_v2,解方程 9x + 5 = 95。,1,3,-1,none,10,
pe_v2_0007_incorrect_step1,pe_v2_0007,"题目：解方程 9x + 5 = 95。
步骤1：两边减去 5，得到 9x = 88。","题目：解方程 9x + 5 = 95。
步骤1：两边减去 5，得到 9x = 88。",1,step_incorrect,paired_step_v2,解方程 9x + 5 = 95。,1,3,-1,subtraction_error,10,
pe_v2_0007_correct_step2,pe_v2_0007,"题目：解方程 9x + 5 = 95。
步骤1：两边减去 5，得到 9x = 90。
步骤2：两边除以 9，得到 x = 10。","题目：解方程 9x + 5 = 95。
步骤1：两边减去 5，得到 9x = 90。
步骤2：两边除以 9，得到 x = 10。",0,step_correct,paired_step_v2,解方程 9x + 5 = 95。,2,3,-1,none,10,
pe_v2_0007_incorrect_step2,pe_v2_0007,"题目：解方程 9x + 5 = 95。
步骤1：两边减去 5，得到 9x = 90。
步骤2：两边除以 9，得到 x = 11。","题目：解方程 9x + 5 = 95。
步骤1：两边减去 5，得到 9x = 90。
步骤2：两边除以 9，得到 x = 11。",1,step_incorrect,paired_step_v2,解方程 9x + 5 = 95。,2,3,-1,division_error,10,
pe_v2_0007_correct_step3,pe_v2_0007,"题目：解方程 9x + 5 = 95。
步骤1：两边减去 5，得到 9x = 90。
步骤2：两边除以 9，得到 x = 10。
答案：x = 10。","题目：解方程 9x + 5 = 95。
步骤1：两边减去 5，得到 9x = 90。
步骤2：两边除以 9，得到 x = 10。
答案：x = 10。",0,step_correct,paired_step_v2,解方程 9x + 5 = 95。,3,3,-1,none,10,
pe_v2_0007_incorrect_step3,pe_v2_0007,"题目：解方程 9x + 5 = 95。
步骤1：两边减去 5，得到 9x = 90。
步骤2：两边除以 9，得到 x = 10。
答案：x = 12。","题目：解方程 9x + 5 = 95。
步骤1：两边减去 5，得到 9x = 90。
步骤2：两边除以 9，得到 x = 10。
答案：x = 12。",1,step_incorrect,paired_step_v2,解方程 9x + 5 = 95。,3,3,-1,wrong_final_answer,10,
pe_v2_0008_correct_step1,pe_v2_0008,"题目：计算 73 + 24 + 44。
步骤1：先计算 73 + 24 = 97。","题目：计算 73 + 24 + 44。
步骤1：先计算 73 + 24 = 97。",0,step_correct,paired_step_v2,计算 73 + 24 + 44。,1,3,-1,none,141,
pe_v2_0008_incorrect_step1,pe_v2_0008,"题目：计算 73 + 24 + 44。
步骤1：先计算 73 + 24 = 100。","题目：计算 73 + 24 + 44。
步骤1：先计算 73 + 24 = 100。",1,step_incorrect,paired_step_v2,计算 73 + 24 + 44。,1,3,-1,first_addition_error,141,
pe_v2_0008_correct_step2,pe_v2_0008,"题目：计算 73 + 24 + 44。
步骤1：先计算 73 + 24 = 97。
步骤2：再计算 97 + 44 = 141。","题目：计算 73 + 24 + 44。
步骤1：先计算 73 + 24 = 97。
步骤2：再计算 97 + 44 = 141。",0,step_correct,paired_step_v2,计算 73 + 24 + 44。,2,3,-1,none,141,
pe_v2_0008_incorrect_step2,pe_v2_0008,"题目：计算 73 + 24 + 44。
步骤1：先计算 73 + 24 = 97。
步骤2：再计算 97 + 44 = 144。","题目：计算 73 + 24 + 44。
步骤1：先计算 73 + 24 = 97。
步骤2：再计算 97 + 44 = 144。",1,step_incorrect,paired_step_v2,计算 73 + 24 + 44。,2,3,-1,final_addition_error,141,
pe_v2_0008_correct_step3,pe_v2_0008,"题目：计算 73 + 24 + 44。
步骤1：先计算 73 + 24 = 97。
步骤2：再计算 97 + 44 = 141。
答案：141。","题目：计算 73 + 24 + 44。
步骤1：先计算 73 + 24 = 97。
步骤2：再计算 97 + 44 = 141。
答案：141。",0,step_correct,paired_step_v2,计算 73 + 24 + 44。,3,3,-1,none,141,
pe_v2_0008_incorrect_step3,pe_v2_0008,"题目：计算 73 + 24 + 44。
步骤1：先计算 73 + 24 = 97。
步骤2：再计算 97 + 44 = 141。
答案：145。","题目：计算 73 + 24 + 44。
步骤1：先计算 73 + 24 = 97。
步骤2：再计算 97 + 44 = 141。
答案：145。",1,step_incorrect,paired_step_v2,计算 73 + 24 + 44。,3,3,-1,wrong_final_answer,141,
pe_v2_0009_correct_step1,pe_v2_0009,"题目：计算 13 × 4 + 30。
步骤1：先计算 13 × 4 = 52。","题目：计算 13 × 4 + 30。
步骤1：先计算 13 × 4 = 52。",0,step_correct,paired_step_v2,计算 13 × 4 + 30。,1,3,-1,none,82,
pe_v2_0009_incorrect_step1,pe_v2_0009,"题目：计算 13 × 4 + 30。
步骤1：先计算 13 × 4 = 56。","题目：计算 13 × 4 + 30。
步骤1：先计算 13 × 4 = 56。",1,step_incorrect,paired_step_v2,计算 13 × 4 + 30。,1,3,-1,multiplication_error,82,
pe_v2_0009_correct_step2,pe_v2_0009,"题目：计算 13 × 4 + 30。
步骤1：先计算 13 × 4 = 52。
步骤2：再计算 52 + 30 = 82。","题目：计算 13 × 4 + 30。
步骤1：先计算 13 × 4 = 52。
步骤2：再计算 52 + 30 = 82。",0,step_correct,paired_step_v2,计算 13 × 4 + 30。,2,3,-1,none,82,
pe_v2_0009_incorrect_step2,pe_v2_0009,"题目：计算 13 × 4 + 30。
步骤1：先计算 13 × 4 = 52。
步骤2：再计算 52 + 30 = 86。","题目：计算 13 × 4 + 30。
步骤1：先计算 13 × 4 = 52。
步骤2：再计算 52 + 30 = 86。",1,step_incorrect,paired_step_v2,计算 13 × 4 + 30。,2,3,-1,addition_after_multiplication_error,82,
pe_v2_0009_correct_step3,pe_v2_0009,"题目：计算 13 × 4 + 30。
步骤1：先计算 13 × 4 = 52。
步骤2：再计算 52 + 30 = 82。
答案：82。","题目：计算 13 × 4 + 30。
步骤1：先计算 13 × 4 = 52。
步骤2：再计算 52 + 30 = 82。
答案：82。",0,step_correct,paired_step_v2,计算 13 × 4 + 30。,3,3,-1,none,82,
pe_v2_0009_incorrect_step3,pe_v2_0009,"题目：计算 13 × 4 + 30。
步骤1：先计算 13 × 4 = 52。
步骤2：再计算 52 + 30 = 82。
答案：86。","题目：计算 13 × 4 + 30。
步骤1：先计算 13 × 4 = 52。
步骤2：再计算 52 + 30 = 82。
答案：86。",1,step_incorrect,paired_step_v2,计算 13 × 4 + 30。,3,3,-1,wrong_final_answer,82,
pe_v2_0010_correct_step1,pe_v2_0010,"题目：计算 (26 + 21) × 9。
步骤1：先计算括号内 26 + 21 = 47。","题目：计算 (26 + 21) × 9。
步骤1：先计算括号内 26 + 21 = 47。",0,step_correct,paired_step_v2,计算 (26 + 21) × 9。,1,3,-1,none,423,
pe_v2_0010_incorrect_step1,pe_v2_0010,"题目：计算 (26 + 21) × 9。
步骤1：先计算括号内 26 + 21 = 49。","题目：计算 (26 + 21) × 9。
步骤1：先计算括号内 26 + 21 = 49。",1,step_incorrect,paired_step_v2,计算 (26 + 21) × 9。,1,3,-1,parentheses_addition_error,423,
pe_v2_0010_correct_step2,pe_v2_0010,"题目：计算 (26 + 21) × 9。
步骤1：先计算括号内 26 + 21 = 47。
步骤2：再计算 47 × 9 = 423。","题目：计算 (26 + 21) × 9。
步骤1：先计算括号内 26 + 21 = 47。
步骤2：再计算 47 × 9 = 423。",0,step_correct,paired_step_v2,计算 (26 + 21) × 9。,2,3,-1,none,423,
pe_v2_0010_incorrect_step2,pe_v2_0010,"题目：计算 (26 + 21) × 9。
步骤1：先计算括号内 26 + 21 = 47。
步骤2：再计算 47 × 9 = 429。","题目：计算 (26 + 21) × 9。
步骤1：先计算括号内 26 + 21 = 47。
步骤2：再计算 47 × 9 = 429。",1,step_incorrect,paired_step_v2,计算 (26 + 21) × 9。,2,3,-1,multiplication_after_parentheses_error,423,
pe_v2_0010_correct_step3,pe_v2_0010,"题目：计算 (26 + 21) × 9。
步骤1：先计算括号内 26 + 21 = 47。
步骤2：再计算 47 × 9 = 423。
答案：423。","题目：计算 (26 + 21) × 9。
步骤1：先计算括号内 26 + 21 = 47。
步骤2：再计算 47 × 9 = 423。
答案：423。",0,step_correct,paired_step_v2,计算 (26 + 21) × 9。,3,3,-1,none,423,
pe_v2_0010_incorrect_step3,pe_v2_0010,"题目：计算 (26 + 21) × 9。
步骤1：先计算括号内 26 + 21 = 47。
步骤2：再计算 47 × 9 = 423。
答案：428。","题目：计算 (26 + 21) × 9。
步骤1：先计算括号内 26 + 21 = 47。
步骤2：再计算 47 × 9 = 423。
答案：428。",1,step_incorrect,paired_step_v2,计算 (26 + 21) × 9。,3,3,-1,wrong_final_answer,423,
pe_v2_0011_correct_step1,pe_v2_0011,"题目：解方程 2x + 14 = 40。
步骤1：两边减去 14，得到 2x = 26。","题目：解方程 2x + 14 = 40。
步骤1：两边减去 14，得到 2x = 26。",0,step_correct,paired_step_v2,解方程 2x + 14 = 40。,1,3,-1,none,13,
pe_v2_0011_incorrect_step1,pe_v2_0011,"题目：解方程 2x + 14 = 40。
步骤1：两边减去 14，得到 2x = 30。","题目：解方程 2x + 14 = 40。
步骤1：两边减去 14，得到 2x = 30。",1,step_incorrect,paired_step_v2,解方程 2x + 14 = 40。,1,3,-1,subtraction_error,13,
pe_v2_0011_correct_step2,pe_v2_0011,"题目：解方程 2x + 14 = 40。
步骤1：两边减去 14，得到 2x = 26。
步骤2：两边除以 2，得到 x = 13。","题目：解方程 2x + 14 = 40。
步骤1：两边减去 14，得到 2x = 26。
步骤2：两边除以 2，得到 x = 13。",0,step_correct,paired_step_v2,解方程 2x + 14 = 40。,2,3,-1,none,13,
pe_v2_0011_incorrect_step2,pe_v2_0011,"题目：解方程 2x + 14 = 40。
步骤1：两边减去 14，得到 2x = 26。
步骤2：两边除以 2，得到 x = 11。","题目：解方程 2x + 14 = 40。
步骤1：两边减去 14，得到 2x = 26。
步骤2：两边除以 2，得到 x = 11。",1,step_incorrect,paired_step_v2,解方程 2x + 14 = 40。,2,3,-1,division_error,13,
pe_v2_0011_correct_step3,pe_v2_0011,"题目：解方程 2x + 14 = 40。
步骤1：两边减去 14，得到 2x = 26。
步骤2：两边除以 2，得到 x = 13。
答案：x = 13。","题目：解方程 2x + 14 = 40。
步骤1：两边减去 14，得到 2x = 26。
步骤2：两边除以 2，得到 x = 13。
答案：x = 13。",0,step_correct,paired_step_v2,解方程 2x + 14 = 40。,3,3,-1,none,13,
pe_v2_0011_incorrect_step3,pe_v2_0011,"题目：解方程 2x + 14 = 40。
步骤1：两边减去 14，得到 2x = 26。
步骤2：两边除以 2，得到 x = 13。
答案：x = 14。","题目：解方程 2x + 14 = 40。
步骤1：两边减去 14，得到 2x = 26。
步骤2：两边除以 2，得到 x = 13。
答案：x = 14。",1,step_incorrect,paired_step_v2,解方程 2x + 14 = 40。,3,3,-1,wrong_final_answer,13,
pe_v2_0012_correct_step1,pe_v2_0012,"题目：计算 45 + 21 + 27。
步骤1：先计算 45 + 21 = 66。","题目：计算 45 + 21 + 27。
步骤1：先计算 45 + 21 = 66。",0,step_correct,paired_step_v2,计算 45 + 21 + 27。,1,3,-1,none,93,
pe_v2_0012_incorrect_step1,pe_v2_0012,"题目：计算 45 + 21 + 27。
步骤1：先计算 45 + 21 = 65。","题目：计算 45 + 21 + 27。
步骤1：先计算 45 + 21 = 65。",1,step_incorrect,paired_step_v2,计算 45 + 21 + 27。,1,3,-1,first_addition_error,93,
pe_v2_0012_correct_step2,pe_v2_0012,"题目：计算 45 + 21 + 27。
步骤1：先计算 45 + 21 = 66。
步骤2：再计算 66 + 27 = 93。","题目：计算 45 + 21 + 27。
步骤1：先计算 45 + 21 = 66。
步骤2：再计算 66 + 27 = 93。",0,step_correct,paired_step_v2,计算 45 + 21 + 27。,2,3,-1,none,93,
pe_v2_0012_incorrect_step2,pe_v2_0012,"题目：计算 45 + 21 + 27。
步骤1：先计算 45 + 21 = 66。
步骤2：再计算 66 + 27 = 96。","题目：计算 45 + 21 + 27。
步骤1：先计算 45 + 21 = 66。
步骤2：再计算 66 + 27 = 96。",1,step_incorrect,paired_step_v2,计算 45 + 21 + 27。,2,3,-1,final_addition_error,93,
pe_v2_0012_correct_step3,pe_v2_0012,"题目：计算 45 + 21 + 27。
步骤1：先计算 45 + 21 = 66。
步骤2：再计算 66 + 27 = 93。
答案：93。","题目：计算 45 + 21 + 27。
步骤1：先计算 45 + 21 = 66。
步骤2：再计算 66 + 27 = 93。
答案：93。",0,step_correct,paired_step_v2,计算 45 + 21 + 27。,3,3,-1,none,93,
